cloud_index,point_count
0,11
1,12
2,10
3,11
4,9
5,9
6,8
7,12
8,9
9,5
10,5
11,7
12,8
13,8
14,11
15,10
16,7
17,10
18,11
19,3
20,9
21,6
22,5
23,3
24,7
25,4
26,6
27,4
28,3
29,2
30,11
31,8
32,10
33,6
34,5
35,5
36,3
37,3
38,7
39,8
40,2
41,8
42,5
43,8
44,3
45,4
46,8
47,4
48,8
49,3
50,8
51,7
52,6
53,2
54,9
56,9
57,9
58,3
59,8
60,3
61,2
62,9
63,9
64,4
65,3
66,5
67,5
68,2
69,6
70,3
71,2
72,4
73,1
74,3
75,1
76,4
77,8
78,3
79,7
80,1
81,9
82,9
83,6
84,1
85,4
86,2
87,6
88,6
90,3
91,3
93,2
94,3
95,2
96,3
97,1
98,5
99,2
100,7
101,3
103,4
105,4
106,4
107,2
108,2
109,5
110,1
111,2
112,3
113,1
114,4
115,1
116,3
118,2
119,4
120,1
121,2
122,1
123,4
124,2
126,5
127,2
128,2
129,5
130,5
132,1
133,2
134,3
135,3
136,3
137,6
138,1
139,4
140,2
143,6
144,2
145,5
147,5
148,1
149,1
150,3
151,4
152,4
153,1
154,3
155,2
156,3
157,1
159,2
160,2
161,1
162,2
163,1
164,4
166,4
167,5
168,1
169,3
170,4
171,2
173,5
174,2
175,3
176,2
177,1
178,2
180,2
181,2
182,2
183,1
184,5
185,2
186,3
188,2
189,3
190,2
192,3
193,3
194,2
196,2
197,3
198,1
199,2
200,2
201,1
203,1
204,4
205,1
206,3
208,2
210,1
211,1
213,2
215,1
217,2
218,1
219,1
220,4
224,1
226,3
227,2
228,1
229,3
230,1
232,1
234,2
235,1
237,1
238,1
240,1
242,2
243,1
244,3
245,1
246,1
247,1
249,1
252,1
253,1
256,1
257,4
259,2
260,1
261,1
264,1
267,1
269,1
271,1
272,1
273,4
274,1
275,3
276,2
277,1
278,3
279,1
280,2
283,1
284,1
286,1
287,2
288,1
289,1
291,1
292,2
