range,x,y,z,intensity,ring,time,timestamp
24.987999,24.985964,0.13082384,0.2908874,64.0,22,-0.026684046,1782506715.6870987
24.984,24.982277,0.03924403,0.29084083,64.0,22,-0.02662875,1782506715.6870987
24.988,24.986277,-0.03924175,0.2908874,64.0,22,-0.026573453,1782506715.6870987
24.980003,24.97521,0.2223196,0.43596113,73.0,23,-0.02593988,1782506715.6870987
24.972,24.967855,0.13074312,0.4358215,73.0,23,-0.025884584,1782506715.6870987
24.976006,24.972155,0.047946706,0.43589133,77.0,23,-0.02583862,1782506715.6870987
24.984001,24.980158,-0.04358957,0.43603092,73.0,23,-0.025783325,1782506715.6870987
24.996,24.988205,0.22679201,0.58148545,38.0,24,-0.02520347,1782506715.6870987
24.996002,24.98887,0.1352041,0.58148545,37.0,24,-0.025148174,1782506715.6870987
25.000002,24.993189,0.047983557,0.58157855,35.0,24,-0.02509288,1782506715.6870987
24.992,24.985212,-0.03488596,0.5813924,35.0,24,-0.025037583,1782506715.6870987
24.964,24.96103,0.25268787,0.29060802,68.0,22,-0.026972685,1782506715.7867165
24.988,24.985758,0.16572055,0.2908874,62.0,22,-0.026917389,1782506715.7867165
24.988,24.986185,0.07849616,0.2908874,64.0,22,-0.026862092,1782506715.7867165
24.991999,24.990305,-0.008718268,0.29093397,63.0,22,-0.026806798,1782506715.7867165
24.988003,24.982826,0.2616317,0.43610072,77.0,23,-0.026182523,1782506715.7867165
24.984001,24.979588,0.17440113,0.43603092,77.0,23,-0.026127227,1782506715.7867165
24.984001,24.980043,0.087198354,0.43603092,80.0,23,-0.02607193,1782506715.7867165
24.984001,24.980196,0.004366118,0.43603092,77.0,23,-0.026016634,1782506715.7867165
24.991999,24.983866,0.26164004,0.5813924,38.0,24,-0.025424384,1782506715.7867165
24.996,24.988596,0.17881773,0.58148545,36.0,24,-0.025369087,1782506715.7867165
24.991999,24.985067,0.091575496,0.5813924,35.0,24,-0.02531379,1782506715.7867165
25.004002,24.997234,-0.0,0.5816716,35.0,24,-0.025258495,1782506715.7867165
24.984,24.981318,0.2223839,0.29084083,65.0,22,-0.027167423,1782506715.8875031
24.987999,24.98594,0.13519642,0.2908874,63.0,22,-0.027112126,1782506715.8875031
24.987999,24.98626,0.047971655,0.2908874,65.0,22,-0.02705683,1782506715.8875031
24.988,24.986269,-0.043602236,0.2908874,64.0,22,-0.027001534,1782506715.8875031
24.980003,24.97517,0.22667837,0.43596113,73.0,23,-0.026377974,1782506715.8875031
24.976002,24.971832,0.13512217,0.43589133,73.0,23,-0.026322678,1782506715.8875031
24.980003,24.976143,0.05231334,0.43596113,70.0,23,-0.026267381,1782506715.8875031
24.980003,24.976168,-0.0392356,0.43596113,80.0,23,-0.026212087,1782506715.8875031
24.996,24.988167,0.2311533,0.58148545,38.0,24,-0.025611967,1782506715.8875031
24.995998,24.988844,0.13956548,0.58148545,34.0,24,-0.02555667,1782506715.8875031
25.0,24.99318,0.05234567,0.58157855,36.0,24,-0.025501376,1782506715.8875031
25.0,24.993216,-0.030534972,0.58157855,35.0,24,-0.02544608,1782506715.8875031
24.988,24.985502,0.2006048,0.2908874,61.0,22,-0.027318733,1782506715.9879506
24.984001,24.98205,0.1133751,0.29084083,63.0,22,-0.027263436,1782506715.9879506
24.984,24.982292,0.0261643,0.29084083,63.0,22,-0.027186954,1782506715.9879506
24.987997,24.98623,-0.061057016,0.2908874,61.0,22,-0.02713166,1782506715.9879506
24.992002,24.987356,0.20497118,0.43617055,77.0,23,-0.026509529,1782506715.9879506
24.988003,24.98392,0.11774606,0.43610072,77.0,23,-0.026454234,1782506715.9879506
24.984003,24.980179,0.030523693,0.43603092,73.0,23,-0.026398938,1782506715.9879506
24.984001,24.980131,-0.056668334,0.43603092,73.0,23,-0.026343642,1782506715.9879506
25.000002,24.99236,0.2093804,0.58157855,36.0,24,-0.02574257,1782506715.9879506
25.004002,24.996958,0.11779625,0.5816716,38.0,24,-0.025687274,1782506715.9879506
24.996,24.98918,-0.052337293,0.58148545,38.0,24,-0.02557668,1782506715.9879506
24.991999,24.989697,0.17446963,0.29093397,62.0,22,-0.027468648,1782506716.087949
24.987999,24.986122,0.09595076,0.2908874,60.0,22,-0.027413351,1782506716.087949
24.984,24.982306,0.0043646256,0.29084083,63.0,22,-0.027358055,1782506716.087949
24.992002,24.986732,0.27040708,0.43617055,77.0,23,-0.02672186,1782506716.087949
24.980003,24.975529,0.18309076,0.43596113,77.0,23,-0.026666563,1782506716.087949
24.984003,24.979996,0.10027712,0.43603092,77.0,23,-0.026611267,1782506716.087949
24.992002,24.988192,0.013089469,0.43617055,77.0,23,-0.02655597,1782506716.087949
24.987999,24.979727,0.27467754,0.58129936,38.0,24,-0.025954422,1782506716.087949
25.0,24.99253,0.18757035,0.58157855,35.0,24,-0.025899125,1782506716.087949
25.004002,24.996998,0.10907067,0.5816716,35.0,24,-0.025841955,1782506716.087949
25.000002,24.993225,0.0218107,0.58157855,34.0,24,-0.025786659,1782506716.087949
25.0,24.993149,-0.065432005,0.58157855,35.0,24,-0.025731364,1782506716.087949
24.967999,24.964937,0.26145405,0.29065457,68.0,22,-0.027668135,1782506716.1877055
24.987999,24.985727,0.1700693,0.2908874,62.0,22,-0.027612839,1782506716.1877055
24.992,24.990154,0.08723165,0.29093397,62.0,22,-0.027557543,1782506716.1877055
24.987997,24.986305,-0.0043563885,0.2908874,62.0,22,-0.027502246,1782506716.1877055
24.992002,24.986778,0.26603445,0.43617055,77.0,23,-0.026888939,1782506716.1877055
24.992002,24.987587,0.17445698,0.43617055,73.0,23,-0.026833644,1782506716.1877055
24.988003,24.98403,0.09158449,0.43610072,77.0,23,-0.026778348,1782506716.1877055
24.988,24.984196,-5.444793e-06,0.43610072,77.0,23,-0.026723051,1782506716.1877055
24.987999,24.979774,0.27031773,0.58129936,38.0,24,-0.02613104,1782506716.1877055
25.0,24.993233,0.00872427,0.58157855,35.0,24,-0.02596515,1782506716.1877055
25.008,25.001108,-0.078543514,0.58176464,36.0,24,-0.025909854,1782506716.1877055
24.964,24.96094,0.26141217,0.29060802,68.0,22,-0.027829254,1782506716.2878928
24.991999,24.990139,0.09159283,0.29093397,62.0,22,-0.027718663,1782506716.2878928
24.988003,24.98278,0.26599187,0.43610072,77.0,23,-0.027061027,1782506716.2878928
24.988,24.983587,0.17442906,0.43610072,77.0,23,-0.02700573,1782506716.2878928
24.992002,24.98803,0.09159915,0.43617055,77.0,23,-0.026950434,1782506716.2878928
24.984001,24.980196,-5.443921e-06,0.43603092,77.0,23,-0.026895138,1782506716.2878928
25.004,24.99577,0.27049083,0.5816716,38.0,24,-0.026303602,1782506716.2878928
24.996,24.98905,0.09595157,0.58148545,35.0,24,-0.02619301,1782506716.2878928
25.004,24.997232,0.008725666,0.5816716,37.0,24,-0.026137715,1782506716.2878928
25.004,24.997124,-0.07416819,0.5816716,36.0,24,-0.026082419,1782506716.2878928
24.992,24.989155,0.23988773,0.29093397,64.0,22,-0.028019428,1782506716.388133
24.984003,24.981815,0.15696217,0.29084083,63.0,22,-0.027964132,1782506716.388133
24.984,24.982231,0.061043892,0.29084083,63.0,22,-0.027908836,1782506716.388133
24.988,24.986294,-0.026159555,0.2908874,63.0,22,-0.027828539,1782506716.388133
24.984003,24.979004,0.24415223,0.43603092,73.0,23,-0.027215675,1782506716.388133
24.988003,24.98373,0.1526161,0.43610072,77.0,23,-0.02716971,1782506716.388133
24.992002,24.988087,0.07414333,0.43617055,73.0,23,-0.027114416,1782506716.388133
24.992002,24.98819,-0.017437575,0.43617055,77.0,23,-0.02705912,1782506716.388133
25.000004,24.992,0.24863803,0.58157855,38.0,24,-0.026471397,1782506716.388133
24.996,24.988714,0.16137232,0.58148545,35.0,24,-0.026416102,1782506716.388133
24.996,24.989124,0.07414441,0.58148545,35.0,24,-0.026360806,1782506716.388133
25.0,24.99323,-0.013086429,0.58157855,36.0,24,-0.02630551,1782506716.388133
24.991999,24.989534,0.196264,0.29093397,63.0,22,-0.028199144,1782506716.4882603
24.992,24.990068,0.109050035,0.29093397,62.0,22,-0.02814385,1782506716.4882603
24.988,24.98339,0.20059012,0.43610072,77.0,23,-0.027425194,1782506716.4882603
24.988,24.983938,0.11337394,0.43610072,77.0,23,-0.027369898,1782506716.4882603
24.992002,24.988182,0.026172515,0.43617055,77.0,23,-0.027314601,1782506716.4882603
24.992002,24.988121,-0.061047483,0.43617055,73.0,23,-0.027259305,1782506716.4882603
25.004002,24.996393,0.2050512,0.5816716,36.0,24,-0.02664822,1782506716.4882603
25.000002,24.992958,0.1177774,0.58157855,37.0,24,-0.026592923,1782506716.4882603
25.004,24.997215,0.030539904,0.5816716,38.0,24,-0.026531938,1782506716.4882603
25.004,24.99717,-0.05671686,0.5816716,36.0,24,-0.026476642,1782506716.4882603
24.988,24.985155,0.23984934,0.2908874,64.0,22,-0.028430104,1782506716.588505
24.984,24.981867,0.1482545,0.29084083,62.0,22,-0.028374808,1782506716.588505
24.984,24.982208,0.06977575,0.29084083,64.0,22,-0.028319512,1782506716.588505
24.984001,24.97973,0.15259168,0.43603092,73.0,23,-0.027590843,1782506716.588505
24.988,24.98411,0.06541095,0.43610072,77.0,23,-0.027535548,1782506716.588505
24.984001,24.980186,-0.021791551,0.43603092,77.0,23,-0.027480252,1782506716.588505
24.991999,24.984043,0.2441979,0.5813924,38.0,24,-0.026873695,1782506716.588505
24.996,24.988743,0.157011,0.58148545,34.0,24,-0.0268184,1782506716.588505
24.999998,24.993135,0.06979416,0.58157855,35.0,24,-0.026763104,1782506716.588505
24.984,24.98143,0.20930454,0.29084083,64.0,22,-0.028599534,1782506716.68861
24.987999,24.986008,0.12211459,0.2908874,64.0,22,-0.028528774,1782506716.68861
24.988,24.986282,0.03488983,0.2908874,62.0,22,-0.02847348,1782506716.68861
24.992,24.990252,-0.052332137,0.29093397,62.0,22,-0.028418183,1782506716.68861
24.980001,24.975246,0.21794902,0.43596113,73.0,23,-0.027790809,1782506716.68861
24.992002,24.987875,0.12647495,0.43617055,70.0,23,-0.027735513,1782506716.68861
24.992002,24.988157,0.043616466,0.43617055,73.0,23,-0.027680216,1782506716.68861
24.980003,24.976152,-0.0479415,0.43596113,73.0,23,-0.02762492,1782506716.68861
24.996,24.988245,0.22243074,0.58148545,38.0,24,-0.027027186,1782506716.68861
25.000002,24.992916,0.12650162,0.58157855,37.0,24,-0.02697189,1782506716.68861
24.996,24.989204,0.039253004,0.58148545,37.0,24,-0.026916593,1782506716.68861
25.000002,24.993204,-0.03925924,0.58157855,35.0,24,-0.026861297,1782506716.68861
24.983997,24.982304,0.008724226,0.29084083,63.0,22,-0.028638618,1782506716.7889113
24.991999,24.990183,-0.07850016,0.29093397,62.0,22,-0.028583322,1782506716.7889113
24.984003,24.97878,0.26594928,0.43603092,80.0,23,-0.028024595,1782506716.7889113
24.984003,24.979527,0.18312006,0.43603092,77.0,23,-0.027969299,1782506716.7889113
24.984001,24.980011,0.095917515,0.43603092,80.0,23,-0.027914003,1782506716.7889113
24.988,24.984192,0.013087374,0.43610072,77.0,23,-0.027846104,1782506716.7889113
24.988,24.984085,-0.07413044,0.43610072,70.0,23,-0.027790809,1782506716.7889113
25.000002,24.993034,0.100329,0.58157855,36.0,24,-0.02713873,1782506716.7889113
24.991999,24.98515,-0.06541106,0.5813924,34.0,24,-0.02702814,1782506716.7889113
24.988,24.98543,0.20933805,0.2908874,64.0,22,-0.028957997,1782506716.8894029
24.984,24.982252,-0.052315384,0.29084083,64.0,22,-0.02879211,1782506716.8894029
24.992002,24.987282,0.21370472,0.43617055,80.0,23,-0.028170934,1782506716.8894029
24.980003,24.97616,0.043595526,0.43596113,73.0,23,-0.028060341,1782506716.8894029
24.988003,24.98415,-0.04795685,0.43610072,77.0,23,-0.028005045,1782506716.8894029
24.996,24.988283,0.2180695,0.58148545,38.0,24,-0.027404211,1782506716.8894029
25.008001,25.001188,-0.047998864,0.58176464,33.0,24,-0.027238322,1782506716.8894029
24.984,24.981394,0.21365242,0.29084083,62.0,22,-0.029180134,1782506716.9892907
24.984,24.981964,0.13080288,0.29084083,62.0,22,-0.02912484,1782506716.9892907
24.988,24.986269,0.0436229,0.2908874,64.0,22,-0.029069543,1782506716.9892907
24.992,24.990276,-0.039248034,0.29093397,61.0,22,-0.029014247,1782506716.9892907
24.976004,24.97121,0.222284,0.43589133,70.0,23,-0.0284007,1782506716.9892907
24.984,24.979805,0.13951309,0.43603092,73.0,23,-0.028345404,1782506716.9892907
24.984001,24.98014,0.052321713,0.43603092,73.0,23,-0.028290108,1782506716.9892907
24.984001,24.980165,-0.039241876,0.43603092,80.0,23,-0.028234811,1782506716.9892907
25.000002,24.992167,0.23119028,0.58157855,38.0,24,-0.027643276,1782506716.9892907
24.996,24.989216,-0.030530084,0.58148545,35.0,24,-0.02747739,1782506716.9892907
24.984,24.981197,0.23546307,0.29084083,64.0,22,-0.029401286,1782506717.0898058
24.992002,24.989841,0.15266316,0.29093397,63.0,22,-0.02934599,1782506717.0898058
24.988,24.986221,0.06541434,0.2908874,64.0,22,-0.029290693,1782506717.0898058
24.988,24.986298,-0.021810984,0.2908874,64.0,22,-0.029235397,1782506717.0898058
24.988003,24.983004,0.24419133,0.43610072,77.0,23,-0.028613506,1782506717.0898058
24.988003,24.983704,0.15698822,0.43610072,77.0,23,-0.02855821,1782506717.0898058
24.992002,24.988098,0.069782324,0.43617055,77.0,23,-0.028502231,1782506717.0898058
24.988003,24.98419,-0.017434785,0.43610072,77.0,23,-0.028446937,1782506717.0898058
25.004002,24.996714,0.16142398,0.5816716,38.0,24,-0.027799627,1782506717.0898058
25.004,24.99711,0.078531004,0.5816716,37.0,24,-0.027744332,1782506717.0898058
25.004,24.997232,-0.008725713,0.5816716,38.0,24,-0.027689036,1782506717.0898058
24.968,24.964798,0.27452487,0.29065457,63.0,22,-0.029621754,1782506717.1897318
24.988,24.985603,0.18752335,0.2908874,62.0,22,-0.029566457,1782506717.1897318
24.992002,24.990107,0.1003273,0.29093397,62.0,22,-0.029511161,1782506717.1897318
24.992,24.990297,0.021811124,0.29093397,62.0,22,-0.029455867,1782506717.1897318
24.988,24.986221,-0.0654054,0.2908874,63.0,22,-0.02940057,1782506717.1897318
24.996,24.991423,0.19629273,0.43624035,80.0,23,-0.028787024,1782506717.1897318
24.984003,24.97996,0.10899619,0.43603092,77.0,23,-0.028731728,1782506717.1897318
24.992004,24.988188,0.021811469,0.43617055,77.0,23,-0.028676432,1782506717.1897318
24.988,24.98411,-0.06540988,0.43610072,77.0,23,-0.028621135,1782506717.1897318
25.000002,24.99243,0.20065641,0.58157855,35.0,24,-0.028029839,1782506717.1897318
25.000002,24.993221,0.02617295,0.58157855,36.0,24,-0.027919246,1782506717.1897318
25.004002,24.99716,-0.061079714,0.5816716,37.0,24,-0.027863506,1782506717.1897318
24.987997,24.985985,0.12647508,0.2908874,64.0,22,-0.029736876,1782506717.289897
24.988,24.986277,0.039250314,0.2908874,64.0,22,-0.02968158,1782506717.289897
24.992002,24.987244,0.21805371,0.43617055,73.0,23,-0.029007731,1782506717.289897
24.992002,24.98814,0.052338466,0.43617055,73.0,23,-0.028897138,1782506717.289897
24.988,24.984165,-0.03924816,0.43610072,80.0,23,-0.028841844,1782506717.289897
25.004,24.996204,0.22686462,0.5816716,38.0,24,-0.028250784,1782506717.289897
25.004,24.997215,-0.030539857,0.5816716,34.0,24,-0.028084897,1782506717.289897
24.976002,24.971855,0.13076405,0.43589133,73.0,23,-0.029165989,1782506717.3905408
24.984003,24.980152,0.047962062,0.43603092,77.0,23,-0.029110694,1782506717.3905408
24.992002,24.988157,-0.04360353,0.43617055,73.0,23,-0.029055398,1782506717.3905408
25.000002,24.992245,0.22246633,0.58157855,38.0,24,-0.02845337,1782506717.3905408
25.003998,24.996843,0.13961016,0.5816716,37.0,24,-0.028398076,1782506717.3905408
25.004002,24.997189,0.04799124,0.5816716,35.0,24,-0.02834278,1782506717.3905408
25.000002,24.993212,-0.03489713,0.58157855,36.0,24,-0.028287483,1782506717.3905408
24.980001,24.977468,0.20489985,0.29079428,64.0,22,-0.030208042,1782506717.4905896
24.988,24.98603,0.11774201,0.2908874,64.0,22,-0.030152746,1782506717.4905896
24.984,24.982288,0.030536186,0.29084083,64.0,22,-0.030097451,1782506717.4905896
24.992,24.990242,-0.056693505,0.29093397,62.0,22,-0.030042155,1782506717.4905896
24.980003,24.975323,0.20924345,0.43596113,70.0,23,-0.029432662,1782506717.4905896
24.984,24.979897,0.122086816,0.43603092,77.0,23,-0.029377365,1782506717.4905896
24.980003,24.976175,0.034877714,0.43596113,73.0,23,-0.02932207,1782506717.4905896
24.980003,24.976145,-0.05231227,0.43596113,73.0,23,-0.029266773,1782506717.4905896
24.996,24.988916,0.12648138,0.58148545,35.0,24,-0.028619464,1782506717.4905896
25.0,24.993196,0.043621447,0.58157855,37.0,24,-0.028564168,1782506717.4905896
25.000004,24.99319,-0.047983512,0.58157855,35.0,24,-0.028519873,1782506717.4905896
24.992002,24.989468,0.20499827,0.29093397,61.0,22,-0.03047405,1782506717.5905323
24.984001,24.98203,0.11772316,0.29084083,63.0,22,-0.030418754,1782506717.5905323
24.976004,24.97136,0.20483996,0.43589133,73.0,23,-0.029699383,1782506717.5905323
24.992002,24.988173,0.03489447,0.43617055,73.0,23,-0.02958879,1782506717.5905323
24.988003,24.984142,-0.05232902,0.43610072,73.0,23,-0.029533496,1782506717.5905323
25.000002,24.992937,0.12213946,0.58157855,35.0,24,-0.02887498,1782506717.5905323
24.996,24.989197,0.043614466,0.58148545,37.0,24,-0.028819686,1782506717.5905323
24.984,24.981985,0.12645483,0.29084083,64.0,22,-0.030640619,1782506717.6907208
24.992,24.990276,0.0392566,0.29093397,64.0,22,-0.030585323,1782506717.6907208
24.984001,24.979282,0.21363631,0.43603092,73.0,23,-0.029917672,1782506717.6907208
24.980005,24.976154,0.047954388,0.43596113,73.0,23,-0.029806161,1782506717.6907208
24.988,24.98025,0.22235955,0.58129936,38.0,24,-0.029149791,1782506717.6907208
25.008,25.000889,0.13090557,0.58176464,37.0,24,-0.029094497,1782506717.6907208
24.996,24.98918,0.052337293,0.58148545,34.0,24,-0.0290392,1782506717.6907208
25.004002,24.997204,-0.039265525,0.5816716,34.0,24,-0.028983904,1782506717.6907208
24.987999,24.985867,0.14827824,0.2908874,62.0,22,-0.030865379,1782506717.7908132
24.991999,24.99023,0.06106344,0.29093397,63.0,22,-0.030810084,1782506717.7908132
24.988003,24.983088,0.2354711,0.43610072,77.0,23,-0.030142434,1782506717.7908132
24.980003,24.975733,0.15256725,0.43596113,73.0,23,-0.030087138,1782506717.7908132
24.992002,24.98811,0.06542142,0.43617055,77.0,23,-0.030031841,1782506717.7908132
25.000002,24.99204,0.24427609,0.58157855,38.0,24,-0.029375235,1782506717.7908132
25.004,24.99674,0.15706126,0.5816716,35.0,24,-0.029319938,1782506717.7908132
25.0,24.993124,0.07415628,0.58157855,34.0,24,-0.029264642,1782506717.7908132
25.004002,24.997229,-0.01745138,0.5816716,34.0,24,-0.02920771,1782506717.7908132
24.98,24.976845,0.2702858,0.29079428,64.0,22,-0.031105382,1782506717.8910058
24.987999,24.985666,0.17880219,0.2908874,64.0,22,-0.031050086,1782506717.8910058
24.991999,24.990196,-0.0741509,0.29093397,62.0,22,-0.030884197,1782506717.8910058
24.980003,24.975496,0.18744951,0.43596113,77.0,23,-0.03026183,1782506717.8910058
24.996002,24.991993,0.10032528,0.43624035,80.0,23,-0.030206533,1782506717.8910058
24.992,24.988085,-0.0741423,0.43617055,70.0,23,-0.030095942,1782506717.8910058
25.0,24.992464,0.1962944,0.58157855,35.0,24,-0.029493676,1782506717.8910058
24.992,24.989277,0.22680438,0.29093397,64.0,22,-0.031276245,1782506717.9911427
24.992,24.98994,0.13521805,0.29093397,64.0,22,-0.031220946,1782506717.9911427
24.992,24.990252,0.052340887,0.29093397,64.0,22,-0.031179989,1782506717.9911427
24.984,24.982277,-0.03923547,0.29084083,64.0,22,-0.031124694,1782506717.9911427
24.996002,24.991125,0.231185,0.43624035,73.0,23,-0.03052116,1782506717.9911427
24.976004,24.972136,0.056663077,0.43589133,70.0,23,-0.03041057,1782506717.9911427
24.988,24.984177,-0.030515645,0.43610072,73.0,23,-0.030355273,1782506717.9911427
25.0,24.992125,0.2355522,0.58157855,38.0,24,-0.029744187,1782506717.9911427
25.000002,24.99277,0.15267411,0.58157855,37.0,24,-0.029688891,1782506717.9911427
25.004002,24.99716,0.061079714,0.5816716,37.0,24,-0.029633595,1782506717.9911427
25.004002,24.997221,-0.026177,0.5816716,35.0,24,-0.029578298,1782506717.9911427
24.984,24.981535,0.19620118,0.29084083,63.0,22,-0.03144666,1782506718.0912392
24.988,24.986069,0.10903258,0.2908874,63.0,22,-0.031391364,1782506718.0912392
24.987997,24.986292,0.02616849,0.2908874,61.0,22,-0.03133607,1782506718.0912392
24.991999,24.99023,-0.06106679,0.29093397,62.0,22,-0.031280775,1782506718.0912392
24.984001,24.979391,0.200558,0.43603092,70.0,23,-0.030652922,1782506718.0912392
24.976004,24.972181,0.030513922,0.43589133,77.0,23,-0.030542329,1782506718.0912392
24.980003,24.976133,-0.056659266,0.43596113,77.0,23,-0.030479198,1782506718.0912392
24.996,24.988396,0.20498557,0.58148545,36.0,24,-0.029877855,1782506718.0912392
24.996,24.988958,0.11775855,0.58148545,38.0,24,-0.029811624,1782506718.0912392
24.984,24.981667,0.17877357,0.29084083,62.0,22,-0.031617317,1782506718.1915123
24.983997,24.982168,0.08285548,0.29084083,63.0,22,-0.031562023,1782506718.1915123
24.992,24.98801,0.095948234,0.43617055,77.0,23,-0.030788548,1782506718.1915123
24.992002,24.988195,0.00872847,0.43617055,77.0,23,-0.030733252,1782506718.1915123
24.999998,24.99177,0.27044755,0.58157855,38.0,24,-0.030132418,1782506718.1915123
24.996,24.989035,0.10031294,0.58148545,37.0,24,-0.030021826,1782506718.1915123
24.991999,24.985125,-0.07413259,0.5813924,35.0,24,-0.029911233,1782506718.1915123
24.96,24.957073,0.24830368,0.29056144,63.0,22,-0.03183159,1782506718.2916787
24.984,24.982197,0.07412381,0.29084083,62.0,22,-0.031720996,1782506718.2916787
24.987999,24.986305,-0.008716873,0.2908874,62.0,22,-0.031665698,1782506718.2916787
24.984001,24.978827,0.26158983,0.43603092,77.0,23,-0.031062167,1782506718.2916787
24.980003,24.97559,0.17437322,0.43596113,73.0,23,-0.03100687,1782506718.2916787
24.980003,24.976046,0.0871844,0.43596113,73.0,23,-0.030951574,1782506718.2916787
24.980001,24.976196,-0.004352393,0.43596113,73.0,23,-0.030896278,1782506718.2916787
24.996,24.987818,0.2660431,0.58148545,38.0,24,-0.030304266,1782506718.2916787
24.995998,24.988655,0.17009501,0.58148545,37.0,24,-0.03024897,1782506718.2916787
25.004002,24.997066,0.09161948,0.5816716,36.0,24,-0.030193673,1782506718.2916787
24.996,24.989235,-0.0,0.58148545,36.0,24,-0.030138379,1782506718.2916787
24.964,24.961073,0.24834347,0.29060802,63.0,22,-0.032001734,1782506718.3924012
24.984,24.981785,0.16133405,0.29084083,62.0,22,-0.03194644,1782506718.3924012
24.987999,24.986197,0.074135676,0.2908874,62.0,22,-0.03189114,1782506718.3924012
24.984,24.982306,-0.008715478,0.29084083,63.0,22,-0.031826343,1782506718.3924012
24.988,24.982916,0.25291166,0.43610072,77.0,23,-0.031213477,1782506718.3924012
24.980001,24.975618,0.17001441,0.43596113,77.0,23,-0.03117085,1782506718.3924012
24.988,24.984194,-0.004353787,0.43610072,80.0,23,-0.03106026,1782506718.3924012
24.991997,24.983818,0.2660005,0.5813924,38.0,24,-0.030468484,1782506718.3924012
25.0,24.992655,0.17012224,0.58157855,37.0,24,-0.03041319,1782506718.3924012
24.996,24.989067,0.09159016,0.58148545,35.0,24,-0.030357894,1782506718.3924012
24.995998,24.989233,0.0043614605,0.58148545,36.0,24,-0.030302597,1782506718.3924012
24.988,24.985357,0.21804692,0.2908874,64.0,22,-0.032177635,1782506718.4920793
24.992,24.990282,-0.03489858,0.29093397,65.0,22,-0.032011747,1782506718.4920793
24.988,24.983782,0.14390755,0.43610072,73.0,23,-0.03133003,1782506718.4920793
