cloud_index,point_count
0,13
1,15
2,12
3,15
4,13
5,12
6,14
7,12
8,11
9,9
10,9
11,14
12,12
13,15
14,9
15,15
16,12
17,7
18,11
19,11
20,8
21,11
22,15
23,9
24,10
25,10
26,9
27,6
28,10
29,8
30,8
31,9
32,6
33,11
34,9
35,9
36,4
37,7
38,13
39,2
40,8
41,10
42,9
43,5
44,7
45,12
46,8
47,8
48,8
49,10
50,2
51,7
52,2
53,9
54,5
55,9
56,9
57,11
58,6
59,4
60,7
61,4
62,8
63,2
64,9
65,1
66,5
67,6
68,5
69,4
70,4
71,4
72,6
73,5
74,11
75,5
76,6
77,4
78,4
79,3
80,4
81,9
82,6
83,4
84,8
85,2
86,4
87,7
88,5
89,1
90,4
91,5
92,5
93,3
94,3
95,6
97,3
98,8
99,2
100,3
101,3
102,2
104,6
105,2
106,4
107,2
108,3
109,5
110,9
111,2
112,4
113,2
114,6
115,6
116,4
117,4
118,1
119,7
120,1
121,4
122,5
123,4
124,3
125,2
126,4
127,2
128,2
129,4
130,6
131,2
132,6
133,3
135,2
136,4
137,2
138,3
139,3
140,2
141,2
142,1
143,1
144,4
146,2
147,4
148,1
149,1
150,7
151,3
152,2
153,4
154,2
155,3
156,4
157,3
158,3
159,3
160,4
161,1
163,1
164,3
165,1
166,2
167,2
168,2
169,4
170,3
171,1
172,2
174,1
175,3
176,2
177,4
178,1
182,3
183,2
184,2
185,2
186,2
187,1
188,2
189,1
190,4
191,2
192,1
193,2
194,4
195,3
196,3
198,1
206,1
208,2
209,1
212,2
215,3
216,1
219,1
220,1
221,3
222,1
223,2
225,1
227,6
229,1
230,2
232,1
234,2
236,1
237,2
238,3
239,2
240,3
242,1
243,2
244,2
246,4
247,2
249,1
250,1
251,1
253,2
254,1
256,2
257,2
258,1
259,1
261,1
262,1
263,2
264,1
265,1
267,3
268,1
269,1
271,1
273,2
274,1
276,2
279,1
280,1
281,3
284,3
285,1
288,1
289,1
291,1
292,1
294,2
296,2
