range,x,y,z,intensity,ring,time,timestamp
25.004,24.96477,1.4001138,0.0,72.0,20,-0.099355906,1782505828.274231
25.016003,24.981718,1.3092376,0.0,85.0,20,-0.099300615,1782505828.274231
24.996002,24.965733,1.2297697,0.0,85.0,20,-0.09924532,1782505828.274231
24.996,24.969872,1.1426089,0.0,94.0,20,-0.09919002,1782505828.274231
25.008001,24.968098,1.4046763,0.14534435,41.0,21,-0.09859269,1782505828.274231
25.004002,24.968855,1.3173021,0.1453211,37.0,21,-0.09853739,1782505828.274231
24.996,24.965094,1.2341,0.1452746,37.0,21,-0.098482095,1782505828.274231
24.992,24.965254,1.1467644,0.14525135,35.0,21,-0.0984268,1782505828.274231
24.984,24.942865,1.40326,0.29084083,68.0,22,-0.00092431495,1782505828.274231
25.000002,24.96336,1.3213891,0.2910271,60.0,22,-0.00086901896,1782505828.274231
25.000002,24.968035,1.2298907,0.2910271,59.0,22,-0.000813723,1782505828.274231
25.000004,24.971977,1.1470801,0.2910271,60.0,22,-0.000758427,1782505828.274231
25.004002,24.959986,1.4173232,0.43637997,73.0,23,-0.000145834,1782505828.274231
24.996,24.95679,1.3297793,0.43624035,73.0,23,-9.0538e-05,1782505828.274231
25.000004,24.965712,1.234134,0.43631017,73.0,23,-3.5242003e-05,1782505828.274231
24.992,24.961472,1.1553309,0.43617055,73.0,23,2.0736e-05,1782505828.274231
25.008001,24.967781,1.4177798,0.0,67.0,20,0.000612864,1782505828.274231
25.02,24.98456,1.3312492,0.0,85.0,20,-0.099429294,1782505828.3733547
24.996002,24.965084,1.2428408,0.0,85.0,20,-0.099373996,1782505828.3733547
25.024002,24.997038,1.1613511,0.0,100.0,20,-0.0993187,1782505828.3733547
25.000002,24.963934,1.3345197,0.14529786,34.0,21,-0.098770976,1782505828.3733547
25.004002,24.972435,1.247571,0.1453211,36.0,21,-0.09871568,1782505828.3733547
24.996,24.968645,1.1600218,0.1452746,35.0,21,-0.09866038,1782505828.3733547
25.004002,24.965956,1.3477442,0.29107368,61.0,22,-0.001091395,1782505828.3733547
25.0,24.966291,1.2647375,0.2910271,61.0,22,-0.0010360989,1782505828.3733547
24.995998,24.966763,1.1730407,0.29098052,64.0,22,-0.000980803,1782505828.3733547
25.000004,24.959381,1.3561289,0.43631017,73.0,23,-0.000312199,1782505828.3733547
24.995998,24.959965,1.2687862,0.43624035,77.0,23,-0.000256903,1782505828.3733547
24.992002,24.960455,1.1771123,0.43617055,77.0,23,-0.000201607,1782505828.3733547
25.012001,24.975163,1.3569885,0.0,72.0,20,0.000446976,1782505828.3733547
25.019999,24.987514,1.2745612,0.0,85.0,20,0.000502272,1782505828.3733547
25.000002,24.971836,1.1863868,0.0,85.0,20,0.000557568,1782505828.3733547
25.008,24.970272,1.3654549,0.14534435,36.0,21,-0.09888102,1782505828.4725673
24.996,24.962902,1.2776704,0.1452746,37.0,21,-0.09882572,1782505828.4725673
25.000002,24.971207,1.1907165,0.14529786,37.0,21,-0.09885868,1782505828.4725673
25.000002,24.97521,1.1035434,0.14529786,36.0,21,-0.09880338,1782505828.4725673
25.000002,24.959572,1.3910908,0.2910271,62.0,22,-0.001329745,1782505828.4725673
25.0,24.964275,1.3039503,0.2910271,61.0,22,-0.001274449,1782505828.4725673
25.000002,24.96825,1.2255213,0.2910271,62.0,22,-0.0012191529,1782505828.4725673
24.996,24.968378,1.1381695,0.29098052,61.0,22,-0.001163857,1782505828.4725673
25.004002,24.961212,1.3955543,0.43637997,77.0,23,-0.00055507896,1782505828.4725673
24.996,24.957485,1.3167126,0.43624035,73.0,23,-0.00049978297,1782505828.4725673
25.000002,24.966139,1.22542,0.43631017,77.0,23,-0.00044448697,1782505828.4725673
24.996,24.966068,1.1424444,0.43624035,77.0,23,-0.00038919097,1782505828.4725673
25.008001,24.96852,1.4047073,0.0,72.0,20,0.000225792,1782505828.4725673
25.012001,24.977264,1.3177465,0.0,85.0,20,0.000281088,1782505828.4725673
24.996002,24.965517,1.2341266,0.0,81.0,20,0.000336384,1782505828.4725673
25.008003,24.981861,1.1431574,0.0,100.0,20,0.00039168,1782505828.4725673
25.004002,24.963858,1.4088086,0.1453211,34.0,21,-0.09913129,1782505828.572177
25.0,24.964628,1.3214486,0.14529786,36.0,21,-0.099075995,1782505828.572177
25.004004,24.972654,1.2432122,0.1453211,34.0,21,-0.0990207,1782505828.572177
25.0,24.972843,1.155849,0.14529786,36.0,21,-0.09896541,1782505828.572177
25.0,24.961014,1.3649539,0.2910271,62.0,22,-0.001489639,1782505828.572177
25.000002,24.965628,1.277809,0.2910271,61.0,22,-0.0014343432,1782505828.572177
25.000002,24.969728,1.1950178,0.2910271,62.0,22,-0.001379047,1782505828.572177
25.000002,24.973747,1.1078551,0.2910271,61.0,22,-0.001317347,1782505828.572177
25.000004,24.958189,1.3778963,0.43631017,73.0,23,-0.000704483,1782505828.572177
24.995998,24.959297,1.2818543,0.43624035,70.0,23,-0.000646597,1782505828.572177
24.984003,24.951637,1.1941541,0.43603092,73.0,23,-0.000591301,1782505828.572177
24.988003,24.95965,1.1072199,0.43610072,73.0,23,-0.000536005,1782505828.572177
25.004002,24.966223,1.3739717,0.0,72.0,20,5.9904e-05,1782505828.572177
25.012003,24.978632,1.2915912,0.0,85.0,20,0.0001152,1782505828.572177
25.000002,24.97121,1.1994611,0.0,90.0,20,0.000170496,1782505828.572177
25.004002,24.979242,1.1124594,0.0,27.0,20,0.000225792,1782505828.572177
25.000002,24.961567,1.378088,0.14529786,37.0,21,-0.09928407,1782505828.6728942
25.000002,24.966,1.2953049,0.14529786,35.0,21,-0.09922877,1782505828.6728942
25.004002,24.974365,1.2083428,0.1453211,35.0,21,-0.09917348,1782505828.6728942
25.004002,24.97843,1.1211585,0.1453211,37.0,21,-0.09911818,1782505828.6728942
24.996,24.954107,1.4169993,0.29098052,68.0,22,-0.0016886499,1782505828.6728942
25.000004,24.962898,1.3300909,0.2910271,60.0,22,-0.001633354,1782505828.6728942
25.000004,24.967388,1.242963,0.2910271,61.0,22,-0.0015780579,1782505828.6728942
25.000002,24.971575,1.1557963,0.2910271,60.0,22,-0.0015227619,1782505828.6728942
24.996002,24.95656,1.3341349,0.43624035,77.0,23,-0.00086393405,1782505828.6728942
24.996,24.961063,1.2470055,0.43624035,80.0,23,-0.00080863805,1782505828.6728942
25.000004,24.969263,1.1600465,0.43631017,77.0,23,-0.00075334206,1782505828.6728942
25.004002,24.968117,1.339125,0.0,72.0,20,-0.000115488016,1782505828.6728942
25.004002,24.97264,1.251955,0.0,85.0,20,-6.019202e-05,1782505828.6728942
25.008003,24.980854,1.1649684,0.0,94.0,20,4.608e-06,1782505828.6728942
25.000002,24.963469,1.3432337,0.14529786,37.0,21,-0.0994614,1782505828.7730806
24.996,24.964006,1.255886,0.1452746,37.0,21,-0.0994061,1782505828.7730806
25.000002,24.972237,1.1689245,0.14529786,36.0,21,-0.09935081,1782505828.7730806
25.000002,24.960777,1.369298,0.2910271,62.0,22,-0.0018745661,1782505828.7730806
25.004002,24.969398,1.2823828,0.29107368,62.0,22,-0.00181927,1782505828.7730806
25.000002,24.969309,1.2037451,0.2910271,62.0,22,-0.0017639741,1782505828.7730806
24.995998,24.969555,1.1120237,0.29098052,62.0,22,-0.001708678,1782505828.7730806
24.988003,24.946209,1.3772348,0.43610072,73.0,23,-0.001089409,1782505828.7730806
24.995998,24.958847,1.290578,0.43624035,73.0,23,-0.001034113,1782505828.7730806
24.996,24.962992,1.2077976,0.43624035,73.0,23,-0.000978817,1782505828.7730806
24.992002,24.963257,1.1161225,0.43617055,73.0,23,-0.000923521,1782505828.7730806
25.012,24.973486,1.3874866,0.0,76.0,20,-0.00033166498,1782505828.7730806
25.019999,24.986393,1.296365,0.0,85.0,20,-0.00027636898,1782505828.7730806
25.008001,24.97878,1.2085518,0.0,90.0,20,-0.00022107299,1782505828.7730806
25.004002,24.978655,1.1255493,0.0,100.0,20,-0.00016577699,1782505828.7730806
25.008,24.96907,1.3872449,0.14534435,37.0,21,0.000451584,1782505828.7730806
25.000002,24.965319,1.3083769,0.14529786,35.0,21,0.00050688,1782505828.7730806
24.992,24.961742,1.2208328,0.14525135,37.0,21,0.000562176,1782505828.7730806
24.992,24.96605,1.1293352,0.14525135,37.0,21,0.000617472,1782505828.7730806
25.004002,24.965485,1.3564464,0.29107368,61.0,22,-0.002019917,1782505828.8733158
25.000002,24.966515,1.2603803,0.2910271,60.0,22,-0.001974906,1782505828.8733158
25.000002,24.97035,1.1819441,0.2910271,62.0,22,-0.00191961,1782505828.8733158
24.996,24.955385,1.3559119,0.43624035,77.0,23,-0.001260543,1782505828.8733158
24.992002,24.955973,1.2685833,0.43617055,77.0,23,-0.001205247,1782505828.8733158
24.996,24.964037,1.1860023,0.43624035,77.0,23,-0.001149951,1782505828.8733158
25.008003,24.970934,1.3611177,0.0,72.0,20,-0.000502083,1782505828.8733158
25.015999,24.98352,1.2743573,0.0,85.0,20,-0.000446787,1782505828.8733158
25.004002,24.979628,1.1037405,0.0,100.0,20,-0.000336195,1782505828.8733158
25.004002,24.966278,1.3652365,0.1453211,35.0,21,0.000285696,1782505828.8733158
25.000002,24.966898,1.277875,0.14529786,36.0,21,0.000340992,1782505828.8733158
25.004,24.9752,1.190907,0.1453211,37.0,21,0.000396288,1782505828.8733158
24.996,24.97102,1.1077251,0.1452746,37.0,21,0.000451584,1782505828.8733158
24.988,24.94686,1.4034846,0.2908874,63.0,22,-0.00226065,1782505828.9733977
25.000002,24.963589,1.3170208,0.2910271,61.0,22,-0.0022053542,1782505828.9733977
25.004002,24.972029,1.2300874,0.29107368,59.0,22,-0.002150058,1782505828.9733977
25.000002,24.972176,1.1427218,0.2910271,62.0,22,-0.0020947622,1782505828.9733977
25.000002,24.956486,1.4083974,0.43631017,77.0,23,-0.0014821701,1782505828.9733977
24.996002,24.957254,1.3210683,0.43624035,80.0,23,-0.0014268741,1782505828.9733977
24.996002,24.961716,1.2339364,0.43624035,73.0,23,-0.0013715781,1782505828.9733977
24.992,24.961874,1.1466062,0.43617055,73.0,23,-0.001316077,1782505828.9733977
25.004002,24.963787,1.4175531,0.0,67.0,20,-0.000723949,1782505828.9733977
25.012003,24.976572,1.3308237,0.0,76.0,20,-0.000660341,1782505828.9733977
25.024004,24.993052,1.244233,0.0,90.0,20,-0.000605045,1782505828.9733977
24.995998,24.969269,1.155682,0.0,94.0,20,-0.000549749,1782505828.9733977
25.004002,24.966425,1.3390298,0.29107368,60.0,22,-0.00242344,1782505829.073184
24.996,24.962957,1.2514653,0.29098052,60.0,22,-0.002368144,1782505829.073184
24.996,24.966969,1.1686833,0.29098052,61.0,22,-0.002312848,1782505829.073184
24.992002,24.952099,1.3426311,0.43617055,73.0,23,-0.0016449591,1782505829.073184
24.996,24.960627,1.255718,0.43624035,77.0,23,-0.0015896631,1782505829.073184
25.004002,24.967411,1.3521973,0.0,76.0,20,-0.000898182,1782505829.073184
25.024004,24.991957,1.2660416,0.0,90.0,20,-0.000842886,1782505829.073184
25.000002,24.972454,1.1733123,0.0,90.0,20,-0.00078759,1782505829.073184
25.004002,24.966991,1.3521638,0.1453211,38.0,21,-0.00011636398,1782505829.073184
24.996002,24.96357,1.2645997,0.1452746,37.0,21,-6.1067985e-05,1782505829.073184
24.996,24.967829,1.177453,0.1452746,36.0,21,9.216e-06,1782505829.073184
25.0,24.969934,1.1906481,0.2910271,62.0,22,-0.0025457141,1782505829.1733177
25.000002,24.97394,1.1034968,0.2910271,61.0,22,-0.002490418,1782505829.1733177
25.000002,24.958427,1.3735524,0.43631017,73.0,23,-0.0018823551,1782505829.1733177
24.992002,24.955305,1.2816492,0.43617055,73.0,23,-0.0018270591,1782505829.1733177
24.992004,24.95963,1.1945366,0.43617055,73.0,23,-0.0017717631,1782505829.1733177
24.992002,24.963646,1.1073972,0.43617055,73.0,23,-0.0017164671,1782505829.1733177
25.008001,24.970217,1.3741915,0.0,72.0,20,-0.0011079209,1782505829.1733177
25.020002,24.98707,1.2832828,0.0,90.0,20,-0.001052625,1782505829.1733177
25.008001,24.983238,1.1126373,0.0,100.0,20,-0.00094203296,1782505829.1733177
25.004002,24.96556,1.3783085,0.1453211,35.0,21,-0.00031918898,1782505829.1733177
25.000004,24.966227,1.2909476,0.14529786,37.0,21,-0.000263893,1782505829.1733177
25.000002,24.97058,1.2037911,0.14529786,37.0,21,-0.00020859699,1782505829.1733177
24.996,24.97063,1.1164415,0.1452746,34.0,21,-0.00015330099,1782505829.1733177
24.98,24.938871,1.4030353,0.29079428,68.0,22,-0.002861483,1782505829.2740772
25.004004,24.96478,1.330205,0.43637997,80.0,23,-0.002027707,1782505829.2740772
25.000004,24.965279,1.2428482,0.43631017,77.0,23,-0.0019736362,1782505829.2740772
24.996,24.965466,1.1555157,0.43624035,77.0,23,-0.0019183401,1782505829.2740772
25.024004,24.988323,1.3358232,0.0,85.0,20,-0.001266896,1782505829.2740772
24.996,24.964867,1.2471976,0.0,81.0,20,-0.0012116,1782505829.2740772
24.996,24.969067,1.1600516,0.0,99.0,20,-0.001156304,1782505829.2740772
24.996,24.959705,1.3386624,0.1452746,37.0,21,-0.000483885,1782505829.2740772
25.000002,24.968224,1.251729,0.14529786,37.0,21,-0.000428589,1782505829.2740772
25.000002,24.97244,1.164566,0.14529786,37.0,21,-0.000373293,1782505829.2740772
25.004002,24.964771,1.3695171,0.29107368,60.0,22,-0.003015449,1782505829.3739085
24.991999,24.957413,1.2817674,0.29093397,62.0,22,-0.0029601532,1782505829.3739085
24.996,24.965523,1.1991837,0.29098052,62.0,22,-0.002904857,1782505829.3739085
24.995998,24.96936,1.1163931,0.29098052,62.0,22,-0.0028495612,1782505829.3739085
25.004005,24.962183,1.3781167,0.43637997,77.0,23,-0.0022345851,1782505829.3739085
24.992002,24.954632,1.2947148,0.43617055,73.0,23,-0.0021792892,1782505829.3739085
24.996,24.963202,1.203441,0.43624035,73.0,23,-0.0021239931,1782505829.3739085
24.992002,24.963062,1.1204672,0.43617055,70.0,23,-0.002068697,1782505829.3739085
25.012001,24.973728,1.3831401,0.0,76.0,20,-0.001485423,1782505829.3739085
25.004002,24.974575,1.2127291,0.0,85.0,20,-0.001374831,1782505829.3739085
25.008001,24.98265,1.1257294,0.0,100.0,20,-0.001321714,1782505829.3739085
25.008001,24.968586,1.3959607,0.14534435,35.0,21,-0.00070885,1782505829.3739085
24.996,24.961323,1.3081675,0.1452746,34.0,21,-0.00065454096,1782505829.3739085
24.996,24.965736,1.2210282,0.1452746,37.0,21,-0.00059924496,1782505829.3739085
25.0,24.973843,1.1340556,0.14529786,36.0,21,-0.00054394896,1782505829.3739085
25.000002,24.965849,1.2734518,0.2910271,62.0,22,-0.003147738,1782505829.474109
24.991999,24.962357,1.1815659,0.29093397,61.0,22,-0.0030924422,1782505829.474109
24.996002,24.955149,1.360267,0.43624035,73.0,23,-0.0024233619,1782505829.474109
24.996,24.95952,1.2775102,0.43624035,77.0,23,-0.002368066,1782505829.474109
24.992,24.963837,1.1030524,0.43617055,77.0,23,-0.002257474,1782505829.474109
25.008003,24.970695,1.3654876,0.0,72.0,20,-0.001654411,1782505829.474109
25.024004,24.991066,1.283488,0.0,90.0,20,-0.0015991149,1782505829.474109
25.004004,24.979437,1.1080999,0.0,27.0,20,-0.0014885229,1782505829.474109
25.004002,24.966042,1.3695939,0.1453211,35.0,21,-0.00086544,1782505829.474109
25.000002,24.966675,1.2822325,0.14529786,35.0,21,-0.000810144,1782505829.474109
24.991999,24.962587,1.2034059,0.14525135,35.0,21,-0.000754848,1782505829.474109
24.996002,24.970827,1.1120833,0.1452746,36.0,21,-0.000699552,1782505829.474109
25.000002,24.961727,1.3518851,0.2910271,59.0,22,-0.003359352,1782505829.5740962
25.004002,24.970509,1.260582,0.29107368,61.0,22,-0.003286208,1782505829.5740962
25.000002,24.970556,1.1775745,0.2910271,60.0,22,-0.003230912,1782505829.5740962
25.000002,24.959618,1.351761,0.43631017,73.0,23,-0.002565169,1782505829.5740962
24.996,24.960186,1.2644421,0.43624035,73.0,23,-0.0025098731,1782505829.5740962
24.992002,24.96025,1.1814685,0.43617055,77.0,23,-0.002454577,1782505829.5740962
25.004002,24.96694,1.3609,0.0,76.0,20,-0.0018238749,1782505829.5740962
25.02,24.987738,1.2702001,0.0,90.0,20,-0.001768579,1782505829.5740962
25.008001,24.980034,1.182395,0.0,94.0,20,-0.0017132829,1782505829.5740962
25.0,24.962284,1.3650181,0.14529786,37.0,21,-0.001038242,1782505829.5740962
24.987999,24.96322,1.1030136,0.1452281,35.0,21,-0.000872354,1782505829.5740962
24.979998,24.939116,1.3986827,0.29079428,63.0,22,-0.003589358,1782505829.674753
25.004002,24.967813,1.3128861,0.29107368,60.0,22,-0.003534062,1782505829.674753
25.004005,24.965475,1.3171341,0.43637997,73.0,23,-0.0027460442,1782505829.674753
25.000002,24.96908,1.2430397,0.0,85.0,20,-0.0019318451,1782505829.674753
25.008,24.981256,1.1562368,0.0,100.0,20,-0.0018765491,1782505829.674753
