cloud_index,point_count
0,15
1,13
2,12
3,12
4,13
5,14
6,14
7,15
8,12
9,12
10,13
11,8
12,12
13,9
14,11
15,7
16,12
17,13
18,10
19,12
20,12
21,11
22,13
23,11
24,8
25,10
26,9
27,9
28,10
29,11
30,10
31,9
32,7
33,10
34,9
35,10
36,10
37,7
38,8
39,5
40,8
41,10
42,6
43,9
44,5
45,2
46,7
47,7
48,4
49,10
50,6
51,8
52,6
53,4
54,6
55,6
56,5
57,9
58,5
59,3
60,3
61,5
62,7
63,7
64,7
65,6
66,5
67,3
68,5
69,2
70,6
71,5
72,3
73,4
74,8
75,6
76,6
77,6
78,2
79,2
80,2
81,8
82,4
83,7
84,3
85,7
86,5
87,5
88,2
89,3
90,1
91,4
93,2
94,4
95,3
96,2
97,5
98,3
99,5
100,4
101,5
102,3
103,3
104,4
105,1
106,1
107,2
108,4
109,4
110,4
111,5
112,7
113,1
114,1
115,4
116,3
117,3
118,3
119,1
120,4
121,1
122,3
123,2
124,5
125,4
127,3
128,3
129,3
131,1
132,3
133,3
134,4
135,5
136,1
138,3
139,4
141,1
142,1
143,1
144,5
145,6
146,3
147,3
148,2
149,4
150,4
151,4
152,1
153,1
154,3
155,1
156,1
157,2
158,3
159,3
160,2
162,2
163,1
164,1
165,2
166,1
167,2
169,1
170,3
171,1
172,1
175,3
176,2
177,2
179,1
180,1
181,4
182,2
183,1
185,1
186,2
188,2
189,4
190,2
191,2
192,1
193,1
194,1
195,2
196,1
197,1
198,1
199,2
200,2
201,2
202,1
204,1
205,1
208,2
210,3
211,2
212,2
213,1
214,1
216,3
218,4
219,2
223,2
224,2
225,1
226,1
227,1
229,2
230,2
231,1
234,2
236,2
237,1
238,1
239,2
240,1
241,1
242,1
243,3
244,1
245,2
246,1
248,2
250,3
252,1
254,1
260,1
261,2
264,2
266,1
268,2
269,1
270,1
271,1
272,1
273,2
276,2
277,1
278,2
279,3
280,3
281,2
283,2
284,1
286,1
287,2
288,3
289,1
291,1
292,2
