range,x,y,z,intensity,ring,time,timestamp
24.992,24.9865,0.43614298,0.29093397,62.0,22,-0.022577608,1782504364.215691
24.988,24.98381,0.35323068,0.2908874,62.0,22,-0.022522314,1782504364.215691
24.984001,24.980892,0.26596949,0.29084083,64.0,22,-0.022467017,1782504364.215691
24.983997,24.981634,0.18312162,0.29084083,62.0,22,-0.02241172,1782504364.215691
24.996,24.988232,0.4449,0.43624035,73.0,23,-0.021795314,1782504364.215691
24.992002,24.985699,0.3532595,0.43617055,73.0,23,-0.021740017,1782504364.215691
24.988003,24.982733,0.2703638,0.43610072,73.0,23,-0.021684721,1782504364.215691
24.988003,24.983526,0.18314938,0.43610072,77.0,23,-0.021629425,1782504364.215691
24.996,24.99196,0.44932616,0.0,49.0,20,-0.021026602,1782504364.215691
24.996,24.993378,0.36208522,0.0,49.0,20,-0.020971306,1782504364.215691
24.992,24.99049,0.2747959,0.0,49.0,20,-0.02091601,1782504364.215691
24.984001,24.983297,0.18750106,0.0,45.0,20,-0.020860713,1782504364.215691
24.996,24.99138,0.45804223,0.1452746,35.0,21,-0.020237392,1782504364.215691
24.988,24.984829,0.37068468,0.1452281,37.0,21,-0.020182095,1782504364.215691
24.988,24.985922,0.28782988,0.1452281,35.0,21,-0.020126801,1782504364.215691
24.996,24.994772,0.20067532,0.1452746,35.0,21,-0.020071505,1782504364.215691
24.988,24.983294,0.3881002,0.2908874,62.0,22,-0.022737265,1782504364.3145864
24.987999,24.984495,0.3009071,0.2908874,61.0,22,-0.022681968,1782504364.3145864
24.984,24.981318,0.2223839,0.29084083,63.0,22,-0.022626672,1782504364.3145864
24.992002,24.985044,0.3968526,0.43617055,73.0,23,-0.02195783,1782504364.3145864
24.988,24.982277,0.30960387,0.43610072,77.0,23,-0.021900898,1782504364.3145864
24.988003,24.983168,0.22675095,0.43610072,77.0,23,-0.021845603,1782504364.3145864
24.988,24.98478,0.40121585,0.0,45.0,20,-0.02119702,1782504364.3145864
24.987999,24.986027,0.3140002,0.0,49.0,20,-0.021141723,1782504364.3145864
24.988,24.986933,0.23114188,0.0,49.0,20,-0.021086428,1782504364.3145864
25.000002,24.996286,0.40576437,0.14529786,35.0,21,-0.020408526,1782504364.3145864
24.992002,24.989494,0.32276812,0.14525135,35.0,21,-0.02035323,1782504364.3145864
24.992,24.990427,0.23989826,0.14525135,34.0,21,-0.020297933,1782504364.3145864
24.987999,24.982424,0.440445,0.2908874,63.0,22,-0.022930553,1782504364.4141057
24.988,24.983871,0.34885848,0.2908874,61.0,22,-0.022875257,1782504364.4141057
24.987999,24.984936,0.2616635,0.2908874,62.0,22,-0.022819962,1782504364.4141057
24.991999,24.989634,0.18318026,0.29093397,62.0,22,-0.022764666,1782504364.4141057
24.988,24.980236,0.4447576,0.43610072,70.0,23,-0.022148736,1782504364.4141057
24.988003,24.981638,0.35755095,0.43610072,77.0,23,-0.02209344,1782504364.4141057
24.984001,24.978733,0.2703205,0.43603092,77.0,23,-0.022038143,1782504364.4141057
24.980003,24.975496,0.18744951,0.43596113,73.0,23,-0.021982847,1782504364.4141057
24.988,24.98649,0.2747519,0.0,49.0,20,-0.021290412,1782504364.4141057
24.992,24.99123,0.1962847,0.0,45.0,20,-0.021237057,1782504364.4141057
24.996,24.9913,0.46240407,0.1452746,35.0,21,-0.020624192,1782504364.4141057
24.996002,24.992764,0.37516537,0.1452746,35.0,21,-0.020560347,1782504364.4141057
25.000002,24.997921,0.28796813,0.14529786,35.0,21,-0.02050505,1782504364.4141057
24.996,24.994806,0.19631267,0.1452746,35.0,21,-0.020449756,1782504364.4141057
24.984,24.979015,0.40548784,0.29084083,60.0,22,-0.023118615,1782504364.513739
24.984001,24.98028,0.3182975,0.29084083,59.0,22,-0.023063319,1782504364.513739
24.987999,24.985237,0.23112836,0.2908874,62.0,22,-0.023008022,1782504364.513739
24.995998,24.988829,0.40999958,0.43624035,77.0,23,-0.022339895,1782504364.513739
24.996,24.990053,0.32713634,0.43624035,77.0,23,-0.022284599,1782504364.513739
24.984003,24.979088,0.2354334,0.43603092,77.0,23,-0.022229305,1782504364.513739
24.992002,24.988493,0.4187254,0.0,49.0,20,-0.021578336,1782504364.513739
24.996,24.993858,0.32718754,0.0,45.0,20,-0.02152304,1782504364.513739
24.988003,24.98685,0.23986395,0.0,45.0,20,-0.021467745,1782504364.513739
24.992002,24.987999,0.42307937,0.14525135,36.0,21,-0.020799858,1782504364.513739
24.996002,24.993322,0.33590645,0.1452746,34.0,21,-0.020744562,1782504364.513739
24.992,24.990297,0.2529832,0.14525135,36.0,21,-0.020689266,1782504364.513739
24.991999,24.985867,0.47102797,0.29093397,60.0,22,-0.023345249,1782504364.614572
24.995996,24.991356,0.38387486,0.29098052,59.0,22,-0.023289952,1782504364.614572
24.988,24.984547,0.2965347,0.2908874,59.0,22,-0.023246372,1782504364.614572
24.984,24.98143,0.20930454,0.29084083,61.0,22,-0.023191078,1782504364.614572
24.992,24.98518,0.3881437,0.43617055,73.0,23,-0.022521758,1782504364.614572
24.992002,24.986437,0.29657134,0.43617055,77.0,23,-0.022466462,1782504364.614572
