calculated_range,x,y,z,intensity,ring,time,timestamp,cloud_index
25.008001,24.989988,0.9032487,0.29112023,62.0,22,-0.08478224,1782512051.1783435,0
25.000004,24.984995,0.8157443,0.2910271,61.0,22,-0.084726945,1782512051.1783435,0
25.000002,24.987688,0.72851855,0.2910271,61.0,22,-0.084671654,1782512051.1783435,0
24.995996,24.986078,0.6411934,0.29098052,62.0,22,-0.084616356,1782512051.1783435,0
24.992002,24.971413,0.91565907,0.43617055,73.0,23,-0.08399351,1782512051.1783435,0
24.996,24.97874,0.8199061,0.43624035,77.0,23,-0.08393821,1782512051.1783435,0
24.992,24.977453,0.7325972,0.43617055,77.0,23,-0.08388292,1782512051.1783435,0
24.992002,24.979858,0.64539844,0.43617055,77.0,23,-0.08382762,1782512051.1783435,0
25.012001,24.99478,0.91651696,0.1453676,40.0,21,-0.0824847,1782512051.1783435,0
25.012001,24.997828,0.8292633,0.1453676,39.0,21,-0.08242941,1782512051.1783435,0
25.000002,24.988447,0.7460049,0.14529786,40.0,21,-0.08237411,1782512051.1783435,0
25.004002,24.99501,0.6545174,0.1453211,40.0,21,-0.08231881,1782512051.1783435,0
25.008001,24.99212,0.84217566,0.29112023,59.0,22,-0.08502249,1782512051.2772193,1
25.004002,24.991043,0.75045484,0.29107368,60.0,22,-0.084966265,1782512051.2772193,1
25.000002,24.989511,0.66310245,0.2910271,60.0,22,-0.084910974,1782512051.2772193,1
24.995998,24.987572,0.5801429,0.29098052,61.0,22,-0.084855676,1782512051.2772193,1
25.000006,24.978764,0.9333898,0.43631017,70.0,23,-0.08429719,1782512051.2772193,1
24.996,24.977869,0.8460619,0.43624035,73.0,23,-0.08424189,1782512051.2772193,1
24.996002,24.98067,0.75887287,0.43624035,77.0,23,-0.08418659,1782512051.2772193,1
24.988003,24.975172,0.67144775,0.43610072,77.0,23,-0.0841313,1782512051.2772193,1
24.992,24.981258,0.58871084,0.43617055,42.0,23,-0.084076,1782512051.2772193,1
25.004002,24.985813,0.9423895,0.1453211,39.0,21,-0.08275214,1782512051.2772193,1
25.012001,24.996946,0.8554406,0.1453676,40.0,21,-0.08269685,1782512051.2772193,1
25.008003,24.995783,0.76805687,0.14534435,37.0,21,-0.08264155,1782512051.2772193,1
25.012001,25.00231,0.6809096,0.1453676,38.0,21,-0.08258625,1782512051.2772193,1
25.000002,24.992537,0.5933463,0.14529786,100.0,21,-0.08253095,1782512051.2772193,1
25.004002,24.987078,0.87256736,0.29107368,60.0,22,-0.08521434,1782512051.3766756,2
24.996,24.981974,0.78509486,0.29098052,61.0,22,-0.08515905,1782512051.3766756,2
25.000002,24.988316,0.7067137,0.2910271,63.0,22,-0.08510375,1782512051.3766756,2
25.000002,24.99063,0.6194893,0.2910271,61.0,22,-0.08504845,1782512051.3766756,2
25.000002,24.980507,0.8854472,0.43631017,73.0,23,-0.08443372,1782512051.3766756,2
24.992002,24.97559,0.7936227,0.43617055,73.0,23,-0.08437842,1782512051.3766756,2
24.992002,24.978207,0.7064419,0.43617055,77.0,23,-0.08432312,1782512051.3766756,2
24.984001,24.972416,0.62340087,0.43603092,77.0,23,-0.08425642,1782512051.3766756,2
25.008001,24.991417,0.89892334,0.14534435,38.0,21,-0.082909204,1782512051.3766756,2
25.000002,24.986408,0.8114219,0.14529786,38.0,21,-0.08285391,1782512051.3766756,2
25.004002,24.993086,0.7243141,0.1453211,41.0,21,-0.082798615,1782512051.3766756,2
25.000002,24.991465,0.6369655,0.14529786,40.0,21,-0.08274332,1782512051.3766756,2
25.008,24.991674,0.85526067,0.29112023,59.0,22,-0.085355915,1782512051.4763448,3
24.996002,24.982517,0.76765496,0.29098052,59.0,22,-0.08530062,1782512051.4763448,3
24.992,24.981163,0.67596966,0.29093397,61.0,22,-0.08524532,1782512051.4763448,3
25.000004,24.991266,0.59332037,0.2910271,62.0,22,-0.08519002,1782512051.4763448,3
25.004002,24.9821,0.95099115,0.43637997,73.0,23,-0.0846363,1782512051.4763448,3
25.000002,24.98127,0.8636367,0.43631017,77.0,23,-0.08458101,1782512051.4763448,3
25.000004,24.984268,0.7720754,0.43631017,77.0,23,-0.08452571,1782512051.4763448,3
24.996,24.982811,0.684743,0.43624035,77.0,23,-0.08447041,1782512051.4763448,3
24.992002,24.981052,0.59744227,0.43617055,59.0,23,-0.08441512,1782512051.4763448,3
25.012,24.993309,0.9557775,0.1453676,39.0,21,-0.08309984,1782512051.4763448,3
25.016,25.000492,0.8686675,0.14539084,38.0,21,-0.083044544,1782512051.4763448,3
25.004002,24.991104,0.7897431,0.1453211,38.0,21,-0.082989246,1782512051.4763448,3
25.004002,24.99383,0.6981409,0.1453211,38.0,21,-0.082933985,1782512051.4763448,3
25.000002,24.992117,0.6107941,0.14529786,35.0,21,-0.08287869,1782512051.4763448,3
25.004002,24.98738,0.86384565,0.29107368,60.0,22,-0.08550535,1782512051.5771308,4
25.004002,24.990107,0.78098476,0.29107368,60.0,22,-0.08545005,1782512051.5771308,4
24.996,24.984562,0.6978919,0.29098052,61.0,22,-0.085394755,1782512051.5771308,4
25.000002,24.990845,0.61076623,0.2910271,60.0,22,-0.085339464,1782512051.5771308,4
25.008003,24.985596,0.9642247,0.4364498,80.0,23,-0.08477191,1782512051.5771308,4
25.000002,24.980814,0.8767159,0.43631017,77.0,23,-0.08471662,1782512051.5771308,4
24.996002,24.979862,0.78503054,0.43624035,77.0,23,-0.08466132,1782512051.5771308,4
24.996,24.982449,0.69782317,0.43624035,80.0,23,-0.08460602,1782512051.5771308,4
24.992,24.980629,0.61486924,0.43617055,70.0,23,-0.08455073,1782512051.5771308,4
25.012001,24.995882,0.8859795,0.1453676,37.0,21,-0.08320471,1782512051.5771308,4
25.016003,25.002821,0.79884994,0.14539084,38.0,21,-0.08314941,1782512051.5771308,4
25.004002,24.993462,0.71122754,0.1453211,39.0,21,-0.08309412,1782512051.5771308,4
24.992,24.983795,0.6236801,0.14525135,40.0,21,-0.08303882,1782512051.5771308,4
25.004002,24.98677,0.8812889,0.29107368,61.0,22,-0.085702434,1782512051.677192,5
25.004,24.989693,0.7940688,0.29107368,60.0,22,-0.08564714,1782512051.677192,5
25.004002,24.992313,0.70682675,0.29107368,62.0,22,-0.0855821,1782512051.677192,5
24.992,24.982632,0.619291,0.29093397,60.0,22,-0.08552681,1782512051.677192,5
24.996,24.979446,0.7981091,0.43624035,73.0,23,-0.0848861,1782512051.677192,5
24.992002,24.978085,0.7107894,0.43617055,73.0,23,-0.0848308,1782512051.677192,5
25.012001,24.995415,0.8990671,0.1453676,38.0,21,-0.08339444,1782512051.677192,5
25.008001,24.994404,0.8116815,0.14534435,38.0,21,-0.08333915,1782512051.677192,5
25.008,24.996956,0.7287926,0.14534435,39.0,21,-0.08328385,1782512051.677192,5
25.004002,24.99535,0.64143,0.1453211,38.0,21,-0.08322855,1782512051.677192,5
24.992,24.977833,0.7195197,0.43617055,80.0,23,-0.08497448,1782512051.777487,6
24.984001,24.972197,0.6321172,0.43603092,73.0,23,-0.084897526,1782512051.777487,6
25.004002,24.990263,0.8159134,0.1453211,40.0,21,-0.083479285,1782512051.777487,6
25.0,24.98383,0.850627,0.2910271,59.0,22,-0.0860335,1782512051.8771026,7
24.995998,24.982647,0.76329494,0.29098052,61.0,22,-0.0859782,1782512051.8771026,7
25.004002,24.993158,0.67629427,0.29107368,61.0,22,-0.085922904,1782512051.8771026,7
25.008001,24.986261,0.9467826,0.4364498,77.0,23,-0.0852817,1782512051.8771026,7
25.004005,24.98542,0.8594143,0.43637997,77.0,23,-0.08522641,1782512051.8771026,7
25.004004,24.988132,0.77655995,0.43637997,77.0,23,-0.08517111,1782512051.8771026,7
25.004004,24.99081,0.6849622,0.43637997,80.0,23,-0.08511581,1782512051.8771026,7
24.984,24.973055,0.597251,0.43603092,63.0,23,-0.08506052,1782512051.8771026,7
25.008003,24.98898,0.9643476,0.14534435,39.0,21,-0.083752155,1782512051.8771026,7
25.008001,24.992344,0.872752,0.14534435,39.0,21,-0.08369686,1782512051.8771026,7
25.004002,24.991379,0.78101975,0.1453211,40.0,21,-0.08364156,1782512051.8771026,7
25.004004,24.99371,0.70250326,0.1453211,37.0,21,-0.08360656,1782512051.8771026,7
25.004002,24.996008,0.6152545,0.1453211,37.0,21,-0.083551265,1782512051.8771026,7
25.004002,24.986923,0.87693995,0.29107368,60.0,22,-0.08625396,1782512051.9779742,8
24.995996,24.981695,0.7938147,0.29098052,62.0,22,-0.08619867,1782512051.9779742,8
24.996,24.984316,0.70660055,0.29098052,62.0,22,-0.086143374,1782512051.9779742,8
24.992,24.972511,0.8851638,0.43617055,73.0,23,-0.08547024,1782512051.9779742,8
24.988,24.974085,0.7106756,0.43610072,77.0,23,-0.08535965,1782512051.9779742,8
24.992002,24.980413,0.6236005,0.43617055,77.0,23,-0.08530435,1782512051.9779742,8
