calculated_range,x,y,z,intensity,ring,time,timestamp,cloud_index
25.008001,24.968098,1.4046763,0.14534435,41.0,21,-0.09859269,1782505828.274231,0
25.004002,24.968855,1.3173021,0.1453211,37.0,21,-0.09853739,1782505828.274231,0
24.996,24.965094,1.2341,0.1452746,37.0,21,-0.098482095,1782505828.274231,0
24.992,24.965254,1.1467644,0.14525135,35.0,21,-0.0984268,1782505828.274231,0
24.991999,24.969103,1.0596125,0.14525135,89.0,21,-0.098371506,1782505828.274231,0
24.984,24.942865,1.40326,0.29084083,68.0,22,-0.00092431495,1782505828.274231,0
25.000002,24.96336,1.3213891,0.2910271,60.0,22,-0.00086901896,1782505828.274231,0
25.000002,24.968035,1.2298907,0.2910271,59.0,22,-0.000813723,1782505828.274231,0
25.000004,24.971977,1.1470801,0.2910271,60.0,22,-0.000758427,1782505828.274231,0
24.995998,24.972013,1.0553701,0.29098052,61.0,22,-0.000703131,1782505828.274231,0
25.004002,24.959986,1.4173232,0.43637997,73.0,23,-0.000145834,1782505828.274231,0
24.996,24.95679,1.3297793,0.43624035,73.0,23,-9.0538e-05,1782505828.274231,0
25.000004,24.965712,1.234134,0.43631017,73.0,23,-3.5242003e-05,1782505828.274231,0
24.992,24.961472,1.1553309,0.43617055,73.0,23,2.0736e-05,1782505828.274231,0
24.988,24.961357,1.0680145,0.43610072,59.0,23,7.6032e-05,1782505828.274231,0
24.996,24.95513,1.4214244,0.1452746,39.0,21,-0.09882627,1782505828.3733547,1
25.000002,24.963934,1.3345197,0.14529786,34.0,21,-0.098770976,1782505828.3733547,1
25.004002,24.972435,1.247571,0.1453211,36.0,21,-0.09871568,1782505828.3733547,1
24.996,24.968645,1.1600218,0.1452746,35.0,21,-0.09866038,1782505828.3733547,1
24.992,24.968359,1.0770439,0.14525135,100.0,21,-0.09860509,1782505828.3733547,1
24.987999,24.945124,1.4339719,0.2908874,68.0,22,-0.0011466909,1782505828.3733547,1
25.004002,24.965956,1.3477442,0.29107368,61.0,22,-0.001091395,1782505828.3733547,1
25.0,24.966291,1.2647375,0.2910271,61.0,22,-0.0010360989,1782505828.3733547,1
24.995998,24.966763,1.1730407,0.29098052,64.0,22,-0.000980803,1782505828.3733547,1
24.996002,24.970327,1.0946044,0.29098052,63.0,22,-0.00092550693,1782505828.3733547,1
25.000004,24.959381,1.3561289,0.43631017,73.0,23,-0.000312199,1782505828.3733547,1
24.995998,24.959965,1.2687862,0.43624035,77.0,23,-0.000256903,1782505828.3733547,1
24.992002,24.960455,1.1771123,0.43617055,77.0,23,-0.000201607,1782505828.3733547,1
24.996002,24.968025,1.0988714,0.43624035,77.0,23,-0.00014631101,1782505828.3733547,1
25.008,24.970272,1.3654549,0.14534435,36.0,21,-0.09888102,1782505828.4725673,2
24.996,24.962902,1.2776704,0.1452746,37.0,21,-0.09882572,1782505828.4725673,2
25.000002,24.971207,1.1907165,0.14529786,37.0,21,-0.09885868,1782505828.4725673,2
25.000002,24.97521,1.1035434,0.14529786,36.0,21,-0.09880338,1782505828.4725673,2
25.000002,24.959572,1.3910908,0.2910271,62.0,22,-0.001329745,1782505828.4725673,2
25.0,24.964275,1.3039503,0.2910271,61.0,22,-0.001274449,1782505828.4725673,2
25.000002,24.96825,1.2255213,0.2910271,62.0,22,-0.0012191529,1782505828.4725673,2
24.996,24.968378,1.1381695,0.29098052,61.0,22,-0.001163857,1782505828.4725673,2
24.992002,24.968204,1.0508555,0.29093397,63.0,22,-0.001108561,1782505828.4725673,2
25.004002,24.961212,1.3955543,0.43637997,77.0,23,-0.00055507896,1782505828.4725673,2
24.996,24.957485,1.3167126,0.43624035,73.0,23,-0.00049978297,1782505828.4725673,2
25.000002,24.966139,1.22542,0.43631017,77.0,23,-0.00044448697,1782505828.4725673,2
24.996,24.966068,1.1424444,0.43624035,77.0,23,-0.00038919097,1782505828.4725673,2
24.988003,24.961914,1.0549452,0.43610072,49.0,23,-0.00033389498,1782505828.4725673,2
25.004002,24.963858,1.4088086,0.1453211,34.0,21,-0.09913129,1782505828.572177,3
25.0,24.964628,1.3214486,0.14529786,36.0,21,-0.099075995,1782505828.572177,3
25.004004,24.972654,1.2432122,0.1453211,34.0,21,-0.0990207,1782505828.572177,3
