range,x,y,z,intensity,ring,time,timestamp
25.008001,24.998299,0.6327757,0.29112023,62.0,22,-0.018861499,1782510419.4340873
25.012,25.004353,0.54560435,0.29116678,63.0,22,-0.018806202,1782510419.4340873
25.008,25.002106,0.4582393,0.29112023,62.0,22,-0.018750906,1782510419.4340873
25.008003,24.996077,0.63708687,0.4364498,77.0,23,-0.018080156,1782510419.4340873
25.000002,24.99015,0.54964787,0.43631017,73.0,23,-0.01802486,1782510419.4340873
25.000002,24.991917,0.46242985,0.43631017,80.0,23,-0.017969564,1782510419.4340873
25.019999,25.004997,0.6416832,0.58204377,69.0,24,-0.01732607,1782510419.4340873
25.024,25.011084,0.5544785,0.58213687,65.0,24,-0.017273907,1782510419.4340873
25.024,25.012867,0.46717024,0.58213687,65.0,24,-0.01721861,1782510419.4340873
25.020002,25.011232,0.6462055,0.14541408,39.0,21,-0.016546587,1782510419.4340873
25.016003,25.009434,0.554442,0.14539084,40.0,21,-0.016491292,1782510419.4340873
25.020002,25.015135,0.47158006,0.14541408,40.0,21,-0.016435996,1782510419.4340873
25.004,24.994078,0.64139867,0.29107368,63.0,22,-0.019079821,1782510419.5328338
25.004,24.996164,0.55414283,0.29107368,62.0,22,-0.019024525,1782510419.5328338
25.008,25.001944,0.46697822,0.29112023,60.0,22,-0.018969228,1782510419.5328338
25.000002,24.987856,0.645605,0.43631017,73.0,23,-0.018291326,1782510419.5328338
25.000002,24.989956,0.55838245,0.43631017,73.0,23,-0.018236032,1782510419.5328338
25.008001,24.99975,0.47129193,0.4364498,77.0,23,-0.018180735,1782510419.5328338
25.024,25.008656,0.6548796,0.58213687,65.0,24,-0.017523652,1782510419.5328338
25.024,25.01089,0.563209,0.58213687,65.0,24,-0.017468356,1782510419.5328338
25.024,25.012701,0.47590128,0.58213687,65.0,24,-0.01741306,1782510419.5328338
25.016003,25.006893,0.6591959,0.14539084,40.0,21,-0.016764162,1782510419.5328338
25.008,25.001041,0.5717189,0.14534435,40.0,21,-0.016708866,1782510419.5328338
25.015999,25.010967,0.48023504,0.14539084,40.0,21,-0.01665357,1782510419.5328338
25.02,25.016493,0.39299047,0.14541408,41.0,21,-0.016599022,1782510419.5328338
25.000002,24.989855,0.6500188,0.2910271,69.0,22,-0.019295964,1782510419.6321664
25.000002,24.991873,0.567151,0.2910271,64.0,22,-0.019230688,1782510419.6321664
25.000002,24.993784,0.4755408,0.2910271,67.0,22,-0.019175394,1782510419.6321664
25.004002,24.991512,0.6587931,0.43637997,80.0,23,-0.018513704,1782510419.6321664
25.000002,24.98986,0.56273186,0.43631017,80.0,23,-0.018458407,1782510419.6321664
25.004005,24.995672,0.4755908,0.43637997,77.0,23,-0.018403111,1782510419.6321664
25.004005,24.997044,0.39704317,0.43637997,80.0,23,-0.018347815,1782510419.6321664
25.036,25.020647,0.6551936,0.582416,77.0,24,-0.017757472,1782510419.6321664
25.02,25.006592,0.57621247,0.58204377,62.0,24,-0.017702175,1782510419.6321664
25.032,25.020615,0.48042032,0.58232296,69.0,24,-0.017646879,1782510419.6321664
25.019999,25.010004,0.40162092,0.58204377,65.0,24,-0.017591583,1782510419.6321664
25.016,25.006777,0.6635606,0.14539084,40.0,21,-0.016990114,1782510419.6321664
25.016003,25.008942,0.5762667,0.14539084,40.0,21,-0.016934818,1782510419.6321664
25.008001,25.002716,0.49317303,0.14534435,40.0,21,-0.016879521,1782510419.6321664
25.016,25.012354,0.40165848,0.14539084,40.0,21,-0.016824227,1782510419.6321664
25.008001,24.999466,0.58478427,0.29112023,60.0,22,-0.019449694,1782510419.7325363
25.012,25.005354,0.4975894,0.29116678,62.0,22,-0.019394398,1782510419.7325363
25.004002,24.998798,0.418901,0.29107368,62.0,22,-0.019339101,1782510419.7325363
25.000002,24.989256,0.5888993,0.43631017,73.0,23,-0.018670736,1782510419.7325363
25.008001,24.999155,0.5018446,0.4364498,77.0,23,-0.01861544,1782510419.7325363
25.000004,24.99276,0.41443887,0.43631017,80.0,23,-0.018568998,1782510419.7325363
25.024002,25.010078,0.5981302,0.58213687,65.0,24,-0.0179081,1782510419.7325363
25.012001,25.00002,0.5105801,0.5818577,65.0,24,-0.017852804,1782510419.7325363
25.016,25.005646,0.4233784,0.5819507,65.0,24,-0.01779751,1782510419.7325363
25.012003,25.004326,0.6023593,0.1453676,40.0,21,-0.017127631,1782510419.7325363
25.016003,25.010275,0.5151565,0.14539084,40.0,21,-0.017072335,1782510419.7325363
25.012001,25.00792,0.42778286,0.1453676,40.0,21,-0.017017039,1782510419.7325363
25.008,24.998625,0.6196875,0.29112023,62.0,22,-0.019640122,1782510419.8318708
25.008001,25.00073,0.5280522,0.29112023,60.0,22,-0.019584825,1782510419.8318708
25.007998,25.002419,0.44079754,0.29112023,64.0,22,-0.019529529,1782510419.8318708
25.000002,24.98841,0.6238001,0.43631017,80.0,23,-0.018862357,1782510419.8318708
25.004002,24.994434,0.53664964,0.43637997,77.0,23,-0.018807061,1782510419.8318708
25.004005,24.996157,0.4494167,0.43637997,80.0,23,-0.018751765,1782510419.8318708
25.02,25.00522,0.6329553,0.58204377,65.0,24,-0.018104218,1782510419.8318708
25.02,25.007278,0.54566073,0.58204377,62.0,24,-0.018048922,1782510419.8318708
25.024,25.01303,0.45843902,0.58213687,69.0,24,-0.017993625,1782510419.8318708
25.012003,25.00346,0.6372712,0.1453676,40.0,21,-0.01734306,1782510419.8318708
25.012001,25.005531,0.5499891,0.1453676,39.0,21,-0.017287763,1782510419.8318708
25.012003,25.0073,0.46270007,0.1453676,40.0,21,-0.017219864,1782510419.8318708
25.012001,25.002186,0.63724047,0.29116678,60.0,22,-0.019864643,1782510419.9320993
25.008,25.000257,0.54988015,0.29112023,62.0,22,-0.019809349,1782510419.9320993
25.004002,24.99803,0.4625289,0.29107368,62.0,22,-0.019754052,1782510419.9320993
25.004002,24.991966,0.64134675,0.43637997,77.0,23,-0.019095223,1782510419.9320993
25.008001,24.998049,0.5541984,0.4364498,77.0,23,-0.019039927,1782510419.9320993
25.000004,24.991837,0.46677953,0.43631017,73.0,23,-0.01898463,1782510419.9320993
25.020002,25.004887,0.6460471,0.58204377,65.0,24,-0.018336607,1782510419.9320993
25.028,25.014984,0.5589331,0.5822299,62.0,24,-0.01828131,1782510419.9320993
25.019999,25.008785,0.47146034,0.58204377,69.0,24,-0.018226014,1782510419.9320993
25.019999,25.011003,0.6549362,0.14541408,40.0,21,-0.017567104,1782510419.9320993
25.016,25.00914,0.56753665,0.14539084,41.0,21,-0.017511807,1782510419.9320993
25.008001,25.003054,0.4757178,0.14534435,40.0,21,-0.017456513,1782510419.9320993
24.996,24.985855,0.64991474,0.29098052,64.0,22,-0.0201423,1782510420.0330906
25.008001,25.001781,0.47569293,0.29112023,66.0,22,-0.020031707,1782510420.0330906
25.004004,24.993662,0.57155764,0.43637997,73.0,23,-0.019298509,1782510420.0330906
25.004005,24.995504,0.4843034,0.43637997,77.0,23,-0.019252306,1782510420.0330906
25.012001,24.996548,0.6589281,0.5818577,77.0,24,-0.018602613,1782510420.0330906
25.016,25.002594,0.5761203,0.5819507,65.0,24,-0.018547317,1782510420.0330906
25.015999,25.004452,0.48884153,0.5819507,65.0,24,-0.018492023,1782510420.0330906
25.016,25.006006,0.4015567,0.5819507,62.0,24,-0.018436726,1782510420.0330906
25.016003,25.00884,0.58063155,0.14539084,40.0,21,-0.017753497,1782510420.0330906
25.015999,25.010714,0.49333078,0.14539084,42.0,21,-0.0176982,1782510420.0330906
25.012003,25.008286,0.40595913,0.1453676,40.0,21,-0.017642904,1782510420.0330906
25.004002,24.995056,0.6021398,0.29107368,62.0,22,-0.020268133,1782510420.1331694
25.003998,24.997004,0.5148804,0.29107368,63.0,22,-0.020212837,1782510420.1331694
25.008001,25.002647,0.42769518,0.29112023,60.0,22,-0.020157542,1782510420.1331694
25.004002,24.992624,0.6151645,0.43637997,77.0,23,-0.019468673,1782510420.1331694
25.004004,24.99462,0.5279373,0.43637997,77.0,23,-0.019413376,1782510420.1331694
25.004004,24.996311,0.44068003,0.43637997,80.0,23,-0.01935808,1782510420.1331694
25.028,25.013544,0.6200615,0.5822299,65.0,24,-0.018710772,1782510420.1331694
25.02,25.007652,0.52820224,0.58204377,65.0,24,-0.018655475,1782510420.1331694
25.024,25.013266,0.44534218,0.58213687,62.0,24,-0.018600179,1782510420.1331694
25.012001,25.00379,0.62417924,0.1453676,40.0,21,-0.017941507,1782510420.1331694
25.016,25.009815,0.53698206,0.14539084,40.0,21,-0.017886005,1782510420.1331694
25.015999,25.011614,0.4453128,0.14539084,40.0,21,-0.017830709,1782510420.1331694
25.012001,25.001505,0.6634207,0.29116678,64.0,22,-0.0205041,1782510420.2340364
25.015999,25.007666,0.5762427,0.29121333,59.0,22,-0.020448804,1782510420.2340364
25.008001,25.001442,0.49315834,0.29112023,61.0,22,-0.020393508,1782510420.2340364
25.004,24.999012,0.40581247,0.29107368,60.0,22,-0.020338211,1782510420.2340364
25.000004,24.989462,0.5801888,0.43631017,73.0,23,-0.019680098,1782510420.2340364
25.000002,24.991333,0.49294907,0.43631017,80.0,23,-0.019624801,1782510420.2340364
25.000004,24.992903,0.40571526,0.43631017,77.0,23,-0.019569507,1782510420.2340364
25.019999,25.006184,0.5936702,0.58204377,65.0,24,-0.01891266,1782510420.2340364
25.024,25.012278,0.49772882,0.58213687,69.0,24,-0.018857365,1782510420.2340364
25.015999,25.005718,0.41901407,0.5819507,69.0,24,-0.01880207,1782510420.2340364
25.016,25.008635,0.58936125,0.14539084,39.0,21,-0.018133622,1782510420.2340364
25.008001,25.002365,0.51062816,0.14534435,40.0,21,-0.018078325,1782510420.2340364
25.012001,25.008068,0.41905335,0.1453676,40.0,21,-0.018023029,1782510420.2340364
25.008,24.998186,0.63713855,0.29112023,62.0,22,-0.020646827,1782510420.3336112
25.008,25.002026,0.46260288,0.29112023,64.0,22,-0.020554626,1782510420.3336112
25.000002,24.990053,0.5540211,0.43631017,80.0,23,-0.01983192,1782510420.3336112
25.008001,24.999832,0.46692887,0.4364498,77.0,23,-0.019776624,1782510420.3336112
25.024,25.008884,0.64615047,0.58213687,69.0,24,-0.01911048,1782510420.3336112
25.02,25.006989,0.55875444,0.58204377,62.0,24,-0.019055184,1782510420.3336112
25.015999,25.007118,0.650467,0.14539084,40.0,21,-0.018340262,1782510420.3336112
25.02,25.013237,0.5632621,0.14541408,40.0,21,-0.018284965,1782510420.3336112
25.012001,25.008493,0.39286482,0.1453676,40.0,21,-0.018174373,1782510420.3336112
25.008,24.999567,0.58042145,0.29112023,61.0,22,-0.02083489,1782510420.433146
25.012001,25.005442,0.4932372,0.29116678,63.0,22,-0.020779593,1782510420.433146
25.012,25.00701,0.4059423,0.29116678,61.0,22,-0.020724297,1782510420.433146
25.008001,24.997355,0.58473706,0.4364498,80.0,23,-0.020056885,1782510420.433146
25.008003,24.999245,0.49746978,0.4364498,80.0,23,-0.020001588,1782510420.433146
24.995998,24.988829,0.40999958,0.43624035,84.0,23,-0.019946292,1782510420.433146
25.020002,25.006289,0.5893058,0.58204377,62.0,24,-0.01928897,1782510420.433146
25.012001,25.000196,0.50185347,0.5818577,65.0,24,-0.019234423,1782510420.433146
25.016,25.005793,0.41464978,0.5819507,65.0,24,-0.019179126,1782510420.433146
25.016003,25.008429,0.5980908,0.14539084,39.0,21,-0.018521408,1782510420.433146
25.016,25.010363,0.5107915,0.14539084,41.0,21,-0.018466113,1782510420.433146
25.02,25.015919,0.4279197,0.14541408,39.0,21,-0.018410817,1782510420.433146
25.000004,24.99236,0.5453426,0.2910271,63.0,22,-0.020993624,1782510420.5333009
25.004004,24.992079,0.636985,0.43637997,77.0,23,-0.02026114,1782510420.5333009
25.004002,24.994148,0.54973584,0.43637997,80.0,23,-0.020205846,1782510420.5333009
25.004004,24.995916,0.46250385,0.43637997,73.0,23,-0.02015055,1782510420.5333009
25.024,25.008995,0.6417858,0.58213687,69.0,24,-0.019495374,1782510420.5333009
25.020002,25.00887,0.46709552,0.58204377,65.0,24,-0.01938478,1782510420.5333009
25.020002,25.011345,0.6418404,0.14541408,40.0,21,-0.018741129,1782510420.5333009
25.012001,25.005337,0.5587176,0.1453676,40.0,21,-0.018685833,1782510420.5333009
25.016,25.011135,0.4715047,0.14539084,40.0,21,-0.018630536,1782510420.5333009
25.012,25.002838,0.6110593,0.29116678,63.0,22,-0.021197403,1782510420.6334338
25.000002,24.988733,0.6107169,0.43631017,77.0,23,-0.020411056,1782510420.6334338
25.000002,24.990711,0.5234795,0.43631017,77.0,23,-0.02035576,1782510420.6334338
25.004004,24.996387,0.4363056,0.43637997,77.0,23,-0.020300463,1782510420.6334338
25.024,25.009438,0.6243152,0.58213687,65.0,24,-0.019641234,1782510420.6334338
25.028,25.015461,0.5371032,0.5822299,62.0,24,-0.019585937,1782510420.6334338
25.028,25.017183,0.44977963,0.5822299,65.0,24,-0.01953064,1782510420.6334338
25.019999,25.011566,0.6331097,0.14541408,41.0,21,-0.018884843,1782510420.6334338
25.02,25.013624,0.54579926,0.14541408,40.0,21,-0.018829547,1782510420.6334338
25.015999,25.011377,0.45840874,0.14539084,40.0,21,-0.018774252,1782510420.6334338
25.008,24.997505,0.6633146,0.29112023,62.0,22,-0.021444542,1782510420.7337866
25.000002,24.989359,0.5845501,0.43631017,77.0,23,-0.020614102,1782510420.7337866
25.000006,24.99125,0.49731067,0.43631017,80.0,23,-0.020547157,1782510420.7337866
25.024,25.010181,0.59376514,0.58213687,62.0,24,-0.019835254,1782510420.7337866
25.024,25.012102,0.5064597,0.58213687,65.0,24,-0.01977996,1782510420.7337866
25.024,25.013718,0.41914812,0.58213687,69.0,24,-0.019724663,1782510420.7337866
25.016,25.008532,0.593726,0.14539084,40.0,21,-0.019075528,1782510420.7337866
25.012001,25.007996,0.42341796,0.1453676,40.0,21,-0.018964935,1782510420.7337866
25.004002,24.994629,0.61958843,0.29107368,63.0,22,-0.021600178,1782510420.8339405
25.011997,25.006418,0.44086805,0.29116678,63.0,22,-0.021489587,1782510420.8339405
