cloud_index,point_count
0,15
1,12
2,13
3,12
4,12
5,13
6,10
7,15
8,11
9,12
10,13
11,11
12,13
13,13
14,11
15,11
16,8
17,13
18,9
19,13
20,6
21,11
22,9
23,11
24,9
25,10
26,6
27,10
28,7
29,13
30,10
31,8
32,6
33,10
34,4
35,8
36,6
37,8
38,4
39,9
40,5
41,6
42,9
43,5
44,2
45,5
46,14
47,7
48,3
49,8
50,5
51,7
52,13
53,3
54,12
55,3
56,1
57,4
58,6
59,2
60,7
61,4
62,7
63,10
64,9
65,6
66,5
67,3
68,2
69,4
70,6
71,4
73,5
74,7
75,4
76,3
77,5
78,3
79,2
80,3
81,4
82,8
83,2
84,2
85,5
86,8
88,7
89,1
90,3
91,2
92,3
93,8
94,2
95,3
96,5
97,6
99,5
100,6
101,7
102,6
103,3
104,1
105,2
106,2
107,4
108,5
109,8
110,1
111,4
112,1
113,2
114,6
115,5
117,2
118,4
119,4
120,2
121,4
122,1
123,3
124,2
125,2
126,3
127,2
129,3
130,3
131,7
132,4
133,2
134,3
135,2
137,1
138,4
139,4
140,1
141,1
142,1
143,1
144,1
145,2
146,1
147,2
148,2
149,3
150,2
151,2
152,4
154,1
155,4
157,2
158,1
159,1
160,1
161,1
162,2
163,1
165,3
166,1
167,2
168,3
169,3
170,1
171,1
173,1
174,5
175,1
176,1
178,3
179,1
180,3
181,3
183,3
185,1
186,1
187,1
188,1
189,2
190,3
191,2
192,2
193,2
194,1
196,2
197,2
198,3
199,2
201,2
202,1
203,1
204,3
205,1
206,1
207,2
208,2
209,1
210,2
211,1
212,2
213,1
214,1
215,2
217,1
219,2
220,1
221,2
222,1
223,2
224,1
225,1
226,2
227,2
228,2
229,1
230,3
231,2
232,2
233,1
235,3
237,1
238,1
239,4
241,2
242,2
243,1
245,4
248,1
249,1
250,2
251,2
252,1
256,2
262,2
263,2
264,1
265,2
266,2
268,1
269,2
270,2
272,1
273,2
274,1
276,1
278,2
279,1
280,1
283,1
284,1
285,2
287,2
288,2
289,1
290,1
291,2
292,1
293,2
295,2
296,2
