cloud_index,point_count
0,12
1,13
2,14
3,15
4,11
5,12
6,8
7,13
8,13
9,8
10,9
11,14
12,12
13,12
14,9
15,9
16,10
17,12
18,9
19,8
20,13
21,3
22,9
23,10
24,13
25,11
26,2
27,8
28,12
29,10
30,9
31,11
32,6
33,7
34,12
35,7
36,10
37,8
38,5
39,14
40,7
41,8
42,6
43,9
44,9
45,7
46,5
47,9
48,10
49,4
50,7
51,4
52,8
53,10
54,4
55,5
56,6
57,7
58,4
59,6
60,6
61,4
62,5
63,7
64,2
65,7
66,6
67,6
68,4
69,2
70,5
72,5
73,7
74,6
75,8
76,1
77,4
78,4
79,3
80,5
81,10
82,3
83,5
84,7
85,9
86,5
87,2
88,1
89,4
90,3
91,6
92,7
93,5
94,9
95,1
96,2
97,2
98,5
99,8
100,2
101,4
102,3
103,4
104,1
105,3
106,3
107,7
108,3
109,2
110,6
111,3
112,7
113,2
114,4
115,1
116,4
117,3
118,1
119,3
120,4
121,3
122,4
123,4
124,2
125,6
126,2
127,1
128,7
129,3
131,2
132,2
133,2
134,2
136,1
137,2
138,4
139,5
140,2
141,6
142,4
143,9
144,4
145,3
146,3
147,5
148,7
149,6
150,8
151,1
152,5
153,6
154,4
155,2
156,6
158,5
159,2
160,1
161,3
162,1
163,4
165,1
166,3
167,2
168,1
169,4
170,2
171,1
172,2
174,2
175,4
177,1
178,1
179,3
180,4
181,1
182,2
183,3
185,1
186,1
187,2
189,2
190,3
191,2
192,1
193,2
194,1
195,1
196,2
197,1
198,3
200,2
201,2
202,3
203,1
204,2
205,1
206,5
208,1
209,2
210,1
211,1
212,1
213,1
214,1
216,1
217,2
218,1
219,3
221,4
223,1
224,1
225,1
226,6
227,1
228,2
230,4
231,3
232,3
233,1
234,6
235,3
237,2
238,4
239,2
240,3
241,1
242,5
245,6
246,1
247,3
248,2
249,5
250,3
251,2
252,4
253,3
254,1
255,4
256,7
257,3
258,1
259,6
260,2
261,1
262,1
263,3
264,1
265,2
266,3
267,2
269,3
270,1
271,2
272,3
273,3
274,5
275,1
276,1
277,2
278,2
279,1
280,1
281,2
283,2
284,1
285,1
287,1
288,1
289,1
290,1
292,3
294,1
296,1
