range,x,y,z,intensity,t,reflectivity,ring,ambient,timestamp
25114,25.108881,0.30148953,0.44360414,411.0,50754290,705,30,63176,1782504496.6261687
25104,25.10026,0.14735988,0.44344184,406.0,50851310,631,30,59598,1782504496.6261687
25109,25.105692,-0.006656488,0.443523,407.0,50949310,666,30,60144,1782504496.6261687
25087,25.08475,0.2878958,0.20685768,362.0,50754290,788,31,31334,1782504496.6261687
25087,25.086044,0.13397326,0.20685768,372.0,50851310,711,31,38049,1782504496.6261687
25096,25.095392,-0.019961257,0.20691895,388.0,50949310,773,31,47941,1782504496.6261687
25142,25.136875,0.3018259,0.4440586,422.0,50763550,678,30,4700,1782504496.727224
25127,25.123257,0.14749508,0.44381514,396.0,50860530,609,30,53879,1782504496.727224
25116,25.112692,-0.006658282,0.4436366,400.0,50958560,657,30,55916,1782504496.727224
25116,25.113747,0.28822938,0.20705508,383.0,50763550,745,31,45336,1782504496.727224
25109,25.108044,0.13409132,0.20700744,387.0,50860530,810,31,48002,1782504496.727224
25099,25.098392,-0.019963562,0.20693937,367.0,50958560,724,31,35053,1782504496.727224
25104,25.098883,0.3013694,0.44344184,409.0,50777780,644,30,61418,1782504496.8263335
25093,25.089262,0.1472952,0.4432633,398.0,50874790,678,30,54074,1782504496.8263335
25106,25.102694,-0.006655719,0.4434743,375.0,50972840,692,30,40400,1782504496.8263335
25120,25.117746,0.2882754,0.20708232,388.0,50777780,811,31,48832,1782504496.8263335
25108,25.107044,0.13408595,0.20700063,380.0,50874790,818,31,43531,1782504496.8263335
25092,25.091393,-0.01995818,0.20689172,360.0,50972840,815,31,30639,1782504496.8263335
25132,25.126877,0.30170578,0.4438963,417.0,50777740,710,30,1775,1782504496.9277406
25117,25.113258,0.14743629,0.44365284,412.0,50874700,655,30,63512,1782504496.9277406
25111,25.107693,-0.0066570006,0.44355544,414.0,50972740,671,30,64562,1782504496.9277406
25124,25.121746,0.2883214,0.20710954,366.0,50777740,768,31,34637,1782504496.9277406
25117,25.116043,0.13413425,0.20706189,394.0,50874700,742,31,52321,1782504496.9277406
25101,25.100391,-0.019965101,0.20695299,372.0,50972740,771,31,37974,1782504496.9277406
25121,25.11588,0.30157363,0.44371775,411.0,50758320,702,30,63332,1782504497.0257752
25115,25.11126,0.14742453,0.44362038,396.0,50855240,654,30,53394,1782504497.0257752
25098,25.094694,-0.006653669,0.44334444,402.0,50953220,668,30,56754,1782504497.0257752
25110,25.107746,0.28816035,0.20701425,378.0,50758320,773,31,41914,1782504497.0257752
25092,25.091043,0.13400008,0.20689172,367.0,50855240,747,31,34788,1782504497.0257752
25103,25.102392,-0.01996664,0.2069666,364.0,50953220,752,31,33078,1782504497.0257752
25127,25.12369,-0.0066611017,0.44381514,377.0,50925130,660,30,41589,1782504497.1208363
25108,25.105747,0.28813735,0.20700063,371.0,50730320,769,31,37494,1782504497.1208363
25085,25.084045,0.13396251,0.20684408,419.0,50827230,726,31,1966,1782504497.1208363
25065,25.064392,-0.019937417,0.20670794,373.0,50925130,741,31,38093,1782504497.1208363
25120,25.11488,0.30156162,0.44370154,433.0,50715080,639,30,11378,1782504497.2227364
25124,25.120258,0.14747745,0.44376644,410.0,50811940,678,30,62264,1782504497.2227364
25105,25.102747,0.28810287,0.20698021,374.0,50715080,754,31,39411,1782504497.2227364
25091,25.090044,0.13399471,0.20688492,379.0,50811940,758,31,42269,1782504497.2227364
25088,25.087393,-0.019955104,0.20686449,369.0,50909820,783,31,35781,1782504497.2227364
25117,25.11188,0.3015256,0.44365284,418.0,50695820,696,30,2168,1782504497.324588
25107,25.10326,0.1473775,0.44349054,398.0,50792680,646,30,54534,1782504497.324588
25118,25.11469,-0.006658795,0.44366905,386.0,50890580,665,30,47069,1782504497.324588
25116,25.115044,0.13412888,0.20705508,392.0,50792680,835,31,51151,1782504497.324588
25117,25.116392,-0.019977406,0.20706189,380.0,50890580,763,31,43359,1782504497.324588
25129,25.125257,0.14750683,0.4438476,414.0,50768030,635,30,65133,1782504497.4266253
25113,25.110746,0.28819486,0.20703466,353.0,50671040,806,31,26023,1782504497.4266253
25119,25.118044,0.13414499,0.2070755,390.0,50768030,776,31,49640,1782504497.4266253
25104,25.103392,-0.019967409,0.2069734,370.0,50865880,777,31,36736,1782504497.4266253
25106,25.100882,0.30139342,0.4434743,388.0,50671140,652,30,48183,1782504497.5248382
25105,25.101261,0.14736575,0.44345805,405.0,50767950,630,30,58989,1782504497.5248382
25103,25.099693,-0.0066549503,0.4434256,409.0,50865780,624,30,61512,1782504497.5248382
25102,25.099747,0.28806835,0.20695978,371.0,50671140,727,31,37612,1782504497.5248382
25102,25.101044,0.13405375,0.20695978,395.0,50767950,776,31,52453,1782504497.5248382
25111,25.110392,-0.019972792,0.20702104,388.0,50865780,775,31,48238,1782504497.5248382
25134,25.130257,0.14753623,0.44392875,419.0,50768250,685,30,2591,1782504497.6265068
25140,25.136688,-0.006664434,0.44402614,418.0,50866150,688,30,2069,1782504497.6265068
25099,25.096748,0.28803384,0.20693937,334.0,50671390,733,31,14213,1782504497.6265068
25111,25.110044,0.13410205,0.20702104,362.0,50768250,762,31,31913,1782504497.6265068
25126,25.125391,-0.019984327,0.20712315,387.0,50866150,767,31,47943,1782504497.6265068
25113,25.107882,0.30147752,0.4435879,412.0,50668390,693,30,63857,1782504497.7240572
25106,25.10226,0.14737163,0.4434743,431.0,50765200,696,30,10141,1782504497.7240572
25090,25.089045,0.13398935,0.20687811,383.0,50765200,767,31,44710,1782504497.7240572
25080,25.079391,-0.019948952,0.20681004,390.0,50863040,822,31,49254,1782504497.7240572
25128,25.122877,0.30165774,0.44383138,397.0,50684880,679,30,54142,1782504497.819936
25130,25.12669,-0.0066618705,0.44386384,401.0,50879630,676,30,56715,1782504497.819936
25117,25.114746,0.28824088,0.20706189,389.0,50684880,792,31,48892,1782504497.819936
25113,25.112043,0.13411279,0.20703466,371.0,50781740,730,31,37792,1782504497.819936
25102,25.101393,-0.01996587,0.20695978,361.0,50879630,730,31,31294,1782504497.819936
25123,25.11788,0.30159765,0.4437502,367.0,50703670,666,30,35173,1782504497.9223037
25112,25.10826,0.1474069,0.4435717,420.0,50800480,691,30,2715,1782504497.9223037
25100,25.097748,0.28804535,0.20694618,352.0,50703670,818,31,25732,1782504497.9223037
25114,25.113043,0.13411815,0.20704147,373.0,50800480,797,31,38714,1782504497.9223037
25123,25.12239,-0.01998202,0.20710273,384.0,50898420,706,31,46325,1782504497.9223037
25094,25.090694,-0.0066526434,0.44327953,393.0,50906390,682,30,50919,1782504498.021912
25125,25.122746,0.2883329,0.20711635,408.0,50711590,774,31,61132,1782504498.021912
25095,25.094393,-0.019960487,0.20691215,377.0,50906390,796,31,40874,1782504498.021912
25104,25.100693,-0.0066552064,0.44344184,386.0,50917720,682,30,46714,1782504498.1239562
25107,25.104748,0.28812584,0.20699382,359.0,50722860,779,31,29847,1782504498.1239562
25105,25.104044,0.13406985,0.20698021,376.0,50819770,780,31,40515,1782504498.1239562
25084,25.083393,-0.019952029,0.20683727,352.0,50917720,727,31,25321,1782504498.1239562
25111,25.10588,0.3014535,0.44355544,399.0,50737750,697,30,55591,1782504498.2209127
25121,25.117691,-0.0066595636,0.44371775,396.0,50932710,658,30,53491,1782504498.2209127
25133,25.130745,0.2884249,0.2071708,381.0,50737750,812,31,44669,1782504498.2209127
25107,25.106392,-0.019969715,0.20699382,359.0,50932710,756,31,29973,1782504498.2209127
25113,25.109692,-0.0066575133,0.4435879,394.0,50939560,614,30,52307,1782504498.3237636
25066,25.063751,0.28765425,0.20671475,373.0,50744650,762,31,38007,1782504498.3237636
25075,25.074045,0.13390885,0.20677601,362.0,50841560,809,31,31631,1782504498.3237636
25085,25.084393,-0.019952796,0.20684408,333.0,50939560,763,31,13181,1782504498.3237636
25094,25.088884,0.30124927,0.44327953,377.0,50754600,656,30,41000,1782504498.421864
25114,25.110691,-0.0066577694,0.44360414,383.0,50949660,650,30,45186,1782504498.421864
25100,25.099045,0.13404302,0.20694618,386.0,50851610,812,31,47186,1782504498.421864
25105,25.104391,-0.019968178,0.20698021,349.0,50949660,803,31,23386,1782504498.421864
25127,25.121878,0.30164573,0.44381514,396.0,50771680,692,30,54041,1782504498.5262442
25121,25.117258,0.1474598,0.44371775,408.0,50868740,681,30,60939,1782504498.5262442
25104,25.101748,0.28809136,0.2069734,370.0,50771680,730,31,36993,1782504498.5262442
25112,25.111391,-0.019973561,0.20702785,356.0,50966790,782,31,28033,1782504498.5262442
25124,25.11888,0.30160967,0.44376644,388.0,50770820,669,30,48441,1782504498.6213152
25125,25.121258,0.14748332,0.4437827,400.0,50867830,632,30,56234,1782504498.6213152
25106,25.103746,0.28811434,0.20698702,358.0,50770820,789,31,29148,1782504498.6213152
25095,25.089884,0.30126128,0.44329575,383.0,50742770,693,30,45220,1782504498.7241921
25112,25.108692,-0.006657257,0.4435717,402.0,50937670,642,30,57169,1782504498.7241921
25122,25.121391,-0.01998125,0.20709592,392.0,50937670,819,31,51357,1782504498.7241921
25119,25.11388,0.3015496,0.4436853,398.0,50725080,625,30,54889,1782504498.823702
25093,25.090748,0.28796482,0.20689853,375.0,50725080,769,31,39733,1782504498.823702
25099,25.098043,0.13403764,0.20693937,383.0,50821940,765,31,44894,1782504498.823702
25113,25.112392,-0.01997433,0.20703466,379.0,50919890,758,31,42684,1782504498.823702
25118,25.114258,0.14744218,0.44366905,409.0,50812300,724,30,61888,1782504498.9233158
25125,25.12169,-0.006660589,0.4437827,413.0,50910230,597,30,64632,1782504498.9233158
25123,25.120745,0.2883099,0.20710273,406.0,50715430,789,31,59757,1782504498.9233158
25138,25.137043,0.13424695,0.20720483,388.0,50812300,735,31,48969,1782504498.9233158
25140,25.13939,-0.019995093,0.20721844,384.0,50910230,740,31,46458,1782504498.9233158
25097,25.091885,0.3012853,0.4433282,389.0,50707110,657,30,48595,1782504499.020875
25091,25.087263,0.14728345,0.44323084,407.0,50803980,666,30,59776,1782504499.020875
25097,25.093695,-0.0066534122,0.4433282,377.0,50901860,668,30,40991,1782504499.020875
25097,25.094748,0.28801084,0.20692575,382.0,50707110,788,31,44109,1782504499.020875
25098,25.092884,0.3012973,0.44334444,377.0,50696620,659,30,41054,1782504499.1212788
25107,25.103693,-0.0066559757,0.44349054,407.0,50891370,667,30,60093,1782504499.1212788
25096,25.093748,0.28799933,0.20691895,393.0,50696620,752,31,51205,1782504499.1212788
25084,25.083044,0.13395715,0.20683727,365.0,50793480,771,31,33260,1782504499.1212788
25093,25.092392,-0.019958949,0.20689853,358.0,50891370,796,31,28867,1782504499.1212788
25152,25.146873,0.30194604,0.4442209,387.0,50701220,655,30,48427,1782504499.2225907
25156,25.152252,0.14766556,0.44428584,434.0,50798080,623,30,12883,1782504499.2225907
25141,25.137688,-0.00666469,0.44404238,398.0,50895970,687,30,54985,1782504499.2225907
25098,25.095747,0.28802234,0.20693256,396.0,50701220,789,31,52937,1782504499.2225907
25089,25.088045,0.13398398,0.2068713,376.0,50798080,747,31,40398,1782504499.2225907
25100,25.099392,-0.019964332,0.20694618,381.0,50895970,814,31,44025,1782504499.2225907
25108,25.104692,-0.006656232,0.44350675,400.0,50898130,679,30,55629,1782504499.322213
25093,25.092045,0.13400544,0.20689853,382.0,50800100,759,31,44196,1782504499.322213
25094,25.093391,-0.019959718,0.20690534,329.0,50898130,754,31,10862,1782504499.322213
25136,25.130877,0.30175385,0.4439612,395.0,50705990,698,30,53556,1782504499.4256766
25120,25.116692,-0.0066593075,0.44370154,414.0,50900800,643,30,64902,1782504499.4256766
25106,25.105392,-0.019968947,0.20698702,392.0,50900800,759,31,50744,1782504499.4256766
25118,25.11288,0.3015376,0.44366905,420.0,50724420,705,30,3396,1782504499.521592
25109,25.105259,0.14738926,0.443523,414.0,50821330,667,30,64537,1782504499.521592
25100,25.096693,-0.0066541815,0.4433769,402.0,50919330,678,30,56744,1782504499.521592
25102,25.09826,0.1473481,0.44340938,415.0,50828150,634,30,65207,1782504499.622558
25090,25.086695,-0.006651618,0.4432146,408.0,50926140,633,30,60555,1782504499.622558
25103,25.102043,0.13405912,0.2069666,400.0,50828150,742,31,55820,1782504499.622558
25090,25.087748,0.2879303,0.20687811,364.0,50720260,777,31,32708,1782504499.8227131
25101,25.095884,0.30133337,0.44339314,385.0,50714590,662,30,46135,1782504499.9224236
25099,25.09526,0.14733048,0.4433607,396.0,50811520,628,30,53208,1782504499.9224236
25095,25.094044,0.13401619,0.20691215,391.0,50811520,687,31,49657,1782504499.9224236
25116,25.112259,0.14743042,0.4436366,430.0,50792770,608,30,9573,1782504500.0249941
25115,25.111692,-0.006658026,0.44362038,394.0,50890670,690,30,51920,1782504500.0249941
25083,25.08075,0.2878498,0.20683046,323.0,50695960,827,31,7131,1782504500.0249941
25112,25.106882,0.3014655,0.4435717,417.0,50692540,716,30,1333,1782504500.1228688
25113,25.109259,0.14741278,0.4435879,398.0,50789400,630,30,54742,1782504500.1228688
25102,25.098694,-0.0066546937,0.44340938,396.0,50887240,638,30,53213,1782504500.1228688
25111,25.108747,0.28817186,0.20702104,384.0,50692540,805,31,45537,1782504500.1228688
25110,25.109043,0.13409668,0.20701425,396.0,50789400,731,31,53493,1782504500.1228688
25082,25.076887,0.3011051,0.44308475,395.0,50700480,655,30,52103,1782504500.2205138
25097,25.096392,-0.019962026,0.20692575,336.0,50895240,742,31,15386,1782504500.2205138
25115,25.10988,0.30150154,0.44362038,404.0,50704070,652,30,58451,1782504500.3235652
25120,25.116259,0.14745393,0.44370154,381.0,50798370,681,30,43870,1782504500.4237483
25088,25.085749,0.2879073,0.20686449,366.0,50701510,755,31,34046,1782504500.4237483
25080,25.079044,0.13393568,0.20681004,384.0,50798370,725,31,45381,1782504500.4237483
25087,25.086391,-0.019954335,0.20685768,370.0,50896260,759,31,36528,1782504500.4237483
