range,x,y,z,intensity,t,reflectivity,ring,ambient,timestamp
25075,25.07275,0.28775778,0.20677601,296.0,50638280,627,31,55402,1782512182.1194465
25109,25.098293,0.60947,0.443523,426.0,50464970,580,30,7042,1782512182.2308967
25107,25.101883,0.30140543,0.44349054,363.0,50659160,576,30,32223,1782512182.2308967
25083,25.07851,0.44173697,0.20683046,375.0,50560600,621,31,39715,1782512182.2308967
25068,25.06575,0.28767726,0.20672835,341.0,50659160,682,31,17733,1782512182.2308967
25121,25.110289,0.6097614,0.44371775,425.0,50478560,557,30,6164,1782512182.3249314
25103,25.097883,0.3013574,0.4434256,344.0,50672800,608,30,20623,1782512182.3249314
25081,25.076511,0.44170168,0.20681685,362.0,50574180,677,31,31202,1782512182.3249314
25087,25.08475,0.2878958,0.20685768,302.0,50672800,665,31,59138,1782512182.3249314
25132,25.121284,0.6100285,0.4438963,450.0,50523340,600,30,22591,1782512182.4230015
25110,25.10256,0.45547646,0.4435392,387.0,50619120,611,30,47850,1782512182.4230015
25111,25.10588,0.3014535,0.44355544,405.0,50717780,579,30,59390,1782512182.4230015
25130,25.122314,0.5967248,0.20715038,388.0,50523340,659,31,48608,1782512182.4230015
25118,25.113504,0.44235426,0.2070687,380.0,50619120,705,31,43705,1782512182.4230015
25059,25.056751,0.28757375,0.2066671,308.0,50717780,644,31,62599,1782512182.4230015
25124,25.113287,0.60983425,0.44376644,430.0,50548320,616,30,9708,1782512182.5250487
25108,25.100561,0.45544016,0.44350675,408.0,50644150,587,30,61176,1782512182.5250487
25105,25.099882,0.3013814,0.44345805,353.0,50742860,553,30,26005,1782512182.5250487
25108,25.097294,0.60944575,0.44350675,391.0,50567530,603,30,50371,1782512182.6251352
25116,25.108318,0.596392,0.20705508,417.0,50567530,663,31,1066,1782512182.6251352
25122,25.111288,0.6097857,0.443734,391.0,50585730,594,30,50701,1782512182.7219121
25124,25.116556,0.45573056,0.44376644,423.0,50681620,599,30,5382,1782512182.7219121
25102,25.096884,0.30134538,0.44340938,346.0,50780380,567,30,21464,1782512182.7219121
25106,25.098322,0.5961543,0.20698702,375.0,50585730,667,31,39901,1782512182.7219121
25041,25.038754,0.28736672,0.20654458,292.0,50780380,664,31,52179,1782512182.7219121
25103,25.092297,0.60932434,0.4434256,419.0,50576590,555,30,2009,1782512182.8223166
25081,25.075888,0.3010931,0.44306853,363.0,50771240,592,30,32287,1782512182.8223166
25096,25.088324,0.59591657,0.20691895,372.0,50576590,664,31,37831,1782512182.8223166
25089,25.086748,0.2879188,0.2068713,325.0,50771240,700,31,8552,1782512182.8223166
25084,25.076328,0.5956313,0.20683727,390.0,50540130,637,31,49080,1782512182.9197533
25090,25.085508,0.44186044,0.20687811,395.0,50635980,625,31,52410,1782512182.9197533
25108,25.105747,0.28813735,0.20700063,321.0,50734690,663,31,5909,1782512182.9197533
25104,25.093296,0.6093486,0.44344184,395.0,50494620,608,30,52791,1782512183.0239286
25101,25.095884,0.30133337,0.44339314,345.0,50688950,584,30,21358,1782512183.0239286
25116,25.105291,0.60964,0.4436366,386.0,50494390,627,30,47248,1782512183.1222832
25097,25.092508,0.44198388,0.20692575,367.0,50590130,702,31,35131,1782512183.1222832
25113,25.102293,0.6095671,0.4435879,417.0,50500150,648,30,1090,1782512183.223214
25075,25.06989,0.301021,0.44297114,363.0,50694460,574,30,31647,1782512183.223214
25088,25.080326,0.5957264,0.20686449,362.0,50500150,641,31,31522,1782512183.223214
25053,25.050753,0.28750473,0.20662627,297.0,50694460,637,31,55640,1782512183.223214
25110,25.099293,0.60949427,0.4435392,378.0,50488380,563,30,41807,1782512183.3185034
25082,25.076887,0.3011051,0.44308475,359.0,50682630,557,30,29346,1782512183.3185034
25097,25.089325,0.59594035,0.20692575,401.0,50488380,632,31,56300,1782512183.3185034
25070,25.065512,0.44150767,0.20674197,415.0,50584070,622,31,64611,1782512183.3185034
25095,25.092749,0.28798783,0.20691215,318.0,50682630,681,31,3716,1782512183.3185034
25110,25.10232,0.59624934,0.20701425,402.0,50499140,652,31,57078,1782512183.4232163
25100,25.089298,0.6092515,0.4433769,400.0,50514290,575,30,55417,1782512183.5205953
25088,25.082886,0.30117717,0.44318214,365.0,50708680,623,30,33499,1782512183.5205953
25090,25.082327,0.59577394,0.20687811,381.0,50514290,639,31,43521,1782512183.5205953
25080,25.07551,0.44168404,0.20681004,365.0,50610020,685,31,33019,1782512183.5205953
25083,25.08075,0.2878498,0.20683046,311.0,50708680,639,31,64885,1782512183.5205953
25106,25.09856,0.45540386,0.4434743,388.0,50600990,602,30,48442,1782512183.6228485
25092,25.08751,0.4418957,0.20689172,390.0,50600990,648,31,49181,1782512183.6228485
25082,25.07975,0.2878383,0.20682366,323.0,50699580,741,31,6959,1782512183.6228485
25098,25.092884,0.3012973,0.44334444,366.0,50688690,599,30,34453,1782512183.7173276
25101,25.093323,0.5960354,0.20695299,366.0,50494350,614,31,34422,1782512183.7173276
25095,25.090508,0.44194862,0.20691215,372.0,50590050,684,31,37707,1782512183.7173276
25098,25.090324,0.59596413,0.20693256,358.0,50505720,651,31,29125,1782512183.8209734
25117,25.109318,0.59641576,0.20706189,385.0,50494960,629,31,46616,1782512183.916968
25092,25.084326,0.5958215,0.20689172,356.0,50523820,674,31,27632,1782512184.019147
25093,25.090748,0.28796482,0.20689853,309.0,50718310,671,31,63615,1782512184.019147
25066,25.058334,0.5952034,0.20671475,364.0,50565970,688,31,32127,1782512184.118935
25090,25.087748,0.2879303,0.20687811,286.0,50760570,637,31,49275,1782512184.118935
25102,25.094322,0.5960592,0.20695978,381.0,50558770,662,31,43625,1782512184.2247171
25057,25.05475,0.28755075,0.20665349,319.0,50753320,674,31,3784,1782512184.2247171
25095,25.0843,0.6091301,0.44329575,409.0,50567480,590,30,61528,1782512184.420627
25084,25.07951,0.4417546,0.20683727,375.0,50663380,652,31,39560,1782512184.420627
25112,25.101292,0.60954285,0.4435717,406.0,50585020,549,30,59569,1782512184.5256162
25118,25.11288,0.3015376,0.44366905,395.0,50779620,575,30,52609,1782512184.5256162
25081,25.078749,0.2878268,0.20681685,308.0,50779620,699,31,63265,1782512184.5256162
25118,25.10729,0.6096885,0.44366905,394.0,50576950,595,30,52515,1782512184.6208284
25127,25.119314,0.59665346,0.20712996,373.0,50576950,637,31,39199,1782512184.6208284
25071,25.06875,0.28771177,0.20674878,320.0,50767790,717,31,5022,1782512184.7257876
25089,25.083885,0.30118918,0.44319835,358.0,50747310,570,30,28780,1782512184.821033
25097,25.094748,0.28801084,0.20692575,337.0,50747310,618,31,16064,1782512184.821033
25117,25.109558,0.4556035,0.44365284,428.0,50656310,554,30,7993,1782512184.9223416
25064,25.06175,0.28763124,0.20670113,323.0,50755250,641,31,6584,1782512184.9223416
25091,25.080301,0.6090329,0.44323084,396.0,50538420,558,30,52796,1782512185.0217168
25090,25.082565,0.4551135,0.4432146,439.0,50634220,590,30,14770,1782512185.0217168
25079,25.073889,0.30106905,0.44303605,376.0,50732880,582,30,40477,1782512185.0217168
25088,25.08351,0.44182515,0.20686449,377.0,50634220,677,31,40767,1782512185.0217168
25093,25.085325,0.5958452,0.20689853,377.0,50486650,658,31,40956,1782512185.1221678
25114,25.109505,0.44228372,0.20704147,394.0,50582280,652,31,52123,1782512185.1221678
25094,25.086565,0.4551861,0.44327953,426.0,50535830,588,30,6677,1782512185.220594
25102,25.094563,0.4553313,0.44340938,428.0,50509600,565,30,7610,1782512185.3216686
25094,25.086325,0.595869,0.20690534,345.0,50414070,673,31,20750,1782512185.3216686
25056,25.053751,0.28753924,0.20664668,298.0,50608110,634,31,56329,1782512185.3216686
25120,25.10929,0.6097371,0.44370154,437.0,50464630,591,30,14165,1782512185.5185304
25083,25.077887,0.30111712,0.443101,374.0,50658770,591,30,39254,1782512185.5185304
25100,25.092562,0.455295,0.4433769,405.0,50595200,607,30,59023,1782512185.6211712
25081,25.073328,0.59556,0.20681685,387.0,50499400,661,31,47003,1782512185.6211712
25077,25.072512,0.44163114,0.20678963,357.0,50595200,622,31,28277,1782512185.6211712
25060,25.05775,0.28758526,0.2066739,305.0,50693790,695,31,61077,1782512185.6211712
25127,25.116285,0.6099071,0.44381514,415.0,50541910,599,30,395,1782512185.7216592
25107,25.102507,0.44216025,0.20699382,388.0,50637750,611,31,48417,1782512185.7216592
25137,25.126282,0.6101499,0.44397745,416.0,50562340,614,30,1148,1782512185.923263
25139,25.133875,0.30178988,0.4440099,352.0,50756990,605,30,26332,1782512185.923263
25106,25.100882,0.30139342,0.4434743,401.0,50734230,602,30,56651,1782512186.025939
25109,25.104506,0.44219553,0.20700744,424.0,50635570,683,31,5228,1782512186.025939
25111,25.108747,0.28817186,0.20702104,322.0,50734230,678,31,6506,1782512186.025939
25096,25.090885,0.3012733,0.443312,356.0,50697710,605,30,28081,1782512186.1231656
25074,25.07175,0.28774628,0.2067692,307.0,50697710,687,31,61968,1782512186.1231656
25072,25.067513,0.44154295,0.2067556,372.0,50546160,627,31,37584,1782512186.2227578
25080,25.07775,0.2878153,0.20681004,308.0,50645750,635,31,62973,1782512186.320141
25119,25.111557,0.4556398,0.4436853,414.0,50561660,580,30,65232,1782512186.420464
25077,25.071888,0.30104503,0.4430036,340.0,50660200,594,30,17743,1782512186.420464
25105,25.09756,0.45538574,0.44345805,406.0,50559310,518,30,59601,1782512186.5221803
25085,25.08051,0.44177222,0.20684408,384.0,50559310,642,31,45306,1782512186.5221803
25132,25.124554,0.45587572,0.4438963,427.0,50555800,600,30,8063,1782512186.6214607
25127,25.121878,0.30164573,0.44381514,379.0,50654350,571,30,42708,1782512186.6214607
25135,25.127312,0.59684366,0.2071844,370.0,50460110,686,31,37176,1782512186.6214607
25093,25.087885,0.30123726,0.4432633,353.0,50677780,577,30,26291,1782512186.7189515
25093,25.085566,0.45516795,0.4432633,398.0,50615640,583,30,54593,1782512186.8177543
25055,25.052752,0.28752774,0.20663987,298.0,50714350,656,31,56198,1782512186.8177543
25099,25.088299,0.6092272,0.4433607,412.0,50536280,556,30,63051,1782512186.919157
25095,25.087564,0.45520425,0.44329575,404.0,50632070,591,30,58373,1782512186.919157
25100,25.095507,0.4420368,0.20694618,374.0,50632070,734,31,39422,1782512186.919157
25121,25.113556,0.4556761,0.44371775,417.0,50641850,608,30,1467,1782512187.017766
25115,25.107319,0.59636825,0.20704828,403.0,50546060,625,31,57963,1782512187.017766
25112,25.107506,0.44224843,0.20702785,385.0,50641850,684,31,46228,1782512187.017766
25114,25.106558,0.45554906,0.44360414,408.0,50615100,600,30,61228,1782512187.1233613
25123,25.11788,0.30159765,0.4437502,395.0,50713760,591,30,53257,1782512187.1233613
25112,25.106882,0.3014655,0.4435717,368.0,50693920,573,30,35475,1782512187.2188587
25118,25.110558,0.45562166,0.44366905,420.0,50625210,617,30,3247,1782512187.419892
25086,25.080887,0.30115315,0.4431497,359.0,50723970,581,30,29925,1782512187.419892
25122,25.114317,0.5965346,0.20709592,394.0,50529430,628,31,52403,1782512187.419892
25111,25.100292,0.6095186,0.44355544,428.0,50537370,613,30,8171,1782512187.519466
25062,25.059752,0.28760827,0.20668752,301.0,50731870,692,31,58615,1782512187.519466
25046,25.043753,0.2874242,0.20657861,301.0,50717690,621,31,58136,1782512187.7265642
25139,25.12828,0.61019844,0.4440099,417.0,50479970,610,30,1834,1782512188.0215828
25116,25.108559,0.45558536,0.4436366,405.0,50584630,586,30,59459,1782512188.120348
25115,25.10988,0.30150154,0.44362038,384.0,50683230,563,30,45692,1782512188.120348
25103,25.095322,0.596083,0.2069666,369.0,50522010,665,31,36075,1782512188.32285
25091,25.08651,0.44187805,0.20688492,368.0,50617810,706,31,35628,1782512188.32285
25108,25.10032,0.59620184,0.20700063,359.0,50541830,665,31,29867,1782512188.521063
25086,25.083748,0.2878843,0.20685089,309.0,50736270,652,31,63603,1782512188.521063
25123,25.112288,0.60980994,0.4437502,409.0,50515700,560,30,61632,1782512188.6249135
25087,25.081886,0.30116516,0.4431659,348.0,50710040,630,30,22748,1782512188.6249135
25079,25.068306,0.6087416,0.44303605,392.0,50491960,558,30,50057,1782512188.7189152
25089,25.081566,0.45509535,0.44319835,404.0,50587700,637,30,58000,1782512188.7189152
25076,25.06833,0.5954411,0.20678282,336.0,50491960,663,31,14834,1782512188.7189152
25091,25.083565,0.45513165,0.44323084,405.0,50590260,586,30,58939,1782512188.820585
25111,25.106504,0.44223082,0.20702104,407.0,50566610,607,31,60508,1782512188.9199653
25116,25.11088,0.30151355,0.4436366,368.0,50666390,579,30,36156,1782512189.023679
25069,25.06675,0.28768876,0.20673516,316.0,50666390,625,31,2357,1782512189.023679
25087,25.079567,0.45505905,0.4431659,397.0,50595530,547,30,53411,1782512189.1192365
25114,25.103292,0.6095914,0.44360414,409.0,50586630,590,30,61914,1782512189.3201725
25113,25.10532,0.5963207,0.20703466,394.0,50586630,688,31,51897,1782512189.3201725
25082,25.07433,0.59558374,0.20682366,363.0,50590420,644,31,32025,1782512189.4201908
25089,25.084509,0.4418428,0.2068713,398.0,50686260,660,31,54093,1782512189.4201908
25077,25.06933,0.5954649,0.20678963,412.0,50517780,635,31,62794,1782512189.617586
25047,25.044752,0.2874357,0.20658542,280.0,50712180,736,31,44974,1782512189.617586
25116,25.113747,0.28822938,0.20705508,307.0,50694550,643,31,62856,1782512189.7183769
25126,25.115286,0.6098828,0.4437989,437.0,50468270,589,30,14308,1782512189.8253305
25071,25.06589,0.30097294,0.4429062,369.0,50665730,579,30,35951,1782512189.9243288
25044,25.041752,0.2874012,0.206565,330.0,50665730,633,31,10690,1782512189.9243288
25136,25.125282,0.6101256,0.4439612,418.0,50522180,568,30,2017,1782512190.1219382
25094,25.091747,0.28797632,0.20690534,311.0,50750610,654,31,64979,1782512190.2196
25120,25.112316,0.5964871,0.20708232,388.0,50535240,682,31,48277,1782512190.3202932
25117,25.114746,0.28824088,0.20706189,328.0,50729750,635,31,10624,1782512190.3202932
25117,25.10629,0.60966426,0.44365284,403.0,50517350,592,30,58179,1782512190.4211006
25129,25.121315,0.596701,0.20714357,394.0,50517350,654,31,52410,1782512190.4211006
25080,25.072329,0.59553623,0.20681004,391.0,50487420,657,31,49526,1782512190.519462
25091,25.088749,0.2879418,0.20688492,300.0,50681720,686,31,57832,1782512190.519462
25073,25.07075,0.28773478,0.20676239,321.0,50669560,665,31,5342,1782512191.1204312
25067,25.06475,0.28766575,0.20672156,282.0,50711640,685,31,46165,1782512191.2203023
25107,25.09956,0.455422,0.44349054,411.0,50647030,631,30,62811,1782512191.4203312
25114,25.10632,0.5963445,0.20704147,376.0,50551200,644,31,40814,1782512191.4203312
25081,25.073568,0.45495018,0.44306853,415.0,50648490,613,30,64884,1782512191.5218945
25064,25.058891,0.30088887,0.4427926,341.0,50747250,590,30,18162,1782512191.5218945
25079,25.07675,0.2878038,0.20680323,287.0,50718170,673,31,49546,1782512191.9236853
25054,25.051752,0.28751624,0.20663306,297.0,50707050,688,31,55385,1782512192.0206683
25091,25.085886,0.30121323,0.44323084,385.0,50705590,582,30,46370,1782512192.1184583
25107,25.104748,0.28812584,0.20699382,331.0,50705590,680,31,12108,1782512192.1184583
25069,25.064512,0.44149002,0.20673516,361.0,50538110,674,31,30359,1782512192.5239263
25092,25.089748,0.28795332,0.20689172,306.0,50712040,641,31,61867,1782512192.7191021
25130,25.119286,0.6099799,0.44386384,410.0,50593250,582,30,62929,1782512193.019704
25122,25.114555,0.45569426,0.443734,427.0,50632100,569,30,7392,1782512193.3211808
25070,25.06775,0.28770027,0.20674197,307.0,50730760,671,31,61998,1782512193.3211808
25099,25.096748,0.28803384,0.20693937,312.0,50722540,652,31,166,1782512193.521757
25123,25.115316,0.5965584,0.20710273,381.0,50538450,683,31,43926,1782512193.825125
25104,25.099506,0.44210735,0.2069734,386.0,50634240,658,31,46841,1782512193.825125
25125,25.117315,0.59660596,0.20711635,381.0,50500080,659,31,44086,1782512194.5238261
25122,25.117504,0.44242483,0.20709592,418.0,50595800,607,31,2130,1782512194.5238261
25072,25.064331,0.59534603,0.2067556,364.0,50517290,670,31,32321,1782512194.6204004
25118,25.110317,0.59643954,0.2070687,405.0,50542190,606,31,59390,1782512194.721253
25115,25.110504,0.44230136,0.20704828,390.0,50637980,683,31,49445,1782512194.721253
25079,25.07157,0.45491388,0.44303605,378.0,50607950,572,30,41174,1782512194.8210497
25119,25.114504,0.4423719,0.2070755,386.0,50599320,692,31,47577,1782512194.922563
25043,25.040752,0.2873897,0.2065582,289.0,50697960,645,31,50434,1782512194.922563
25104,25.096561,0.4553676,0.44344184,407.0,50611150,611,30,60338,1782512195.3289843
25123,25.115557,0.4557124,0.4437502,384.0,50612590,591,30,46314,1782512195.4197319
25094,25.0833,0.60910577,0.44327953,414.0,50516000,608,30,64563,1782512195.5237308
25074,25.06889,0.301009,0.4429549,364.0,50710410,597,30,32765,1782512195.5237308
25078,25.073511,0.44164878,0.20679642,362.0,50633300,684,31,31110,1782512195.6241984
25084,25.081749,0.28786132,0.20683727,313.0,50732010,662,31,506,1782512195.6241984
25082,25.074568,0.45496833,0.44308475,377.0,50634160,603,30,41048,1782512195.7196686
25073,25.06789,0.300997,0.4429387,404.0,50732870,599,30,57873,1782512195.7196686
25050,25.047752,0.28747022,0.20660584,322.0,50732870,667,31,5584,1782512195.7196686
25134,25.123283,0.610077,0.44392875,430.0,50506270,576,30,9507,1782512196.1227536
25098,25.095747,0.28802234,0.20693256,316.0,50700600,694,31,3063,1782512196.1227536
25106,25.103746,0.28811434,0.20698702,319.0,50704420,668,31,4597,1782512196.7224197
25067,25.06189,0.3009249,0.4428413,323.0,50714150,604,30,6827,1782512197.2208195
25058,25.055752,0.28756225,0.2066603,343.0,50714150,634,31,19084,1782512197.2208195
25089,25.081327,0.59575015,0.2068713,352.0,50472710,672,31,25071,1782512197.3204782
25068,25.063513,0.4414724,0.20672835,358.0,50545160,652,31,28580,1782512197.4271672
25132,25.126877,0.30170578,0.4438963,380.0,50626910,635,30,43720,1782512197.7223833
25040,25.037752,0.2873552,0.20653777,298.0,50683390,634,31,56094,1782512197.8179417
25125,25.117556,0.45574868,0.4437827,413.0,50637870,558,30,64215,1782512197.9210274
25120,25.11488,0.30156162,0.44370154,385.0,50696850,584,30,46925,1782512198.6196172
25066,25.061514,0.44143713,0.20671475,329.0,50598240,671,31,10215,1782512198.6196172
25072,25.066889,0.30098498,0.44292244,335.0,50730680,579,30,14592,1782512198.8201282
25098,25.0873,0.6092029,0.44334444,394.0,50478880,613,30,52015,1782512199.1239405
25128,25.117287,0.60993135,0.44383138,403.0,50491390,569,30,57902,1782512199.3203216
25063,25.057892,0.30087686,0.44277635,339.0,50741800,623,30,16713,1782512199.6233208
25076,25.071512,0.4416135,0.20678282,363.0,50633990,648,31,31894,1782512199.9213605
25120,25.112556,0.45565796,0.44370154,410.0,50623470,598,30,62625,1782512200.0233974
25088,25.077303,0.6089601,0.44318214,397.0,50497960,579,30,53896,1782512200.2333302
25135,25.124283,0.61010134,0.443945,432.0,50503490,607,30,11248,1782512200.4237072
25065,25.05989,0.30090088,0.44280884,344.0,50697900,628,30,19865,1782512200.4237072
25126,25.118315,0.59662974,0.20712315,361.0,50503490,659,31,31488,1782512200.4237072
25088,25.085749,0.2879073,0.20686449,321.0,50697900,658,31,5622,1782512200.4237072
25063,25.055334,0.5951321,0.20669432,360.0,50475430,679,31,29608,1782512200.819146
25062,25.054335,0.59510833,0.20668752,370.0,50529080,626,31,36151,1782512201.0251088
25126,25.118555,0.45576683,0.4437989,397.0,50677500,596,30,54552,1782512201.2299805
25103,25.100748,0.28807986,0.2069666,347.0,50784250,682,31,22118,1782512201.3216908
25105,25.102747,0.28810287,0.20698021,303.0,50791340,663,31,60052,1782512201.4229238
25074,25.066332,0.5953936,0.2067692,377.0,50513470,617,31,40825,1782512202.1213264
