calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp
25.09261,25.088263,0.14728932,0.44324705,401.0,50831670,607,30,56336,25092,1782507057.5513237
25.09895,25.08974,0.011029263,0.67972016,398.0,50903750,518,29,54425,25098,1782507057.9482675
25.093609,25.087885,0.30123726,0.4432633,365.0,50708130,581,30,33825,25093,1782507057.9482675
25.084951,25.073723,0.31874037,0.67936105,330.0,50721930,551,29,11173,25084,1782507058.451626
25.138948,25.129726,0.0110464925,0.6807463,431.0,50919990,525,29,10501,25138,1782507058.7511015
25.07761,25.073265,0.14720115,0.4430036,403.0,50856570,632,30,57155,25077,1782507058.9484417
25.08561,25.081263,0.14724818,0.44313344,394.0,50864090,650,30,51560,25085,1782507059.5516348
25.12595,25.114706,0.31926098,0.6804128,352.0,50738080,536,29,25827,25125,1782507059.6512902
25.10295,25.093739,0.011030986,0.6798228,378.0,50836930,540,29,41777,25102,1782507059.9532907
25.10261,25.096884,0.30134538,0.44340938,381.0,50637910,603,30,43952,25102,1782507060.0509171
25.080948,25.069723,0.31868958,0.6792584,354.0,50723810,527,29,26339,25080,1782507060.253739
25.129946,25.120188,0.16518031,0.68051547,383.0,50862350,548,29,45404,25129,1782507060.7507231
25.135948,25.126728,0.0110452,0.68066937,411.0,50960250,518,29,63374,25135,1782507060.7507231
25.092947,25.0832,0.16493742,0.67956626,409.0,50836070,546,29,61078,25092,1782507060.8505495
25.083948,25.074745,0.0110228015,0.67933536,379.0,50875720,543,29,42034,25083,1782507060.95061
25.129612,25.12569,-0.0066616144,0.4438476,403.0,50922560,648,30,58116,25129,1782507061.4489148
25.08961,25.085262,0.1472717,0.44319835,394.0,50844200,616,30,51820,25089,1782507061.7557187
25.11461,25.110691,-0.0066577694,0.44360414,392.0,50913270,590,30,51191,25114,1782507061.956991
25.133945,25.124186,0.16520657,0.68061805,360.0,50896960,566,29,30849,25133,1782507062.9532833
25.146948,25.137724,0.011049938,0.68095154,380.0,50995050,526,29,43960,25146,1782507062.9532833
25.13395,25.122702,0.31936258,0.68061805,361.0,50641400,554,29,31547,25133,1782507063.4500852
25.127945,25.118187,0.16516718,0.68046415,363.0,50738770,568,29,32637,25127,1782507063.4500852
25.083946,25.074203,0.16487834,0.67933536,402.0,50843790,575,29,56331,25083,1782507064.0528886
25.076948,25.065725,0.31863877,0.6791558,351.0,50704190,567,29,24154,25076,1782507064.8558156
25.128609,25.12469,-0.006661358,0.44383138,431.0,50904670,630,30,10344,25128,1782507065.3517644
25.095612,25.091694,-0.0066528996,0.44329575,400.0,50904220,606,30,55772,25095,1782507066.5505793
25.120947,25.11119,0.16512123,0.68028456,385.0,50831760,535,29,46564,25120,1782507067.1541975
25.123951,25.112707,0.3192356,0.6803615,338.0,50699130,555,29,16847,25123,1782507067.6548047
25.075947,25.066206,0.16482581,0.67913014,379.0,50788670,529,29,41954,25075,1782507068.0501413
25.081947,25.072746,0.01102194,0.6792841,375.0,50861050,536,29,39513,25081,1782507068.1528366
25.137949,25.128727,0.011046061,0.6807207,427.0,50837890,534,29,7907,25137,1782507068.2513008
25.084608,25.078886,0.30112913,0.4431172,408.0,50678770,600,30,60613,25084,1782507068.5503223
25.04995,25.038736,0.31829593,0.67846316,330.0,50782540,539,29,10667,25049,1782507068.8506265
25.08561,25.081696,-0.0066503366,0.44313344,394.0,50978430,662,30,51495,25085,1782507068.8506265
25.095945,25.086199,0.1649571,0.6796432,399.0,50865070,523,29,54968,25095,1782507068.9488633
25.159609,25.153872,0.30203015,0.44433454,388.0,50767200,637,30,49290,25159,1782507069.0495038
25.13961,25.135256,0.14756563,0.4440099,423.0,50864990,626,30,5538,25139,1782507069.0495038
25.132948,25.12373,0.011043908,0.6805924,384.0,50900050,556,29,46050,25132,1782507069.4488084
25.130949,25.119703,0.3193245,0.6805411,331.0,50689830,524,29,12723,25130,1782507071.35213
25.082949,25.073746,0.011022371,0.6793097,375.0,50931640,556,29,39418,25082,1782507072.3549752
25.127949,25.116705,0.31928638,0.68046415,346.0,50697050,534,29,22077,25127,1782507072.7496274
25.090609,25.084887,0.30120122,0.4432146,391.0,50692660,625,30,49897,25090,1782507072.85093
25.130611,25.126257,0.14751272,0.44386384,404.0,50790260,665,30,58685,25130,1782507072.85093
25.13661,25.132689,-0.0066634086,0.4439612,422.0,50938530,616,30,4897,25136,1782507073.1508324
25.134949,25.125729,0.01104477,0.68064374,404.0,50928300,516,29,58947,25134,1782507074.1490808
