range,x,y,z,intensity,t,reflectivity,ring,ambient,timestamp
25122,25.118177,-0.16078508,0.443734,382.0,51036670,568,30,44532,1782502978.0591266
25108,25.107391,-0.019970484,0.20700063,362.0,50939020,634,31,31915,1782502978.0591266
25110,25.108797,-0.17403999,0.20701425,380.0,51036670,697,31,43591,1782502978.0591266
25107,25.103693,-0.0066559757,0.44349054,379.0,50946880,543,30,42490,1782502978.1582787
25135,25.131174,-0.16086817,0.443945,394.0,51044510,516,30,52644,1782502978.1582787
25092,25.091393,-0.01995818,0.20689172,354.0,50946880,647,31,26520,1782502978.1582787
25111,25.109797,-0.17404689,0.20702104,373.0,51044510,703,31,39173,1782502978.1582787
25126,25.12269,-0.0066608456,0.4437989,398.0,50929470,552,30,54793,1782502978.360079
25115,25.114391,-0.019975867,0.20704828,349.0,50929470,684,31,23577,1782502978.360079
25120,25.118797,-0.17410904,0.20708232,423.0,51027100,653,31,4985,1782502978.360079
25120,25.116692,-0.0066593075,0.44370154,423.0,50910260,585,30,5363,1782502978.5609095
25114,25.113392,-0.019975098,0.20704147,381.0,50910260,674,31,43803,1782502978.5609095
25121,25.117691,-0.0066595636,0.44371775,407.0,50874540,586,30,60813,1782502978.659476
25085,25.081182,-0.1605486,0.44313344,371.0,50972010,545,30,37017,1782502978.659476
25094,25.093391,-0.019959718,0.20690534,354.0,50874540,691,31,26320,1782502978.659476
25065,25.064392,-0.019937417,0.20670794,347.0,50863540,656,31,21593,1782502978.761378
25069,25.067799,-0.1737569,0.20673516,341.0,50961020,671,31,17806,1782502978.761378
25074,25.073393,-0.019944338,0.2067692,346.0,50867870,606,31,21394,1782502978.8595598
25106,25.105392,-0.019968947,0.20698702,373.0,50874610,646,31,38756,1782502978.9610791
25126,25.122177,-0.16081063,0.4437989,430.0,51001490,556,30,9438,1782502979.0578978
25085,25.084393,-0.019952796,0.20684408,358.0,50903910,684,31,28715,1782502979.0578978
25111,25.107693,-0.0066570006,0.44355544,393.0,50920590,568,30,51253,1782502979.164191
25083,25.082392,-0.01995126,0.20683046,353.0,50920590,625,31,25851,1782502979.164191
25078,25.0768,-0.17381904,0.20679642,385.0,51018220,689,31,45548,1782502979.164191
25094,25.090694,-0.0066526434,0.44327953,386.0,50914390,550,30,46603,1782502979.2623289
25103,25.102392,-0.01996664,0.2069666,378.0,50914390,681,31,41659,1782502979.2623289
25094,25.092798,-0.17392951,0.20690534,358.0,51011970,637,31,29134,1782502979.2623289
25104,25.100693,-0.0066552064,0.44344184,367.0,50900940,580,30,35298,1782502979.661863
25108,25.10418,-0.1606956,0.44350675,376.0,50998470,597,30,40948,1782502979.661863
25076,25.075392,-0.019945877,0.20678282,368.0,50900940,688,31,34820,1782502979.661863
25125,25.12169,-0.006660589,0.4437827,392.0,50885750,546,30,51023,1782502979.8608644
25117,25.116392,-0.019977406,0.20706189,351.0,50896080,625,31,25188,1782502979.961639
25117,25.115797,-0.17408833,0.20706189,371.0,50993610,628,31,37803,1782502979.961639
25092,25.088694,-0.0066521307,0.44324705,379.0,50921980,551,30,42161,1782502980.2639503
25101,25.09718,-0.16065085,0.44339314,410.0,51019580,548,30,61881,1782502980.2639503
25072,25.071392,-0.0199428,0.2067556,365.0,50921980,685,31,32881,1782502980.2639503
25089,25.085182,-0.16057415,0.44319835,385.0,51001240,580,30,46351,1782502980.35841
25091,25.089798,-0.1739088,0.20688492,404.0,51001240,627,31,58096,1782502980.35841
25098,25.094694,-0.006653669,0.44334444,405.0,50906670,615,30,58933,1782502980.456547
25102,25.09818,-0.16065724,0.44340938,400.0,51004260,651,30,55662,1782502980.456547
25078,25.077393,-0.019947413,0.20679642,370.0,50906670,655,31,36300,1782502980.456547
25111,25.107178,-0.16071478,0.44355544,400.0,50957330,582,30,56221,1782502980.659654
25079,25.078392,-0.019948183,0.20680323,358.0,50925100,627,31,28919,1782502980.9641871
25091,25.090391,-0.019957412,0.20688492,358.0,50948490,691,31,28785,1782502981.065939
25107,25.105797,-0.17401928,0.20699382,390.0,51046680,673,31,49338,1782502981.1574564
25099,25.095694,-0.006653925,0.4433607,357.0,50936520,583,30,28885,1782502981.2601657
25141,25.137688,-0.00666469,0.44404238,405.0,50916500,606,30,59854,1782502981.458771
25096,25.092693,-0.006653156,0.443312,376.0,50879030,559,30,40299,1782502981.6604285
25101,25.097692,-0.0066544376,0.44339314,398.0,50871820,545,30,54336,1782502981.7607183
25089,25.0878,-0.17389499,0.2068713,386.0,50969310,699,31,46955,1782502981.7607183
25108,25.104692,-0.006656232,0.44350675,380.0,50871080,561,30,43036,1782502981.8590686
25118,25.114178,-0.16075951,0.44366905,411.0,50968600,598,30,63225,1782502981.8590686
25114,25.112797,-0.17406762,0.20704147,360.0,50968600,696,31,31054,1782502981.8590686
25129,25.125175,-0.16082981,0.4438476,402.0,50977630,584,30,57835,1782502981.9632769
25083,25.081799,-0.17385356,0.20683046,378.0,50977630,661,31,41384,1782502981.9632769
25082,25.081392,-0.01995049,0.20682366,373.0,50903970,649,31,38289,1782502982.059011
25094,25.090181,-0.16060612,0.44327953,381.0,51040050,606,30,43778,1782502982.3578646
25106,25.104797,-0.17401238,0.20698702,382.0,51040050,686,31,44210,1782502982.3578646
25079,25.077799,-0.17382595,0.20680323,348.0,51024080,729,31,22701,1782502982.5639083
25116,25.112692,-0.006658282,0.4436366,375.0,50860310,570,30,39990,1782502982.7575302
25125,25.124392,-0.019983558,0.20711635,356.0,50852180,654,31,28332,1782502982.8577778
25092,25.08818,-0.16059333,0.44324705,397.0,50958910,611,30,53796,1782502982.9565628
25088,25.086798,-0.17388809,0.20686449,371.0,50958910,706,31,37461,1782502982.9565628
25077,25.076393,-0.019946646,0.20678963,353.0,50876680,683,31,25428,1782502983.0608246
25129,25.12569,-0.0066616144,0.4438476,392.0,50926880,556,30,51042,1782502983.2582884
25088,25.084696,-0.0066511054,0.44318214,398.0,50965020,542,30,54098,1782502983.4597178
25086,25.082182,-0.16055499,0.4431497,390.0,51062720,630,30,49167,1782502983.4597178
25111,25.110392,-0.019972792,0.20702104,383.0,50965020,695,31,45508,1782502983.4597178
25090,25.086182,-0.16058055,0.4432146,377.0,51058980,595,30,41248,1782502983.564102
25087,25.083694,-0.0066508492,0.4431659,380.0,50931630,544,30,42728,1782502983.6575823
25103,25.09918,-0.16066363,0.4434256,414.0,50980230,614,30,64702,1782502984.061111
25081,25.0798,-0.17383975,0.20681685,359.0,51017220,693,31,29857,1782502984.3584445
25074,25.0728,-0.17379142,0.2067692,343.0,50997270,679,31,19110,1782502984.656566
25110,25.109392,-0.019972023,0.20701425,380.0,50902770,644,31,43251,1782502984.8602004
25123,25.11969,-0.0066600763,0.4437502,377.0,50876200,583,30,41940,1782502985.2583232
25083,25.079184,-0.16053581,0.443101,377.0,51014400,586,30,41169,1782502985.8583481
25073,25.072393,-0.019943569,0.20676239,353.0,50854150,688,31,25334,1782502986.160442
25072,25.070799,-0.17377761,0.2067556,357.0,50951680,666,31,27956,1782502986.160442
25079,25.075184,-0.16051024,0.44303605,374.0,50995440,558,30,38735,1782502986.3587801
25095,25.091694,-0.0066528996,0.44329575,359.0,50951330,581,30,30088,1782502986.4578226
25087,25.083181,-0.16056138,0.4431659,394.0,51083200,585,30,51945,1782502986.7587814
25121,25.119797,-0.17411594,0.20708911,360.0,51083200,671,31,30696,1782502986.7587814
25128,25.126797,-0.17416428,0.20713677,376.0,51043050,683,31,40855,1782502986.9599488
25077,25.075798,-0.17381214,0.20678963,368.0,50951180,655,31,35014,1782502987.262353
25122,25.120796,-0.17412286,0.20709592,367.0,50993400,609,31,35467,1782502987.4585307
25076,25.072697,-0.0066480297,0.44298735,377.0,50929510,568,30,40496,1782502987.6593878
25066,25.065393,-0.019938186,0.20671475,375.0,50960900,695,31,39615,1782502987.7604258
25070,25.0688,-0.1737638,0.20674197,406.0,51058640,665,31,58719,1782502987.7604258
25097,25.096392,-0.019962026,0.20692575,380.0,50964910,611,31,43188,1782502987.862151
25091,25.087694,-0.0066518746,0.44323084,399.0,50958310,571,30,54614,1782502987.9636562
25122,25.11869,-0.00665982,0.443734,392.0,50939760,526,30,51074,1782502988.0584142
25145,25.141687,-0.0066657155,0.4441073,400.0,50895070,572,30,56338,1782502988.2609959
25140,25.136173,-0.16090012,0.44402614,402.0,50992620,606,30,57942,1782502988.2609959
25107,25.106392,-0.019969715,0.20699382,365.0,50914100,648,31,33716,1782502988.8656402
25123,25.12239,-0.01998202,0.20710273,384.0,50897700,715,31,46261,1782502989.3601902
25135,25.133797,-0.1742126,0.2071844,388.0,50995290,673,31,48619,1782502989.3601902
25127,25.123177,-0.16081703,0.44381514,392.0,51042770,558,30,51002,1782502989.6640296
25128,25.127392,-0.019985866,0.20713677,366.0,50945140,660,31,34667,1782502989.6640296
25112,25.111391,-0.019973561,0.20702785,391.0,50937520,654,31,50176,1782502989.7607102
25137,25.133688,-0.0066636647,0.44397745,422.0,50884090,607,30,4978,1782502990.062996
25136,25.132175,-0.16087456,0.4439612,399.0,51004890,566,30,55543,1782502990.1622062
25077,25.073696,-0.0066482862,0.4430036,371.0,50927290,582,30,37304,1782502990.5616803
25074,25.070185,-0.1604783,0.4429549,378.0,51024870,587,30,41622,1782502990.5616803
25060,25.0588,-0.17369476,0.2066739,345.0,51024870,643,31,20317,1782502990.5616803
25125,25.121176,-0.16080424,0.4437827,392.0,51007260,567,30,50908,1782502990.9580314
25132,25.131392,-0.019988941,0.20716399,386.0,50913270,701,31,47775,1782502991.660955
25124,25.12069,-0.006660333,0.44376644,392.0,50861860,609,30,51280,1782502993.5612931
25132,25.130796,-0.17419189,0.20716399,382.0,51063720,636,31,44973,1782502994.0595002
25130,25.126175,-0.1608362,0.44386384,427.0,50998780,618,30,7916,1782502994.766191
25144,25.140688,-0.006665459,0.44409105,446.0,50906160,586,30,20410,1782502994.8594522
25148,25.144173,-0.16095126,0.444156,400.0,51003680,596,30,56899,1782502994.8594522
25142,25.138174,-0.1609129,0.4440586,400.0,51025070,594,30,56774,1782502995.2658184
25118,25.117392,-0.019978175,0.2070687,385.0,50878660,652,31,46519,1782502995.6610148
25095,25.09118,-0.16061251,0.44329575,385.0,51007020,584,30,46446,1782502997.6629348
25134,25.13069,-0.006662896,0.44392875,384.0,50912570,594,30,46515,1782502997.859577
25116,25.112177,-0.16074672,0.4436366,390.0,51010140,582,30,50018,1782502997.859577
25082,25.0808,-0.17384666,0.20682366,376.0,51013050,688,31,39964,1782502997.9607282
25064,25.063393,-0.019936647,0.20670113,362.0,50905310,696,31,31414,1782502998.7595623
25063,25.0618,-0.17371547,0.20669432,337.0,51002840,685,31,15127,1782502998.7595623
25157,25.153687,-0.006668791,0.44430205,421.0,50901730,579,30,4930,1782502998.8570209
25151,25.147173,-0.16097042,0.4442047,398.0,50999260,560,30,55260,1782502998.8570209
25093,25.089182,-0.16059972,0.4432633,408.0,51020580,563,30,60370,1782502999.3596728
25057,25.056393,-0.019931264,0.20665349,337.0,50948610,674,31,15086,1782503000.6603057
25080,25.078798,-0.17383285,0.20681004,370.0,51046310,692,31,36755,1782503000.6603057
25116,25.114798,-0.17408141,0.20705508,393.0,51030520,676,31,51391,1782503001.5603259
25131,25.127176,-0.1608426,0.44388005,410.0,51045600,598,30,62857,1782503003.06076
