range,x,y,z,intensity,t,reflectivity,ring,ambient,timestamp
25127,25.121878,0.30164573,0.44381514,365.0,50713630,613,30,34270,1782508435.5099955
25087,25.076721,0.31877846,0.679438,364.0,50719390,540,29,32681,1782508435.7138476
25094,25.086565,0.4551861,0.44327953,419.0,50620930,624,30,2072,1782508435.7138476
25074,25.06889,0.301009,0.4429549,368.0,50719390,628,30,35111,1782508435.7138476
25083,25.072723,0.31872767,0.67933536,383.0,50708160,563,29,44442,1782508436.0101194
25087,25.070919,0.6264844,0.679438,358.0,50514860,557,29,28812,1782508436.3141181
25091,25.07829,0.47271562,0.67954063,379.0,50610800,534,29,42240,1782508436.3141181
25090,25.07972,0.31881654,0.67951494,395.0,50709260,500,29,52470,1782508436.3141181
25126,25.115286,0.6098828,0.4437989,403.0,50514860,614,30,58241,1782508436.3141181
25133,25.12027,0.47350654,0.68061805,412.0,50609600,493,29,64112,1782508436.408709
25107,25.090908,0.62698364,0.6799511,386.0,50502100,549,29,46871,1782508436.5095267
25095,25.078915,0.62668407,0.6796432,403.0,50507790,522,29,57492,1782508436.715778
25090,25.077291,0.47269678,0.67951494,377.0,50603730,502,29,41128,1782508436.715778
25098,25.085287,0.47284743,0.67972016,367.0,50602540,522,29,34875,1782508436.8104692
25130,25.122553,0.45583943,0.44386384,422.0,50602540,584,30,4961,1782508436.8104692
25116,25.11088,0.30151355,0.4436366,357.0,50700930,687,30,28625,1782508436.8104692
25110,25.093904,0.62705857,0.680028,399.0,50510710,540,29,55176,1782508436.9090059
25108,25.091906,0.6270086,0.6799767,412.0,50532480,566,29,63184,1782508437.1121316
25092,25.07929,0.47273445,0.67956626,372.0,50627610,517,29,37940,1782508437.2117248
25082,25.071724,0.31871498,0.6793097,392.0,50726100,522,29,50299,1782508437.2117248
25122,25.105898,0.6273581,0.6803359,423.0,50534870,513,29,5176,1782508437.3099625
25116,25.105291,0.60964,0.4436366,402.0,50509290,621,30,57374,1782508437.6138856
25089,25.078302,0.60898435,0.44319835,397.0,50505020,607,30,53758,1782508437.7099948
25081,25.073568,0.45495018,0.44306853,411.0,50600970,590,30,62493,1782508437.7099948
25102,25.089285,0.47292277,0.6798228,401.0,50604400,514,29,56413,1782508437.8110182
25086,25.080887,0.30115315,0.4431497,346.0,50702850,622,30,21520,1782508437.8110182
25115,25.098902,0.6271834,0.6801563,394.0,50524620,544,29,52090,1782508437.908892
25080,25.069723,0.31868958,0.6792584,378.0,50729300,555,29,41283,1782508438.2157168
25055,25.049892,0.30078074,0.44264653,318.0,50735550,619,30,3424,1782508438.3130279
25077,25.066307,0.608693,0.4430036,411.0,50503340,632,30,62186,1782508438.612105
25085,25.077566,0.45502278,0.44313344,408.0,50599290,582,30,60726,1782508438.612105
25125,25.119879,0.30162168,0.4437827,360.0,50702870,650,30,30883,1782508438.7096658
25071,25.06589,0.30097294,0.4429062,337.0,50708330,625,30,15585,1782508439.109488
25123,25.112707,0.3192356,0.6803615,390.0,50699550,566,29,49608,1782508439.20906
25113,25.105558,0.4555309,0.4435879,451.0,50598370,552,30,22429,1782508439.4082737
25082,25.071306,0.6088144,0.44308475,415.0,50500090,653,30,64696,1782508439.5106072
25093,25.082718,0.31885466,0.6795919,417.0,50701960,531,29,677,1782508439.610202
25132,25.11589,0.62760776,0.6805924,403.0,50524760,549,29,58089,1782508439.8093278
25105,25.08891,0.62693375,0.67989975,410.0,50525850,522,29,62102,1782508439.9131315
25104,25.093296,0.6093486,0.44344184,411.0,50504600,623,30,62793,1782508440.2132626
25139,25.1287,0.31943876,0.68077195,391.0,50717190,547,29,50668,1782508440.6105156
25092,25.081718,0.31884196,0.67956626,383.0,50693560,514,29,44883,1782508440.910501
25094,25.0833,0.60910577,0.44327953,384.0,50499230,575,30,45207,1782508440.910501
25087,25.081886,0.30116516,0.4431659,361.0,50693560,626,30,30952,1782508440.910501
25139,25.122887,0.62778246,0.68077195,388.0,50499780,519,29,48925,1782508441.0102918
25076,25.065725,0.31863877,0.6791558,367.0,50694160,578,29,34784,1782508441.0102918
25093,25.076916,0.6266342,0.6795919,395.0,50499660,537,29,52327,1782508441.1089244
25075,25.06989,0.301021,0.44297114,326.0,50708800,676,30,8454,1782508441.2099214
25128,25.11527,0.47341236,0.6804898,389.0,50609010,560,29,49113,1782508441.8101869
25104,25.098883,0.3013694,0.44344184,332.0,50677510,639,30,12917,1782508442.0122478
25087,25.076303,0.60893583,0.4431659,397.0,50498290,609,30,53702,1782508442.2115605
25101,25.095884,0.30133337,0.44339314,341.0,50709990,631,30,18581,1782508442.309946
25083,25.070293,0.47256497,0.67933536,410.0,50620970,534,29,61588,1782508442.4111385
25136,25.1257,0.31940067,0.680695,436.0,50711720,558,29,13446,1782508442.7097034
25126,25.115705,0.31927368,0.68043846,367.0,50708020,534,29,35322,1782508442.816992
25125,25.114706,0.31926098,0.6804128,388.0,50698740,523,29,48625,1782508442.9095197
25082,25.065924,0.6263596,0.6793097,376.0,50519370,531,29,40198,1782508443.111743
25077,25.071888,0.30104503,0.4430036,352.0,50690550,643,30,25022,1782508443.612422
25101,25.090298,0.60927576,0.44339314,412.0,50522810,606,30,63454,1782508443.908472
25092,25.084564,0.4551498,0.44324705,398.0,50638720,618,30,54387,1782508444.0099592
25099,25.088717,0.31893083,0.67974585,379.0,50676630,557,29,42257,1782508444.5166771
25105,25.094713,0.31900704,0.67989975,388.0,50723560,551,29,48077,1782508444.9195523
25091,25.083565,0.45513165,0.44323084,412.0,50625040,585,30,63367,1782508444.9195523
25088,25.075293,0.4726591,0.6794636,371.0,50633010,561,29,36986,1782508445.0081038
25083,25.072306,0.6088387,0.443101,403.0,50526200,567,30,57002,1782508445.2086747
25056,25.050892,0.30079275,0.44266275,329.0,50682700,649,30,10178,1782508445.412021
25129,25.112892,0.62753284,0.68051547,395.0,50483930,535,29,53053,1782508445.5106597
25085,25.074305,0.60888726,0.44313344,414.0,50483930,595,30,64431,1782508445.5106597
25082,25.074568,0.45496833,0.44308475,416.0,50579870,643,30,65365,1782508445.5106597
25072,25.066889,0.30098498,0.44292244,366.0,50678220,658,30,33648,1782508445.5106597
25142,25.131279,0.61027133,0.4440586,427.0,50520810,588,30,8339,1782508445.9103518
25129,25.121553,0.45582128,0.4438476,427.0,50616760,625,30,7862,1782508445.9103518
25092,25.0813,0.60905725,0.44324705,404.0,50514340,589,30,58323,1782508446.110063
25104,25.091284,0.4729604,0.6798741,405.0,50604590,544,29,58815,1782508446.2137065
25084,25.071293,0.4725838,0.67936105,408.0,50603790,533,29,60351,1782508446.5104003
25065,25.048935,0.6259352,0.6788736,358.0,50515850,549,29,28465,1782508446.609946
25076,25.063297,0.47243315,0.6791558,401.0,50611790,555,29,55675,1782508446.609946
25126,25.113272,0.47337472,0.68043846,397.0,50616240,563,29,54103,1782508446.710115
25085,25.068922,0.62643445,0.6793867,362.0,50511450,518,29,31502,1782508447.6135142
25095,25.0843,0.6091301,0.44329575,399.0,50500290,626,30,55033,1782508447.711502
25076,25.06857,0.45485944,0.44298735,399.0,50596180,635,30,54608,1782508447.711502
25139,25.133875,0.30178988,0.4440099,332.0,50691470,623,30,13581,1782508448.0101132
25079,25.066296,0.47248963,0.6792328,368.0,50595860,499,29,35284,1782508448.1091218
25086,25.073292,0.47262147,0.67941236,392.0,50626120,498,29,50519,1782508448.4081182
25123,25.110273,0.47331822,0.6803615,383.0,50624790,524,29,45420,1782508448.5131066
25084,25.078886,0.30112913,0.4431172,341.0,50723340,621,30,18340,1782508448.5131066
