cloud_index,point_count
0,5
1,4
2,2
3,6
4,5
5,4
6,4
7,3
8,5
9,2
10,3
11,2
12,1
13,5
14,4
15,3
16,5
17,3
18,3
19,3
20,2
21,3
22,2
23,3
25,2
26,2
27,1
28,2
29,2
30,3
32,3
34,4
35,1
36,1
37,2
38,2
39,3
40,3
42,1
44,2
45,1
47,1
48,1
49,2
51,2
52,1
53,2
55,2
56,1
57,1
58,1
59,1
61,3
63,1
64,2
65,1
66,1
68,1
70,2
71,2
73,1
77,1
79,2
82,1
83,1
86,2
88,2
89,1
90,1
91,1
93,1
96,2
99,2
101,1
109,2
110,2
111,1
112,1
113,1
114,2
116,1
119,1
120,1
123,1
129,1
139,1
143,1
147,2
148,3
150,1
157,1
158,1
160,1
161,1
166,1
169,1
171,1
177,1
179,1
182,2
183,1
194,1
204,2
209,1
219,1
224,1
236,1
245,2
253,1
289,1
292,1
