calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.094252,25.089508,0.44193098,0.20690534,399.0,50634180,677,31,54734,25094,1782512181.71929,13
25.078255,25.07575,0.2877923,0.20679642,315.0,50732940,627,31,1860,25078,1782512181.71929,13
25.111609,25.10356,0.4554946,0.44355544,396.0,50630780,607,30,53561,25111,1782512181.8215067,14
25.104609,25.098883,0.3013694,0.44344184,351.0,50729440,571,30,24633,25104,1782512181.8215067,14
25.08661,25.078568,0.45504093,0.4431497,403.0,50583340,617,30,57419,25086,1782512181.9270406,15
25.102255,25.097507,0.44207206,0.20695978,366.0,50583340,681,31,34083,25102,1782512181.9270406,15
25.114254,25.111746,0.28820637,0.20704147,281.0,50681950,671,31,46280,25114,1782512181.9270406,15
25.11361,25.107882,0.30147752,0.4435879,389.0,50644790,614,30,49153,25113,1782512182.0196707,16
25.11261,25.104559,0.45551276,0.4435717,386.0,50539770,595,30,47350,25112,1782512182.1194465,17
25.094608,25.088884,0.30124927,0.44327953,329.0,50638280,591,30,11115,25094,1782512182.1194465,17
25.075254,25.07275,0.28775778,0.20677601,296.0,50638280,627,31,55402,25075,1782512182.1194465,17
25.107609,25.101883,0.30140543,0.44349054,363.0,50659160,576,30,32223,25107,1782512182.2308967,18
25.083254,25.07851,0.44173697,0.20683046,375.0,50560600,621,31,39715,25083,1782512182.2308967,18
25.10361,25.097883,0.3013574,0.4434256,344.0,50672800,608,30,20623,25103,1782512182.3249314,19
25.081255,25.076511,0.44170168,0.20681685,362.0,50574180,677,31,31202,25081,1782512182.3249314,19
25.087254,25.08475,0.2878958,0.20685768,302.0,50672800,665,31,59138,25087,1782512182.3249314,19
25.11061,25.10256,0.45547646,0.4435392,387.0,50619120,611,30,47850,25110,1782512182.4230015,20
25.111609,25.10588,0.3014535,0.44355544,405.0,50717780,579,30,59390,25111,1782512182.4230015,20
25.10861,25.100561,0.45544016,0.44350675,408.0,50644150,587,30,61176,25108,1782512182.5250487,21
25.105608,25.099882,0.3013814,0.44345805,353.0,50742860,553,30,26005,25105,1782512182.5250487,21
25.10261,25.096884,0.30134538,0.44340938,346.0,50780380,567,30,21464,25102,1782512182.7219121,23
25.103611,25.092297,0.60932434,0.4434256,419.0,50576590,555,30,2009,25103,1782512182.8223166,24
25.089252,25.086748,0.2879188,0.2068713,325.0,50771240,700,31,8552,25089,1782512182.8223166,24
25.084255,25.076328,0.5956313,0.20683727,390.0,50540130,637,31,49080,25084,1782512182.9197533,25
25.090252,25.085508,0.44186044,0.20687811,395.0,50635980,625,31,52410,25090,1782512182.9197533,25
25.108253,25.105747,0.28813735,0.20700063,321.0,50734690,663,31,5909,25108,1782512182.9197533,25
25.10461,25.093296,0.6093486,0.44344184,395.0,50494620,608,30,52791,25104,1782512183.0239286,26
25.10161,25.095884,0.30133337,0.44339314,345.0,50688950,584,30,21358,25101,1782512183.0239286,26
25.097254,25.092508,0.44198388,0.20692575,367.0,50590130,702,31,35131,25097,1782512183.1222832,27
25.088253,25.080326,0.5957264,0.20686449,362.0,50500150,641,31,31522,25088,1782512183.223214,28
25.070253,25.065512,0.44150767,0.20674197,415.0,50584070,622,31,64611,25070,1782512183.3185034,29
25.095255,25.092749,0.28798783,0.20691215,318.0,50682630,681,31,3716,25095,1782512183.3185034,29
25.100613,25.089298,0.6092515,0.4433769,400.0,50514290,575,30,55417,25100,1782512183.5205953,31
25.08861,25.082886,0.30117717,0.44318214,365.0,50708680,623,30,33499,25088,1782512183.5205953,31
25.090254,25.082327,0.59577394,0.20687811,381.0,50514290,639,31,43521,25090,1782512183.5205953,31
25.080252,25.07551,0.44168404,0.20681004,365.0,50610020,685,31,33019,25080,1782512183.5205953,31
25.083256,25.08075,0.2878498,0.20683046,311.0,50708680,639,31,64885,25083,1782512183.5205953,31
25.10661,25.09856,0.45540386,0.4434743,388.0,50600990,602,30,48442,25106,1782512183.6228485,32
25.092253,25.08751,0.4418957,0.20689172,390.0,50600990,648,31,49181,25092,1782512183.6228485,32
25.082254,25.07975,0.2878383,0.20682366,323.0,50699580,741,31,6959,25082,1782512183.6228485,32
25.098608,25.092884,0.3012973,0.44334444,366.0,50688690,599,30,34453,25098,1782512183.7173276,33
25.095251,25.090508,0.44194862,0.20691215,372.0,50590050,684,31,37707,25095,1782512183.7173276,33
25.092253,25.084326,0.5958215,0.20689172,356.0,50523820,674,31,27632,25092,1782512184.019147,36
25.093254,25.090748,0.28796482,0.20689853,309.0,50718310,671,31,63615,25093,1782512184.019147,36
25.066254,25.058334,0.5952034,0.20671475,364.0,50565970,688,31,32127,25066,1782512184.118935,37
25.090252,25.087748,0.2879303,0.20687811,286.0,50760570,637,31,49275,25090,1782512184.118935,37
25.09561,25.0843,0.6091301,0.44329575,409.0,50567480,590,30,61528,25095,1782512184.420627,40
25.084253,25.07951,0.4417546,0.20683727,375.0,50663380,652,31,39560,25084,1782512184.420627,40
25.11861,25.11288,0.3015376,0.44366905,395.0,50779620,575,30,52609,25118,1782512184.5256162,41
25.081253,25.078749,0.2878268,0.20681685,308.0,50779620,699,31,63265,25081,1782512184.5256162,41
25.089607,25.083885,0.30118918,0.44319835,358.0,50747310,570,30,28780,25089,1782512184.821033,44
25.097254,25.094748,0.28801084,0.20692575,337.0,50747310,618,31,16064,25097,1782512184.821033,44
25.09161,25.080301,0.6090329,0.44323084,396.0,50538420,558,30,52796,25091,1782512185.0217168,46
25.090609,25.082565,0.4551135,0.4432146,439.0,50634220,590,30,14770,25090,1782512185.0217168,46
25.088253,25.08351,0.44182515,0.20686449,377.0,50634220,677,31,40767,25088,1782512185.0217168,46
25.093254,25.085325,0.5958452,0.20689853,377.0,50486650,658,31,40956,25093,1782512185.1221678,47
25.09461,25.086565,0.4551861,0.44327953,426.0,50535830,588,30,6677,25094,1782512185.220594,48
25.10261,25.094563,0.4553313,0.44340938,428.0,50509600,565,30,7610,25102,1782512185.3216686,49
25.094252,25.086325,0.595869,0.20690534,345.0,50414070,673,31,20750,25094,1782512185.3216686,49
25.100609,25.092562,0.455295,0.4433769,405.0,50595200,607,30,59023,25100,1782512185.6211712,52
25.081253,25.073328,0.59556,0.20681685,387.0,50499400,661,31,47003,25081,1782512185.6211712,52
25.077255,25.072512,0.44163114,0.20678963,357.0,50595200,622,31,28277,25077,1782512185.6211712,52
25.106607,25.100882,0.30139342,0.4434743,401.0,50734230,602,30,56651,25106,1782512186.025939,56
25.111256,25.108747,0.28817186,0.20702104,322.0,50734230,678,31,6506,25111,1782512186.025939,56
25.09661,25.090885,0.3012733,0.443312,356.0,50697710,605,30,28081,25096,1782512186.1231656,57
25.072252,25.067513,0.44154295,0.2067556,372.0,50546160,627,31,37584,25072,1782512186.2227578,58
25.080254,25.07775,0.2878153,0.20681004,308.0,50645750,635,31,62973,25080,1782512186.320141,59
25.10561,25.09756,0.45538574,0.44345805,406.0,50559310,518,30,59601,25105,1782512186.5221803,61
25.085253,25.08051,0.44177222,0.20684408,384.0,50559310,642,31,45306,25085,1782512186.5221803,61
25.093609,25.087885,0.30123726,0.4432633,353.0,50677780,577,30,26291,25093,1782512186.7189515,63
25.093609,25.085566,0.45516795,0.4432633,398.0,50615640,583,30,54593,25093,1782512186.8177543,64
25.099611,25.088299,0.6092272,0.4433607,412.0,50536280,556,30,63051,25099,1782512186.919157,65
25.09561,25.087564,0.45520425,0.44329575,404.0,50632070,591,30,58373,25095,1782512186.919157,65
25.100252,25.095507,0.4420368,0.20694618,374.0,50632070,734,31,39422,25100,1782512186.919157,65
25.11261,25.106882,0.3014655,0.4435717,368.0,50693920,573,30,35475,25112,1782512187.2188587,68
25.08661,25.080887,0.30115315,0.4431497,359.0,50723970,581,30,29925,25086,1782512187.419892,70
25.115608,25.10988,0.30150154,0.44362038,384.0,50683230,563,30,45692,25115,1782512188.120348,77
25.091253,25.08651,0.44187805,0.20688492,368.0,50617810,706,31,35628,25091,1782512188.32285,79
25.086252,25.083748,0.2878843,0.20685089,309.0,50736270,652,31,63603,25086,1782512188.521063,81
25.087608,25.081886,0.30116516,0.4431659,348.0,50710040,630,30,22748,25087,1782512188.6249135,82
25.079609,25.068306,0.6087416,0.44303605,392.0,50491960,558,30,50057,25079,1782512188.7189152,83
25.08961,25.081566,0.45509535,0.44319835,404.0,50587700,637,30,58000,25089,1782512188.7189152,83
25.076254,25.06833,0.5954411,0.20678282,336.0,50491960,663,31,14834,25076,1782512188.7189152,83
25.09161,25.083565,0.45513165,0.44323084,405.0,50590260,586,30,58939,25091,1782512188.820585,84
25.116608,25.11088,0.30151355,0.4436366,368.0,50666390,579,30,36156,25116,1782512189.023679,86
25.08761,25.079567,0.45505905,0.4431659,397.0,50595530,547,30,53411,25087,1782512189.1192365,87
25.082254,25.07433,0.59558374,0.20682366,363.0,50590420,644,31,32025,25082,1782512189.4201908,90
25.089254,25.084509,0.4418428,0.2068713,398.0,50686260,660,31,54093,25089,1782512189.4201908,90
25.077253,25.06933,0.5954649,0.20678963,412.0,50517780,635,31,62794,25077,1782512189.617586,92
25.094252,25.091747,0.28797632,0.20690534,311.0,50750610,654,31,64979,25094,1782512190.2196,98
25.080254,25.072329,0.59553623,0.20681004,391.0,50487420,657,31,49526,25080,1782512190.519462,101
25.091253,25.088749,0.2879418,0.20688492,300.0,50681720,686,31,57832,25091,1782512190.519462,101
25.107607,25.09956,0.455422,0.44349054,411.0,50647030,631,30,62811,25107,1782512191.4203312,110
25.081608,25.073568,0.45495018,0.44306853,415.0,50648490,613,30,64884,25081,1782512191.5218945,111
25.079254,25.07675,0.2878038,0.20680323,287.0,50718170,673,31,49546,25079,1782512191.9236853,115
25.09161,25.085886,0.30121323,0.44323084,385.0,50705590,582,30,46370,25091,1782512192.1184583,117
25.107254,25.104748,0.28812584,0.20699382,331.0,50705590,680,31,12108,25107,1782512192.1184583,117
25.069252,25.064512,0.44149002,0.20673516,361.0,50538110,674,31,30359,25069,1782512192.5239263,121
25.092255,25.089748,0.28795332,0.20689172,306.0,50712040,641,31,61867,25092,1782512192.7191021,123
25.099255,25.096748,0.28803384,0.20693937,312.0,50722540,652,31,166,25099,1782512193.521757,131
25.104254,25.099506,0.44210735,0.2069734,386.0,50634240,658,31,46841,25104,1782512193.825125,134
25.072252,25.064331,0.59534603,0.2067556,364.0,50517290,670,31,32321,25072,1782512194.6204004,142
25.07961,25.07157,0.45491388,0.44303605,378.0,50607950,572,30,41174,25079,1782512194.8210497,144
25.104609,25.096561,0.4553676,0.44344184,407.0,50611150,611,30,60338,25104,1782512195.3289843,149
25.09461,25.0833,0.60910577,0.44327953,414.0,50516000,608,30,64563,25094,1782512195.5237308,151
25.078255,25.073511,0.44164878,0.20679642,362.0,50633300,684,31,31110,25078,1782512195.6241984,152
25.084253,25.081749,0.28786132,0.20683727,313.0,50732010,662,31,506,25084,1782512195.6241984,152
25.08261,25.074568,0.45496833,0.44308475,377.0,50634160,603,30,41048,25082,1782512195.7196686,153
25.098253,25.095747,0.28802234,0.20693256,316.0,50700600,694,31,3063,25098,1782512196.1227536,157
25.106253,25.103746,0.28811434,0.20698702,319.0,50704420,668,31,4597,25106,1782512196.7224197,163
25.089254,25.081327,0.59575015,0.2068713,352.0,50472710,672,31,25071,25089,1782512197.3204782,169
25.068253,25.063513,0.4414724,0.20672835,358.0,50545160,652,31,28580,25068,1782512197.4271672,170
25.12061,25.11488,0.30156162,0.44370154,385.0,50696850,584,30,46925,25120,1782512198.6196172,182
25.066254,25.061514,0.44143713,0.20671475,329.0,50598240,671,31,10215,25066,1782512198.6196172,182
25.09861,25.0873,0.6092029,0.44334444,394.0,50478880,613,30,52015,25098,1782512199.1239405,187
25.076254,25.071512,0.4416135,0.20678282,363.0,50633990,648,31,31894,25076,1782512199.9213605,195
25.08861,25.077303,0.6089601,0.44318214,397.0,50497960,579,30,53896,25088,1782512200.2333302,198
25.088253,25.085749,0.2879073,0.20686449,321.0,50697900,658,31,5622,25088,1782512200.4237072,200
25.063253,25.055334,0.5951321,0.20669432,360.0,50475430,679,31,29608,25063,1782512200.819146,204
25.062252,25.054335,0.59510833,0.20668752,370.0,50529080,626,31,36151,25062,1782512201.0251088,206
25.103254,25.100748,0.28807986,0.2069666,347.0,50784250,682,31,22118,25103,1782512201.3216908,209
25.105253,25.102747,0.28810287,0.20698021,303.0,50791340,663,31,60052,25105,1782512201.4229238,210
25.074253,25.066332,0.5953936,0.2067692,377.0,50513470,617,31,40825,25074,1782512202.1213264,217
25.074253,25.069511,0.44157824,0.2067692,367.0,50602840,658,31,34314,25074,1782512202.3197627,219
25.092611,25.0813,0.60905725,0.44324705,387.0,50521730,608,30,47516,25092,1782512203.2195504,228
25.07661,25.065308,0.6086687,0.44298735,390.0,50467460,581,30,49229,25076,1782512203.5223308,231
25.08661,25.075304,0.6089115,0.4431497,404.0,50499910,579,30,58256,25086,1782512203.6256888,232
25.084608,25.076567,0.45500463,0.4431172,393.0,50595660,592,30,51218,25084,1782512203.6256888,232
25.093609,25.0823,0.6090815,0.4432633,402.0,50563890,599,30,57025,25093,1782512203.8219373,234
25.082254,25.07751,0.44171932,0.20682366,386.0,50616480,679,31,46304,25082,1782512205.1232858,247
25.100254,25.097748,0.28804535,0.20694618,313.0,50751330,702,31,1165,25100,1782512205.8229032,254
25.073254,25.06533,0.5953698,0.20676239,374.0,50507170,642,31,38788,25073,1782512206.327259,259
25.071253,25.066513,0.4415253,0.20674878,372.0,50602860,656,31,37412,25071,1782512206.327259,259
25.103254,25.098507,0.4420897,0.2069666,369.0,50605730,674,31,36025,25103,1782512206.4204113,260
25.109253,25.106747,0.28814885,0.20700744,311.0,50697200,689,31,65022,25109,1782512207.0214915,266
25.069254,25.061333,0.59527475,0.20673516,333.0,50465300,660,31,12851,25069,1782512208.62608,282
25.117609,25.11188,0.3015256,0.44365284,371.0,50689720,620,30,37838,25117,1782512208.8203247,284
25.067253,25.062513,0.44145477,0.20672156,371.0,50591180,657,31,36708,25067,1782512208.8203247,284
