calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.08561,25.074305,0.60888726,0.44313344,406.0,50522930,593,30,59423,25085,1782505716.436744,212
25.085608,25.077566,0.45502278,0.44313344,415.0,50618710,655,30,64748,25085,1782505716.436744,212
25.08961,25.074093,0.7628505,0.44319835,389.0,50405030,662,30,48421,25089,1782505717.935163,227
25.08861,25.077303,0.6089601,0.44318214,401.0,50501670,644,30,56058,25088,1782505717.935163,227
25.085608,25.070095,0.76272887,0.44313344,362.0,50432900,673,30,31297,25085,1782505721.5395138,263
25.093609,25.0823,0.6090815,0.4432633,404.0,50527640,629,30,58120,25093,1782505722.0368416,268
25.08761,25.072094,0.76278967,0.4431659,393.0,50438550,641,30,51010,25087,1782505722.1367073,269
25.08861,25.073093,0.76282007,0.44318214,392.0,50383800,652,30,50335,25088,1782505722.535912,273
25.09361,25.07809,0.7629722,0.4432633,392.0,50397870,619,30,50619,25093,1782505723.936897,287
25.08661,25.075304,0.6089115,0.4431497,412.0,50532110,641,30,62952,25086,1782505724.64036,294
