calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.118612,25.103077,0.76373255,0.44366905,373.0,50449170,560,30,38811,25118,1782505695.241427,0
25.10861,25.093082,0.7634284,0.44350675,412.0,50438000,600,30,63627,25108,1782505695.3368673,1
25.10961,25.098293,0.60947,0.443523,415.0,50534660,604,30,65528,25109,1782505695.3368673,1
25.12161,25.106075,0.76382375,0.44371775,390.0,50428630,664,30,49657,25121,1782505695.438635,2
25.10961,25.10156,0.4554583,0.443523,395.0,50619870,562,30,52517,25109,1782505695.5358148,3
25.10661,25.091084,0.76336753,0.4434743,408.0,50434290,600,30,61059,25106,1782505695.6386826,4
25.11561,25.104292,0.6096157,0.44362038,387.0,50530950,612,30,47932,25115,1782505695.6386826,4
25.10661,25.09856,0.45540386,0.4434743,413.0,50626570,643,30,63975,25106,1782505695.6386826,4
25.09761,25.082088,0.7630938,0.4433282,392.0,50443170,637,30,50609,25097,1782505695.7375169,5
25.10661,25.095295,0.6093972,0.4434743,432.0,50539830,612,30,10601,25106,1782505695.7375169,5
25.112612,25.09708,0.76355004,0.4435717,428.0,50452290,631,30,8089,25112,1782505695.8358204,6
25.11261,25.104559,0.45551276,0.4435717,413.0,50619840,589,30,64395,25112,1782505696.037249,8
25.11361,25.09808,0.76358044,0.4435879,394.0,50397380,608,30,52339,25113,1782505696.3361063,11
25.099611,25.088299,0.6092272,0.4433607,393.0,50493990,621,30,51356,25099,1782505696.3361063,11
25.100609,25.092562,0.455295,0.4433769,422.0,50589510,631,30,4066,25100,1782505696.3361063,11
25.103611,25.092297,0.60932434,0.4434256,393.0,50519220,568,30,51090,25103,1782505696.4380088,12
25.09461,25.086565,0.4551861,0.44327953,413.0,50614840,636,30,63764,25094,1782505696.4380088,12
25.10261,25.094563,0.4553313,0.44340938,403.0,50636460,696,30,57936,25102,1782505696.6394918,14
25.11061,25.10256,0.45547646,0.4435392,394.0,50628110,562,30,51901,25110,1782505696.734886,15
25.107609,25.096294,0.60942143,0.44349054,408.0,50516900,569,30,60629,25107,1782505696.941919,17
25.11361,25.105558,0.4555309,0.4435879,404.0,50612480,612,30,58624,25113,1782505696.941919,17
25.104609,25.096561,0.4553676,0.44344184,411.0,50579210,627,30,62771,25104,1782505697.1372838,19
25.107607,25.09956,0.455422,0.44349054,413.0,50564720,654,30,63946,25107,1782505697.2377357,20
25.114609,25.106558,0.45554906,0.44360414,405.0,50569030,672,30,58942,25114,1782505697.332127,21
25.11261,25.101292,0.60954285,0.4435717,446.0,50510210,587,30,19697,25112,1782505697.537212,23
25.107609,25.092083,0.763398,0.44349054,415.0,50419100,658,30,65185,25107,1782505697.635915,24
25.11461,25.103292,0.6095914,0.44360414,412.0,50515760,636,30,63554,25114,1782505697.635915,24
25.10261,25.091297,0.6093,0.44340938,420.0,50491940,601,30,3002,25102,1782505698.0382519,28
25.090609,25.082565,0.4551135,0.4432146,412.0,50587460,686,30,62784,25090,1782505698.0382519,28
25.109612,25.094082,0.7634588,0.443523,423.0,50463590,602,30,5031,25109,1782505698.4357119,32
25.10561,25.094296,0.60937285,0.44345805,409.0,50560300,626,30,61532,25105,1782505698.4357119,32
25.11761,25.102077,0.7637021,0.44365284,381.0,50463500,698,30,44350,25117,1782505698.5357912,33
25.100613,25.089298,0.6092515,0.4433769,402.0,50561970,604,30,57149,25100,1782505698.6359217,34
25.097609,25.089563,0.45524055,0.4433282,407.0,50657650,641,30,60020,25097,1782505698.6359217,34
25.10561,25.09756,0.45538574,0.44345805,414.0,50652780,624,30,64694,25105,1782505698.7358022,35
25.11961,25.104076,0.76376295,0.4436853,408.0,50417240,643,30,61101,25119,1782505699.1370354,39
25.11661,25.105291,0.60964,0.4436366,408.0,50521930,631,30,61105,25116,1782505699.734089,45
25.111609,25.10356,0.4554946,0.44355544,396.0,50617510,630,30,53436,25111,1782505699.734089,45
25.10161,25.090298,0.60927576,0.44339314,409.0,50509490,591,30,61646,25101,1782505700.0417144,48
25.09961,25.091562,0.45527685,0.4433607,431.0,50625690,596,30,9896,25099,1782505700.1355321,49
25.10861,25.100561,0.45544016,0.44350675,418.0,50647550,641,30,1649,25108,1782505700.3328602,51
25.11461,25.09908,0.76361084,0.44360414,399.0,50470660,616,30,55464,25114,1782505700.4354885,52
25.111609,25.100292,0.6095186,0.44355544,399.0,50567270,596,30,55513,25111,1782505700.4354885,52
25.11761,25.10629,0.60966426,0.44365284,409.0,50548130,644,30,61680,25117,1782505700.5351658,53
25.10361,25.088085,0.7632763,0.4434256,401.0,50398930,613,30,56515,25103,1782505700.8366623,56
25.10461,25.089085,0.76330674,0.44344184,386.0,50398510,627,30,47015,25104,1782505700.9363868,57
25.09561,25.087564,0.45520425,0.44329575,402.0,50611940,623,30,56939,25095,1782505701.5338812,63
25.10261,25.087086,0.7632459,0.44340938,395.0,50415210,610,30,52736,25102,1782505701.6343749,64
25.115608,25.100079,0.7636413,0.44362038,424.0,50420290,647,30,5559,25115,1782505701.7343683,65
25.09861,25.0873,0.6092029,0.44334444,401.0,50516900,589,30,56556,25098,1782505701.7343683,65
25.09561,25.0843,0.6091301,0.44329575,374.0,50521010,589,30,39491,25095,1782505701.8330216,66
25.11161,25.09608,0.76351964,0.44355544,365.0,50424280,600,30,34052,25111,1782505701.937693,67
25.113611,25.102293,0.6095671,0.4435879,401.0,50502650,585,30,56880,25113,1782505702.2362847,70
25.11061,25.095081,0.7634892,0.4435392,427.0,50383880,643,30,7360,25110,1782505702.4376183,72
25.10061,25.085087,0.7631851,0.4433769,391.0,50432590,634,30,50040,25100,1782505702.6384094,74
25.09461,25.0833,0.60910577,0.44327953,413.0,50529250,647,30,63704,25094,1782505702.6384094,74
25.11061,25.099293,0.60949427,0.4435392,430.0,50564880,617,30,9394,25110,1782505702.8374856,76
25.120611,25.105076,0.76379335,0.44370154,389.0,50446160,630,30,49198,25120,1782505703.0362341,78
25.094608,25.07909,0.7630026,0.44327953,381.0,50385650,641,30,43586,25094,1782505704.936357,97
25.096611,25.081089,0.76306343,0.443312,386.0,50389110,613,30,46932,25096,1782505705.335021,101
25.096611,25.085299,0.60915434,0.443312,394.0,50548620,660,30,51713,25096,1782505705.7371898,105
25.092607,25.084564,0.4551498,0.44324705,400.0,50644250,628,30,55592,25092,1782505705.7371898,105
25.10161,25.093563,0.45531315,0.44339314,387.0,50624360,601,30,47729,25101,1782505706.2365944,110
25.10361,25.095562,0.45534945,0.4434256,409.0,50626120,660,30,61315,25103,1782505706.6360407,114
25.10461,25.093296,0.6093486,0.44344184,387.0,50539940,597,30,47810,25104,1782505706.8350303,116
25.08861,25.080566,0.4550772,0.44318214,400.0,50606050,613,30,55598,25088,1782505707.0357146,118
25.09561,25.08009,0.763033,0.44329575,411.0,50487810,602,30,62722,25095,1782505708.1356735,129
25.10861,25.097294,0.60944575,0.44350675,397.0,50493480,602,30,54159,25108,1782505708.7369354,135
25.10561,25.090084,0.76333714,0.44345805,397.0,50428910,615,30,54028,25105,1782505708.9417386,137
25.08961,25.081566,0.45509535,0.44319835,369.0,50621100,594,30,36203,25089,1782505708.9417386,137
25.09161,25.076092,0.7629113,0.44323084,426.0,50402090,629,30,6405,25091,1782505710.1367626,149
25.083609,25.075567,0.45498648,0.443101,426.0,50594230,663,30,6043,25083,1782505710.1367626,149
25.093609,25.085566,0.45516795,0.4432633,401.0,50632940,661,30,56056,25093,1782505710.4335191,152
25.098608,25.090563,0.4552587,0.44334444,399.0,50602660,642,30,55006,25098,1782505712.5370703,173
25.09861,25.083088,0.7631242,0.44334444,366.0,50400150,637,30,34245,25098,1782505712.8334882,176
25.08761,25.079567,0.45505905,0.4431659,381.0,50662330,617,30,43588,25087,1782505713.2348797,180
25.116611,25.101078,0.7636717,0.4436366,374.0,50432710,629,30,39667,25116,1782505713.437059,182
25.10161,25.086086,0.7632155,0.44339314,395.0,50459220,653,30,52486,25101,1782505715.0356073,198
