calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.10361,25.097883,0.3013574,0.4434256,359.0,50637020,482,30,30148,25103,1782500032.8854916,0
25.09561,25.09126,0.14730696,0.44329575,407.0,50734300,512,30,60065,25095,1782500032.8854916,0
25.082254,25.07975,0.2878383,0.20682366,346.0,50637020,532,31,21313,25082,1782500032.8854916,0
25.081255,25.080044,0.13394105,0.20681685,346.0,50734300,576,31,21059,25081,1782500032.8854916,0
25.069252,25.068392,-0.019940494,0.20673516,375.0,50831950,558,31,39176,25069,1782500032.8854916,0
25.08861,25.084263,0.1472658,0.44318214,382.0,50754470,460,30,43831,25088,1782500032.9815075,1
25.082611,25.078695,-0.0066495677,0.44308475,411.0,50852100,540,30,62152,25082,1782500032.9815075,1
25.093254,25.090748,0.28796482,0.20689853,388.0,50657140,520,31,48007,25093,1782500032.9815075,1
25.089256,25.088045,0.13398398,0.2068713,366.0,50754470,496,31,34216,25089,1782500032.9815075,1
25.100609,25.094883,0.30132136,0.4433769,356.0,50693390,473,30,28240,25100,1782500033.0822914,2
25.10261,25.09826,0.1473481,0.44340938,390.0,50790770,492,30,49600,25102,1782500033.0822914,2
25.087254,25.08475,0.2878958,0.20685768,359.0,50693390,557,31,29436,25087,1782500033.0822914,2
25.084255,25.083044,0.13395715,0.20683727,352.0,50790770,524,31,25158,25084,1782500033.0822914,2
25.075254,25.074392,-0.019945107,0.20677601,374.0,50888490,542,31,38747,25075,1782500033.0822914,2
25.081253,25.078749,0.2878268,0.20681685,371.0,50733510,544,31,36948,25081,1782500033.181831,3
25.11261,25.106882,0.3014655,0.4435717,381.0,50743350,440,30,43770,25112,1782500033.2822692,4
25.094252,25.091747,0.28797632,0.20690534,377.0,50743350,566,31,40857,25094,1782500033.2822692,4
25.085257,25.084045,0.13396251,0.20684408,341.0,50840830,555,31,18093,25085,1782500033.2822692,4
25.083609,25.077887,0.30111712,0.443101,369.0,50739110,489,30,36036,25083,1782500033.382097,5
25.07761,25.073265,0.14720115,0.4430036,387.0,50836590,526,30,47043,25077,1782500033.382097,5
25.079254,25.07675,0.2878038,0.20680323,360.0,50739110,528,31,30088,25079,1782500033.382097,5
25.065252,25.064392,-0.019937417,0.20670794,368.0,50934390,530,31,34846,25065,1782500033.382097,5
25.07361,25.069265,0.14717762,0.4429387,419.0,50802150,486,30,1771,25073,1782500033.4867167,6
25.067612,25.063698,-0.0066457232,0.4428413,379.0,50899880,508,30,41924,25067,1782500033.4867167,6
25.094608,25.088884,0.30124927,0.44327953,348.0,50689740,504,30,22925,25094,1782500033.5811448,7
25.093609,25.089262,0.1472952,0.4432633,382.0,50787120,455,30,43959,25093,1782500033.5811448,7
25.085255,25.082748,0.2878728,0.20684408,349.0,50689740,544,31,23187,25085,1782500033.5811448,7
25.11361,25.107882,0.30147752,0.4435879,381.0,50682500,465,30,44293,25113,1782500033.6798806,8
25.099255,25.096748,0.28803384,0.20693937,357.0,50682500,531,31,28548,25099,1782500033.6798806,8
25.10361,25.09926,0.14735399,0.4434256,422.0,50793140,513,30,4129,25103,1782500033.7777016,9
25.084253,25.081749,0.28786132,0.20683727,361.0,50695760,517,31,30872,25084,1782500033.7777016,9
25.091255,25.090044,0.13399471,0.20688492,368.0,50793140,544,31,35254,25091,1782500033.7777016,9
25.08561,25.081263,0.14724818,0.44313344,394.0,50843170,434,30,51467,25085,1782500033.8807526,10
25.070612,25.066698,-0.006646492,0.44289,387.0,50941010,489,30,47114,25070,1782500033.8807526,10
25.078255,25.07575,0.2877923,0.20679642,355.0,50745690,547,31,26813,25078,1782500033.8807526,10
25.071257,25.070045,0.13388738,0.20674878,337.0,50843170,525,31,15498,25071,1782500033.8807526,10
25.111609,25.10588,0.3014535,0.44355544,384.0,50756730,504,30,45928,25111,1782500033.980208,11
25.103254,25.100748,0.28807986,0.2069666,365.0,50756730,540,31,33608,25103,1782500033.980208,11
25.106607,25.100882,0.30139342,0.4434743,366.0,50753880,475,30,34653,25106,1782500034.0836844,12
25.100609,25.09626,0.14733635,0.4433769,399.0,50851350,498,30,55209,25100,1782500034.0836844,12
25.090254,25.089045,0.13398935,0.20687811,347.0,50851350,548,31,21985,25090,1782500034.0836844,12
25.08961,25.085262,0.1472717,0.44319835,398.0,50825720,479,30,54457,25089,1782500034.1808965,13
25.090252,25.087748,0.2879303,0.20687811,356.0,50728290,478,31,28033,25090,1782500034.1808965,13
25.075256,25.074045,0.13390885,0.20677601,377.0,50825720,560,31,40535,25075,1782500034.1808965,13
25.070253,25.069393,-0.019941261,0.20674197,355.0,50923500,510,31,26881,25070,1782500034.1808965,13
25.07061,25.066265,0.14716,0.44289,411.0,50829930,486,30,62215,25070,1782500034.2840936,14
25.079613,25.075697,-0.006648799,0.44303605,366.0,50927730,509,30,33957,25079,1782500034.2840936,14
25.102255,25.099747,0.28806835,0.20695978,378.0,50732450,526,31,41848,25102,1782500034.2840936,14
25.092255,25.091043,0.13400008,0.20689172,369.0,50829930,535,31,35947,25092,1782500034.2840936,14
25.09961,25.093884,0.30130935,0.4433607,349.0,50760490,463,30,23871,25099,1782500034.3842795,15
25.078257,25.077045,0.13392495,0.20679642,374.0,50858020,521,31,38904,25078,1782500034.3842795,15
25.09761,25.093262,0.14731872,0.4433282,396.0,50863260,497,30,53264,25097,1782500034.479871,16
25.100254,25.097748,0.28804535,0.20694618,335.0,50765730,559,31,14547,25100,1782500034.479871,16
25.086254,25.085045,0.13396788,0.20685089,404.0,50863260,550,31,57780,25086,1782500034.479871,16
25.08661,25.080887,0.30115315,0.4431497,373.0,50772320,506,30,38516,25086,1782500034.5826263,17
25.07561,25.071264,0.1471894,0.44297114,384.0,50869850,490,30,45309,25075,1782500034.5826263,17
25.08361,25.079695,-0.006649824,0.443101,380.0,50967690,480,30,43006,25083,1782500034.5826263,17
25.050253,25.049393,-0.019925881,0.20660584,371.0,50964900,571,31,36228,25050,1782500034.6807446,18
25.09961,25.09526,0.14733048,0.4433607,391.0,50867490,525,30,49991,25099,1782500034.7813258,19
25.067255,25.066046,0.13386591,0.20672156,363.0,50867490,567,31,31544,25067,1782500034.7813258,19
25.066254,25.065393,-0.019938186,0.20671475,345.0,50965330,512,31,20520,25066,1782500034.7813258,19
25.09161,25.087263,0.14728345,0.44323084,371.0,50833790,497,30,37405,25091,1782500034.8798866,20
25.083256,25.08075,0.2878498,0.20683046,369.0,50736300,539,31,35758,25083,1782500034.8798866,20
25.083256,25.082045,0.13395178,0.20683046,360.0,50833790,550,31,30036,25083,1782500034.8798866,20
25.078255,25.077393,-0.019947413,0.20679642,358.0,50931520,558,31,28639,25078,1782500034.8798866,20
25.098608,25.092884,0.3012973,0.44334444,355.0,50729060,514,30,27359,25098,1782500034.9799232,21
25.10161,25.097261,0.14734223,0.44339314,396.0,50826560,469,30,53492,25101,1782500034.9799232,21
25.076254,25.07375,0.2877693,0.20678282,351.0,50729060,602,31,24599,25076,1782500034.9799232,21
25.066256,25.065044,0.13386054,0.20671475,327.0,50826560,535,31,9072,25066,1782500034.9799232,21
25.076254,25.075392,-0.019945877,0.20678282,333.0,50924290,587,31,13362,25076,1782500034.9799232,21
25.093609,25.087885,0.30123726,0.4432633,381.0,50704730,453,30,43340,25093,1782500035.0883925,22
25.07761,25.073696,-0.0066482862,0.4430036,375.0,50899900,488,30,39704,25077,1782500035.0883925,22
25.081608,25.077263,0.14722466,0.44306853,412.0,50787300,464,30,63181,25081,1782500035.1816058,23
25.077253,25.074749,0.2877808,0.20678963,353.0,50689920,536,31,25602,25077,1782500035.1816058,23
25.09161,25.085886,0.30121323,0.44323084,372.0,50669210,462,30,38212,25091,1782500035.2781174,24
25.096611,25.092262,0.14731283,0.443312,382.0,50766540,474,30,44542,25096,1782500035.2781174,24
25.09661,25.090885,0.3012733,0.443312,377.0,50644450,444,30,40927,25096,1782500035.3815405,25
25.089252,25.086748,0.2879188,0.2068713,351.0,50644450,526,31,24610,25089,1782500035.3815405,25
25.056253,25.055393,-0.019930495,0.20664668,365.0,50847200,549,31,32693,25056,1782500035.4794421,26
25.089607,25.083885,0.30118918,0.44319835,353.0,50670940,473,30,26163,25089,1782500035.581734,27
25.074253,25.07175,0.28774628,0.2067692,360.0,50670940,511,31,30086,25074,1782500035.581734,27
25.076609,25.072264,0.14719526,0.44298735,414.0,50800740,477,30,64259,25076,1782500035.678203,28
25.073254,25.072044,0.13389811,0.20676239,376.0,50800740,551,31,39913,25073,1782500035.678203,28
25.072252,25.071392,-0.0199428,0.2067556,397.0,50898530,496,31,53386,25072,1782500035.678203,28
25.080608,25.076263,0.14721878,0.4430523,387.0,50812860,480,30,47352,25080,1782500035.7778592,29
25.08661,25.082695,-0.006650593,0.4431497,406.0,50910600,472,30,59470,25086,1782500035.7778592,29
25.060255,25.059046,0.13382834,0.2066739,341.0,50812860,527,31,17822,25060,1782500035.7778592,29
25.095608,25.089884,0.30126128,0.44329575,358.0,50747370,535,30,29080,25095,1782500035.8801162,30
25.069254,25.068045,0.13387665,0.20673516,339.0,50844850,572,31,16473,25069,1782500035.8801162,30
25.063253,25.062393,-0.019935878,0.20669432,350.0,50942690,531,31,23505,25063,1782500035.8801162,30
25.094608,25.090261,0.14730108,0.44327953,395.0,50830970,483,30,52651,25094,1782500035.983262,31
25.077255,25.076393,-0.019946646,0.20678963,386.0,50928900,527,31,46404,25077,1782500035.983262,31
25.087255,25.086044,0.13397326,0.20685768,385.0,50821120,525,31,45974,25087,1782500036.078795,32
25.068253,25.067392,-0.019939724,0.20672835,363.0,50889710,528,31,31770,25068,1782500036.185679,33
25.109253,25.106747,0.28814885,0.20700744,349.0,50656360,504,31,23827,25109,1782500036.28048,34
25.11061,25.104881,0.3014415,0.4435392,395.0,50633160,521,30,52756,25110,1782500036.382433,35
25.076256,25.075045,0.13391422,0.20678282,341.0,50768080,531,31,18070,25076,1782500036.585388,37
25.087608,25.081886,0.30116516,0.4431659,361.0,50719260,423,30,30802,25087,1782500036.7876427,39
25.093254,25.092045,0.13400544,0.20689853,381.0,50811730,557,31,43411,25093,1782500036.8884284,40
