calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.091948,25.074917,0.62658423,0.67954063,402.0,50521330,534,29,56706,25091,1782508432.3089147,48
25.10095,25.087286,0.4728851,0.6797715,403.0,50617330,535,29,57528,25100,1782508432.3089147,48
25.115606,25.107557,0.4555672,0.44362038,435.0,50617330,645,30,12492,25115,1782508432.3089147,48
25.10395,25.08691,0.6268838,0.67984843,382.0,50498250,527,29,44398,25103,1782508432.6098402,51
25.11061,25.104881,0.3014415,0.4435392,359.0,50694350,615,30,30173,25110,1782508432.709201,52
25.094948,25.077915,0.6266591,0.6796176,362.0,50509190,525,29,31627,25094,1782508432.8096328,53
25.103949,25.090284,0.47294158,0.67984843,391.0,50605090,515,29,50121,25103,1782508432.8096328,53
25.111948,25.09828,0.47309223,0.68005365,402.0,50619630,563,29,56956,25111,1782508433.0096009,55
25.12495,25.113707,0.3192483,0.6803872,441.0,50718070,520,29,16548,25124,1782508433.0096009,55
25.101948,25.088285,0.47290394,0.6797971,398.0,50610510,493,29,54622,25101,1782508433.1106527,56
25.111609,25.10356,0.4554946,0.44355544,403.0,50610510,626,30,57872,25111,1782508433.1106527,56
25.12161,25.110289,0.6097614,0.44371775,417.0,50512570,567,30,1060,25121,1782508433.211939,57
25.114609,25.106558,0.45554906,0.44360414,405.0,50608510,598,30,59347,25114,1782508433.211939,57
25.11695,25.10571,0.3191467,0.6801819,391.0,50712250,529,29,50309,25116,1782508433.3116457,58
25.09761,25.0863,0.6091786,0.4433282,429.0,50517790,583,30,8674,25097,1782508433.3116457,58
25.09395,25.08029,0.4727533,0.6795919,365.0,50616400,536,29,33443,25093,1782508433.4118338,59
25.10161,25.093563,0.45531315,0.44339314,402.0,50616400,578,30,57306,25101,1782508433.4118338,59
25.08561,25.079887,0.30114114,0.44313344,355.0,50714860,651,30,27012,25085,1782508433.4118338,59
25.10361,25.097883,0.3013574,0.4434256,345.0,50710550,632,30,21135,25103,1782508433.509064,60
25.10295,25.08591,0.62685883,0.6798228,393.0,50511500,520,29,51339,25102,1782508433.61069,61
25.099949,25.082912,0.62678397,0.67974585,389.0,50506530,583,29,49045,25099,1782508433.9112587,64
25.12361,25.11788,0.30159765,0.4437502,377.0,50700940,620,30,41737,25123,1782508433.9112587,64
25.126947,25.109896,0.627458,0.68043846,408.0,50511740,549,29,61124,25126,1782508434.0095692,65
25.11761,25.109558,0.4556035,0.44365284,433.0,50607680,587,30,11597,25117,1782508434.0095692,65
25.11061,25.099293,0.60949427,0.4435392,412.0,50511670,632,30,63498,25110,1782508434.3090045,68
25.124607,25.11888,0.30160967,0.44376644,321.0,50706070,599,30,6518,25124,1782508434.3090045,68
25.107609,25.101883,0.30140543,0.44349054,354.0,50710850,670,30,26666,25107,1782508434.4087598,69
25.090609,25.082565,0.4551135,0.4432146,395.0,50622330,605,30,52525,25090,1782508434.612146,71
25.120947,25.109707,0.3191975,0.68028456,384.0,50717780,517,29,46032,25120,1782508434.70878,72
25.110949,25.09728,0.47307342,0.680028,388.0,50610300,510,29,48404,25110,1782508434.8109422,73
25.093609,25.087885,0.30123726,0.4432633,339.0,50708750,609,30,17301,25093,1782508434.8109422,73
25.10861,25.097294,0.60944575,0.44350675,427.0,50511350,564,30,7114,25108,1782508435.0125031,75
25.09595,25.082289,0.47279093,0.6796432,387.0,50606420,585,29,47701,25095,1782508435.1128187,76
25.09895,25.087717,0.31891814,0.67972016,374.0,50712820,539,29,39192,25098,1782508435.3136446,78
25.12261,25.111288,0.6097857,0.443734,421.0,50519240,613,30,3995,25122,1782508435.5099955,80
25.09461,25.086565,0.4551861,0.44327953,419.0,50620930,624,30,2072,25094,1782508435.7138476,82
25.087946,25.070919,0.6264844,0.679438,358.0,50514860,557,29,28812,25087,1782508436.3141181,88
25.09195,25.07829,0.47271562,0.67954063,379.0,50610800,534,29,42240,25091,1782508436.3141181,88
25.090948,25.07972,0.31881654,0.67951494,395.0,50709260,500,29,52470,25090,1782508436.3141181,88
25.10795,25.090908,0.62698364,0.6799511,386.0,50502100,549,29,46871,25107,1782508436.5095267,90
25.09595,25.078915,0.62668407,0.6796432,403.0,50507790,522,29,57492,25095,1782508436.715778,92
25.09095,25.077291,0.47269678,0.67951494,377.0,50603730,502,29,41128,25090,1782508436.715778,92
25.098948,25.085287,0.47284743,0.67972016,367.0,50602540,522,29,34875,25098,1782508436.8104692,93
25.116608,25.11088,0.30151355,0.4436366,357.0,50700930,687,30,28625,25116,1782508436.8104692,93
25.110949,25.093904,0.62705857,0.680028,399.0,50510710,540,29,55176,25110,1782508436.9090059,94
25.108946,25.091906,0.6270086,0.6799767,412.0,50532480,566,29,63184,25108,1782508437.1121316,96
25.092949,25.07929,0.47273445,0.67956626,372.0,50627610,517,29,37940,25092,1782508437.2117248,97
25.122948,25.105898,0.6273581,0.6803359,423.0,50534870,513,29,5176,25122,1782508437.3099625,98
25.11661,25.105291,0.60964,0.4436366,402.0,50509290,621,30,57374,25116,1782508437.6138856,101
25.08961,25.078302,0.60898435,0.44319835,397.0,50505020,607,30,53758,25089,1782508437.7099948,102
25.10295,25.089285,0.47292277,0.6798228,401.0,50604400,514,29,56413,25102,1782508437.8110182,103
25.08661,25.080887,0.30115315,0.4431497,346.0,50702850,622,30,21520,25086,1782508437.8110182,103
25.115948,25.098902,0.6271834,0.6801563,394.0,50524620,544,29,52090,25115,1782508437.908892,104
25.085608,25.077566,0.45502278,0.44313344,408.0,50599290,582,30,60726,25085,1782508438.612105,111
25.123951,25.112707,0.3192356,0.6803615,390.0,50699550,566,29,49608,25123,1782508439.20906,117
25.11361,25.105558,0.4555309,0.4435879,451.0,50598370,552,30,22429,25113,1782508439.4082737,119
25.09395,25.082718,0.31885466,0.6795919,417.0,50701960,531,29,677,25093,1782508439.610202,121
25.10595,25.08891,0.62693375,0.67989975,410.0,50525850,522,29,62102,25105,1782508439.9131315,124
25.10461,25.093296,0.6093486,0.44344184,411.0,50504600,623,30,62793,25104,1782508440.2132626,127
25.092949,25.081718,0.31884196,0.67956626,383.0,50693560,514,29,44883,25092,1782508440.910501,134
25.09461,25.0833,0.60910577,0.44327953,384.0,50499230,575,30,45207,25094,1782508440.910501,134
25.087608,25.081886,0.30116516,0.4431659,361.0,50693560,626,30,30952,25087,1782508440.910501,134
25.093948,25.076916,0.6266342,0.6795919,395.0,50499660,537,29,52327,25093,1782508441.1089244,136
25.104609,25.098883,0.3013694,0.44344184,332.0,50677510,639,30,12917,25104,1782508442.0122478,145
25.08761,25.076303,0.60893583,0.4431659,397.0,50498290,609,30,53702,25087,1782508442.2115605,147
25.10161,25.095884,0.30133337,0.44339314,341.0,50709990,631,30,18581,25101,1782508442.309946,148
25.12595,25.114706,0.31926098,0.6804128,388.0,50698740,523,29,48625,25125,1782508442.9095197,154
25.10161,25.090298,0.60927576,0.44339314,412.0,50522810,606,30,63454,25101,1782508443.908472,164
25.092607,25.084564,0.4551498,0.44324705,398.0,50638720,618,30,54387,25092,1782508444.0099592,165
25.09995,25.088717,0.31893083,0.67974585,379.0,50676630,557,29,42257,25099,1782508444.5166771,170
25.10595,25.094713,0.31900704,0.67989975,388.0,50723560,551,29,48077,25105,1782508444.9195523,174
25.09161,25.083565,0.45513165,0.44323084,412.0,50625040,585,30,63367,25091,1782508444.9195523,174
25.08895,25.075293,0.4726591,0.6794636,371.0,50633010,561,29,36986,25088,1782508445.0081038,175
25.08361,25.072306,0.6088387,0.443101,403.0,50526200,567,30,57002,25083,1782508445.2086747,177
25.08561,25.074305,0.60888726,0.44313344,414.0,50483930,595,30,64431,25085,1782508445.5106597,180
25.092611,25.0813,0.60905725,0.44324705,404.0,50514340,589,30,58323,25092,1782508446.110063,186
25.104948,25.091284,0.4729604,0.6798741,405.0,50604590,544,29,58815,25104,1782508446.2137065,187
25.126947,25.113272,0.47337472,0.68043846,397.0,50616240,563,29,54103,25126,1782508446.710115,192
25.09561,25.0843,0.6091301,0.44329575,399.0,50500290,626,30,55033,25095,1782508447.711502,202
25.12395,25.110273,0.47331822,0.6803615,383.0,50624790,524,29,45420,25123,1782508448.5131066,210
25.08861,25.080566,0.4550772,0.44318214,407.0,50615580,602,30,60049,25088,1782508448.7106,212
25.094608,25.088884,0.30124927,0.44327953,335.0,50711900,644,30,14616,25094,1782508449.011607,215
25.094948,25.083717,0.31886736,0.6796176,377.0,50717200,578,29,41427,25094,1782508449.2122564,217
25.08861,25.077303,0.6089601,0.44318214,415.0,50524260,604,30,65074,25088,1782508449.9108953,224
25.083609,25.075567,0.45498648,0.443101,396.0,50606420,619,30,52943,25083,1782508450.9178023,234
25.08761,25.079567,0.45505905,0.4431659,432.0,50589390,623,30,10118,25087,1782508453.2075489,257
25.098948,25.081913,0.626759,0.67972016,409.0,50500470,527,29,61305,25098,1782508455.4124892,279
