cloud_index,point_count
0,6
1,3
2,3
3,5
4,4
5,3
6,2
7,2
8,4
9,4
10,3
11,4
12,2
13,1
14,3
15,4
16,2
17,4
18,2
19,2
20,3
21,5
22,2
23,1
24,1
25,1
26,3
27,1
28,1
29,2
32,2
33,3
34,1
35,1
36,1
38,3
40,1
43,2
44,3
46,1
49,1
54,5
55,3
58,1
59,3
62,1
64,1
66,1
67,2
69,1
70,1
74,1
76,2
77,1
80,1
81,2
82,1
84,1
86,2
87,1
94,1
95,1
97,1
98,1
102,1
103,2
105,1
106,1
109,1
111,1
112,1
113,1
115,1
120,1
123,1
135,1
139,2
140,2
146,1
148,2
149,2
150,2
161,1
171,2
179,3
180,1
182,1
187,4
192,1
193,1
196,1
203,1
211,1
217,1
220,1
226,1
231,1
288,1
