calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.106611,25.102694,-0.006655719,0.4434743,378.0,50917970,536,30,41869,25106,1782502973.867557,0
25.096611,25.09218,-0.1606189,0.443312,401.0,51015590,569,30,55990,25096,1782502973.867557,0
25.075254,25.074392,-0.019945107,0.20677601,396.0,50917970,700,31,52961,25075,1782502973.867557,0
25.093254,25.091799,-0.17392261,0.20689853,371.0,51015590,653,31,37219,25093,1782502973.867557,0
25.11061,25.106691,-0.0066567445,0.4435392,398.0,50895290,565,30,54407,25110,1782502973.9607816,1
25.10661,25.102179,-0.16068281,0.4434743,369.0,50992770,550,30,36120,25106,1782502973.9607816,1
25.101255,25.100044,0.13404839,0.20695299,278.0,50797670,680,31,44150,25101,1782502973.9607816,1
25.099255,25.098392,-0.019963562,0.20693937,371.0,50895290,694,31,37737,25099,1782502973.9607816,1
25.090254,25.088799,-0.1739019,0.20687811,359.0,50992770,649,31,29630,25090,1782502973.9607816,1
25.10561,25.101692,-0.006655463,0.44345805,388.0,50873470,562,30,48016,25105,1782502974.0595663,2
25.10761,25.10318,-0.1606892,0.44349054,411.0,50971000,551,30,62619,25107,1782502974.0595663,2
25.088253,25.087044,0.13397862,0.20686449,306.0,50775840,691,31,61536,25088,1782502974.0595663,2
25.093252,25.092392,-0.019958949,0.20689853,377.0,50873470,633,31,41092,25093,1782502974.0595663,2
25.098253,25.096798,-0.17395714,0.20693256,387.0,50971000,685,31,47207,25098,1782502974.0595663,2
25.096611,25.092262,0.14731283,0.443312,249.0,50782300,558,30,25852,25096,1782502974.1642883,3
25.112612,25.10818,-0.16072117,0.4435717,407.0,50977420,553,30,60193,25112,1782502974.1642883,3
25.081255,25.080393,-0.019949721,0.20681685,388.0,50879900,642,31,47750,25081,1782502974.1642883,3
25.096252,25.094797,-0.17394333,0.20691895,357.0,50977420,645,31,28501,25096,1782502974.1642883,3
25.109612,25.105692,-0.006656488,0.443523,399.0,50886900,610,30,55407,25109,1782502974.2647378,4
25.11361,25.109179,-0.16072755,0.4435879,394.0,50984420,563,30,51955,25113,1782502974.2647378,4
25.083256,25.082045,0.13395178,0.20683046,296.0,50789200,667,31,55295,25083,1782502974.2647378,4
25.101255,25.099798,-0.17397785,0.20695299,353.0,50984420,655,31,26006,25101,1782502974.2647378,4
25.097612,25.093695,-0.0066534122,0.4433282,396.0,50877830,558,30,52931,25097,1782502974.363874,5
25.10061,25.09618,-0.16064447,0.4433769,375.0,50975310,535,30,39885,25100,1782502974.363874,5
25.090254,25.089045,0.13398935,0.20687811,282.0,50780210,709,31,46993,25090,1782502974.363874,5
25.086254,25.085392,-0.019953566,0.20685089,371.0,50877830,693,31,37490,25086,1782502974.363874,5
25.08261,25.078264,0.14723054,0.44308475,260.0,50776290,542,30,32682,25082,1782502974.4621243,6
25.080254,25.079044,0.13393568,0.20681004,293.0,50776290,661,31,53396,25080,1782502974.4621243,6
25.065256,25.064045,0.13385518,0.20670794,288.0,50796800,653,31,50078,25065,1782502974.5595498,7
25.08761,25.083263,0.14725994,0.4431659,264.0,50842810,579,30,35695,25087,1782502974.7633643,9
25.081255,25.080044,0.13394105,0.20681685,288.0,50842810,679,31,50163,25081,1782502974.7633643,9
25.101254,25.100391,-0.019965101,0.20695299,392.0,50940550,664,31,50530,25101,1782502974.7633643,9
25.103254,25.101797,-0.17399165,0.2069666,367.0,51038180,668,31,34798,25103,1782502974.7633643,9
25.093609,25.089262,0.1472952,0.4432633,285.0,50847030,620,30,48774,25093,1782502974.8583822,10
25.11461,25.110178,-0.16073394,0.44360414,409.0,51042450,566,30,61414,25114,1782502974.8583822,10
25.109612,25.105179,-0.16070199,0.443523,391.0,51042270,596,30,50424,25109,1782502974.9567266,11
25.063255,25.062046,0.13384445,0.20669432,300.0,50847030,681,31,57442,25063,1782502974.9567266,11
25.078611,25.074265,0.14720702,0.44301984,277.0,50854710,534,30,43368,25078,1782502975.063256,12
25.113611,25.109692,-0.0066575133,0.4435879,399.0,50952440,616,30,55449,25113,1782502975.063256,12
25.075256,25.074045,0.13390885,0.20677601,289.0,50854710,708,31,51176,25075,1782502975.063256,12
