calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.09961,25.09526,0.14733048,0.4433607,404.0,50779840,522,30,58197,25099,1782501441.759668,79
25.117252,25.112505,0.44233662,0.20706189,380.0,50645690,676,31,43219,25117,1782501442.0624855,82
25.080608,25.076263,0.14721878,0.4430523,415.0,50813170,556,30,64550,25080,1782501442.1672215,83
25.11261,25.104559,0.45551276,0.4435717,318.0,50588930,492,30,4387,25112,1782501442.4634335,86
25.096252,25.091509,0.44196624,0.20691895,349.0,50588930,623,31,23569,25096,1782501442.4634335,86
25.11061,25.104881,0.3014415,0.4435392,385.0,50703440,586,30,46725,25110,1782501442.6641219,88
25.068254,25.067045,0.13387129,0.20672835,374.0,50800720,668,31,38547,25068,1782501442.6641219,88
25.120253,25.115503,0.44238955,0.20708232,378.0,50612710,639,31,42217,25120,1782501442.7658572,89
25.118608,25.110558,0.45562166,0.44366905,357.0,50636400,556,30,28752,25118,1782501442.862053,90
25.11361,25.105558,0.4555309,0.4435879,339.0,50663820,537,30,17409,25113,1782501442.9668844,91
25.074253,25.07175,0.28774628,0.2067692,367.0,50758540,621,31,34515,25074,1782501443.1605752,93
25.094608,25.088884,0.30124927,0.44327953,418.0,50675360,608,30,1546,25094,1782501443.4657958,96
25.079256,25.078045,0.13393031,0.20680323,391.0,50772540,591,31,49872,25079,1782501443.4657958,96
25.114609,25.106558,0.45554906,0.44360414,370.0,50641840,551,30,36898,25114,1782501443.7654743,99
25.08261,25.078264,0.14723054,0.44308475,415.0,50837810,501,30,64897,25082,1782501443.7654743,99
25.097254,25.092508,0.44198388,0.20692575,379.0,50588070,663,31,42273,25097,1782501443.9627051,101
25.092253,25.08751,0.4418957,0.20689172,356.0,50655900,645,31,27790,25092,1782501444.7731824,109
25.073254,25.072044,0.13389811,0.20676239,403.0,50851940,640,31,57031,25073,1782501444.7731824,109
25.081608,25.075888,0.3010931,0.44306853,397.0,50725530,530,30,53385,25081,1782501444.8653026,110
25.069254,25.068045,0.13387665,0.20673516,347.0,50822790,631,31,21808,25069,1782501444.8653026,110
25.088253,25.085749,0.2879073,0.20686449,366.0,50717690,650,31,33990,25088,1782501444.963914,111
25.078257,25.077045,0.13392495,0.20679642,357.0,50821560,611,31,28364,25078,1782501445.0633125,112
25.118254,25.113504,0.44235426,0.2070687,373.0,50636100,618,31,39134,25118,1782501445.1615775,113
25.09561,25.09126,0.14730696,0.44329575,447.0,50824870,521,30,19671,25095,1782501445.2630582,114
25.077253,25.074749,0.2877808,0.20678963,364.0,50727610,671,31,32411,25077,1782501445.2630582,114
25.08761,25.083263,0.14725994,0.4431659,415.0,50799560,541,30,64773,25087,1782501445.4621952,116
25.075254,25.07275,0.28775778,0.20677601,342.0,50679420,679,31,18507,25075,1782501445.7688825,119
25.122608,25.114555,0.45569426,0.443734,363.0,50583270,553,30,32623,25122,1782501445.86272,120
25.086254,25.08151,0.44178987,0.20685089,368.0,50633070,658,31,35164,25086,1782501446.1644373,123
25.107254,25.102507,0.44216025,0.20699382,362.0,50635910,659,31,31764,25107,1782501446.7636929,129
25.078255,25.07575,0.2877923,0.20679642,369.0,50686300,605,31,35944,25078,1782501447.764493,139
25.076256,25.075045,0.13391422,0.20678282,364.0,50800390,635,31,32594,25076,1782501448.1636002,143
25.079254,25.07675,0.2878038,0.20680323,392.0,50676330,644,31,50211,25079,1782501448.5603182,147
25.070257,25.069046,0.13388202,0.20674197,374.0,50773560,648,31,38699,25070,1782501448.5603182,147
25.089607,25.083885,0.30118918,0.44319835,395.0,50711660,570,30,52071,25089,1782501448.662221,148
25.073252,25.07075,0.28773478,0.20676239,371.0,50711660,635,31,36940,25073,1782501448.662221,148
25.063255,25.062046,0.13384445,0.20669432,361.0,50808920,622,31,30547,25063,1782501448.662221,148
25.081608,25.077263,0.14722466,0.44306853,402.0,50869540,517,30,56601,25081,1782501448.8645175,150
25.081255,25.080044,0.13394105,0.20681685,377.0,50810890,633,31,40865,25081,1782501449.5673203,157
25.076254,25.07375,0.2877693,0.20678282,371.0,50725050,651,31,36909,25076,1782501449.6618726,158
25.066256,25.065044,0.13386054,0.20671475,349.0,50812390,650,31,22909,25066,1782501449.8619182,160
25.119608,25.111557,0.4556398,0.4436853,362.0,50600850,506,30,32194,25119,1782501449.963349,161
25.090609,25.084887,0.30120122,0.4432146,363.0,50692790,546,30,32073,25090,1782501450.4623466,166
25.087608,25.081886,0.30116516,0.4431659,394.0,50702180,565,30,51425,25087,1782501450.762743,169
25.121609,25.113556,0.4556761,0.44371775,371.0,50621030,536,30,37737,25121,1782501450.9631991,171
25.088253,25.08351,0.44182515,0.20686449,372.0,50612140,619,31,37936,25088,1782501451.5662198,177
25.12661,25.118555,0.45576683,0.4437989,366.0,50592280,564,30,34525,25126,1782501451.7642663,179
25.070253,25.06775,0.28770027,0.20674197,382.0,50695310,650,31,43716,25070,1782501452.06209,182
25.065256,25.064045,0.13385518,0.20670794,352.0,50792590,660,31,24713,25065,1782501452.06209,182
25.084608,25.078886,0.30112913,0.4431172,374.0,50696050,532,30,38961,25084,1782501452.160747,183
25.080254,25.079044,0.13393568,0.20681004,362.0,50821320,631,31,31426,25080,1782501453.2626405,194
25.114609,25.108881,0.30148953,0.44360414,404.0,50722620,555,30,58321,25114,1782501454.2638404,204
25.106253,25.101505,0.44214264,0.20698702,385.0,50623960,655,31,46270,25106,1782501454.2638404,204
25.116251,25.111504,0.442319,0.20705508,377.0,50577930,655,31,41413,25116,1782501454.765787,209
25.09561,25.087564,0.45520425,0.44329575,342.0,50674520,558,30,18877,25095,1782501455.7700996,219
25.097254,25.094748,0.28801084,0.20692575,357.0,50671360,667,31,28394,25097,1782501456.2643318,224
25.057255,25.056046,0.13381225,0.20665349,374.0,50865130,679,31,38276,25057,1782501457.462889,236
25.080608,25.074888,0.30108106,0.4430523,396.0,50757680,596,30,53009,25080,1782501458.363191,245
25.07161,25.067265,0.14716586,0.4429062,401.0,50855060,533,30,55688,25071,1782501458.363191,245
25.083254,25.07851,0.44173697,0.20683046,374.0,50639760,607,31,39162,25083,1782501459.165976,253
25.119253,25.114504,0.4423719,0.2070755,351.0,50566830,640,31,25146,25119,1782501462.762748,289
25.115252,25.110504,0.44230136,0.20704828,363.0,50598320,679,31,32436,25115,1782501463.0732894,292
