calculated_range,x,y,z,intensity,t,reflectivity,ring,ambient,range,timestamp,cloud_index
25.111256,25.110044,0.13410205,0.20702104,362.0,50768250,762,31,31913,25111,1782504497.6265068,10
25.126253,25.125391,-0.019984327,0.20712315,387.0,50866150,767,31,47943,25126,1782504497.6265068,10
25.10661,25.10226,0.14737163,0.4434743,431.0,50765200,696,30,10141,25106,1782504497.7240572,11
25.090254,25.089045,0.13398935,0.20687811,383.0,50765200,767,31,44710,25090,1782504497.7240572,11
25.130611,25.12669,-0.0066618705,0.44386384,401.0,50879630,676,30,56715,25130,1782504497.819936,12
25.102255,25.101393,-0.01996587,0.20695978,361.0,50879630,730,31,31294,25102,1782504497.819936,12
25.11261,25.10826,0.1474069,0.4435717,420.0,50800480,691,30,2715,25112,1782504497.9223037,13
25.123253,25.12239,-0.01998202,0.20710273,384.0,50898420,706,31,46325,25123,1782504497.9223037,13
25.095255,25.094393,-0.019960487,0.20691215,377.0,50906390,796,31,40874,25095,1782504498.021912,14
25.105255,25.104044,0.13406985,0.20698021,376.0,50819770,780,31,40515,25105,1782504498.1239562,15
25.12161,25.117691,-0.0066595636,0.44371775,396.0,50932710,658,30,53491,25121,1782504498.2209127,16
25.107254,25.106392,-0.019969715,0.20699382,359.0,50932710,756,31,29973,25107,1782504498.2209127,16
25.113611,25.109692,-0.0066575133,0.4435879,394.0,50939560,614,30,52307,25113,1782504498.3237636,17
25.066256,25.063751,0.28765425,0.20671475,373.0,50744650,762,31,38007,25066,1782504498.3237636,17
25.075256,25.074045,0.13390885,0.20677601,362.0,50841560,809,31,31631,25075,1782504498.3237636,17
25.094608,25.088884,0.30124927,0.44327953,377.0,50754600,656,30,41000,25094,1782504498.421864,18
25.11461,25.110691,-0.0066577694,0.44360414,383.0,50949660,650,30,45186,25114,1782504498.421864,18
25.100256,25.099045,0.13404302,0.20694618,386.0,50851610,812,31,47186,25100,1782504498.421864,18
25.105253,25.104391,-0.019968178,0.20698021,349.0,50949660,803,31,23386,25105,1782504498.421864,18
25.12161,25.117258,0.1474598,0.44371775,408.0,50868740,681,30,60939,25121,1782504498.5262442,19
25.112253,25.111391,-0.019973561,0.20702785,356.0,50966790,782,31,28033,25112,1782504498.5262442,19
25.12561,25.121258,0.14748332,0.4437827,400.0,50867830,632,30,56234,25125,1782504498.6213152,20
25.095608,25.089884,0.30126128,0.44329575,383.0,50742770,693,30,45220,25095,1782504498.7241921,21
25.112612,25.108692,-0.006657257,0.4435717,402.0,50937670,642,30,57169,25112,1782504498.7241921,21
25.122253,25.121391,-0.01998125,0.20709592,392.0,50937670,819,31,51357,25122,1782504498.7241921,21
25.099255,25.098043,0.13403764,0.20693937,383.0,50821940,765,31,44894,25099,1782504498.823702,22
25.113255,25.112392,-0.01997433,0.20703466,379.0,50919890,758,31,42684,25113,1782504498.823702,22
25.118608,25.114258,0.14744218,0.44366905,409.0,50812300,724,30,61888,25118,1782504498.9233158,23
25.125612,25.12169,-0.006660589,0.4437827,413.0,50910230,597,30,64632,25125,1782504498.9233158,23
25.097609,25.091885,0.3012853,0.4433282,389.0,50707110,657,30,48595,25097,1782504499.020875,24
25.09161,25.087263,0.14728345,0.44323084,407.0,50803980,666,30,59776,25091,1782504499.020875,24
25.098608,25.092884,0.3012973,0.44334444,377.0,50696620,659,30,41054,25098,1782504499.1212788,25
25.10761,25.103693,-0.0066559757,0.44349054,407.0,50891370,667,30,60093,25107,1782504499.1212788,25
25.084255,25.083044,0.13395715,0.20683727,365.0,50793480,771,31,33260,25084,1782504499.1212788,25
25.093252,25.092392,-0.019958949,0.20689853,358.0,50891370,796,31,28867,25093,1782504499.1212788,25
25.14161,25.137688,-0.00666469,0.44404238,398.0,50895970,687,30,54985,25141,1782504499.2225907,26
25.089256,25.088045,0.13398398,0.2068713,376.0,50798080,747,31,40398,25089,1782504499.2225907,26
25.100254,25.099392,-0.019964332,0.20694618,381.0,50895970,814,31,44025,25100,1782504499.2225907,26
25.108612,25.104692,-0.006656232,0.44350675,400.0,50898130,679,30,55629,25108,1782504499.322213,27
25.093254,25.092045,0.13400544,0.20689853,382.0,50800100,759,31,44196,25093,1782504499.322213,27
25.094252,25.093391,-0.019959718,0.20690534,329.0,50898130,754,31,10862,25094,1782504499.322213,27
25.120613,25.116692,-0.0066593075,0.44370154,414.0,50900800,643,30,64902,25120,1782504499.4256766,28
25.106255,25.105392,-0.019968947,0.20698702,392.0,50900800,759,31,50744,25106,1782504499.4256766,28
25.10961,25.105259,0.14738926,0.443523,414.0,50821330,667,30,64537,25109,1782504499.521592,29
25.10261,25.09826,0.1473481,0.44340938,415.0,50828150,634,30,65207,25102,1782504499.622558,30
25.103254,25.102043,0.13405912,0.2069666,400.0,50828150,742,31,55820,25103,1782504499.622558,30
25.090252,25.087748,0.2879303,0.20687811,364.0,50720260,777,31,32708,25090,1782504499.8227131,32
25.10161,25.095884,0.30133337,0.44339314,385.0,50714590,662,30,46135,25101,1782504499.9224236,33
25.09961,25.09526,0.14733048,0.4433607,396.0,50811520,628,30,53208,25099,1782504499.9224236,33
25.095255,25.094044,0.13401619,0.20691215,391.0,50811520,687,31,49657,25095,1782504499.9224236,33
25.11661,25.112259,0.14743042,0.4436366,430.0,50792770,608,30,9573,25116,1782504500.0249941,34
25.115612,25.111692,-0.006658026,0.44362038,394.0,50890670,690,30,51920,25115,1782504500.0249941,34
25.083256,25.08075,0.2878498,0.20683046,323.0,50695960,827,31,7131,25083,1782504500.0249941,34
25.11361,25.109259,0.14741278,0.4435879,398.0,50789400,630,30,54742,25113,1782504500.1228688,35
25.110254,25.109043,0.13409668,0.20701425,396.0,50789400,731,31,53493,25110,1782504500.1228688,35
25.08261,25.076887,0.3011051,0.44308475,395.0,50700480,655,30,52103,25082,1782504500.2205138,36
25.097254,25.096392,-0.019962026,0.20692575,336.0,50895240,742,31,15386,25097,1782504500.2205138,36
25.120611,25.116259,0.14745393,0.44370154,381.0,50798370,681,30,43870,25120,1782504500.4237483,38
25.088253,25.085749,0.2879073,0.20686449,366.0,50701510,755,31,34046,25088,1782504500.4237483,38
25.080254,25.079044,0.13393568,0.20681004,384.0,50798370,725,31,45381,25080,1782504500.4237483,38
25.098253,25.097391,-0.019962795,0.20693256,384.0,50899850,762,31,45526,25098,1782504500.5206108,39
25.096254,25.095045,0.13402155,0.20691895,359.0,50797670,763,31,29732,25096,1782504500.627906,40
25.12361,25.11969,-0.0066600763,0.4437502,390.0,50923710,662,30,49712,25123,1782504500.8251672,42
25.094255,25.093044,0.13401082,0.20690534,392.0,50835960,771,31,50442,25094,1782504501.0212665,44
25.101255,25.100044,0.13404839,0.20695299,369.0,50840410,739,31,36258,25101,1782504501.1279814,45
25.100609,25.094883,0.30132136,0.4433769,388.0,50715060,655,30,48035,25100,1782504501.423954,48
25.096611,25.092262,0.14731283,0.443312,403.0,50805430,633,30,57529,25096,1782504501.5251024,49
25.104256,25.103045,0.13406448,0.2069734,402.0,50790210,750,31,57051,25104,1782504501.6222236,50
25.115253,25.114391,-0.019975867,0.20704828,391.0,50888080,778,31,50187,25115,1782504501.6222236,50
25.08561,25.079887,0.30114114,0.44313344,374.0,50701550,703,30,39300,25085,1782504501.8235724,52
25.123608,25.119257,0.14747156,0.4437502,428.0,50798610,629,30,8342,25123,1782504502.0248952,54
25.11961,25.11569,-0.0066590514,0.4436853,403.0,50896510,664,30,57831,25119,1782504502.0248952,54
25.076254,25.07375,0.2877693,0.20678282,357.0,50701750,756,31,28161,25076,1782504502.0248952,54
25.118254,25.117392,-0.019978175,0.2070687,379.0,50921950,803,31,42537,25118,1782504502.1254466,55
25.11161,25.10726,0.14740102,0.44355544,402.0,50836490,619,30,57279,25111,1782504502.2239394,56
25.110254,25.109392,-0.019972023,0.20701425,363.0,50934410,774,31,32451,25110,1782504502.2239394,56
25.131254,25.130392,-0.019988172,0.20715718,391.0,50912190,738,31,50716,25131,1782504502.323244,57
25.10361,25.097883,0.3013574,0.4434256,365.0,50709690,656,30,33608,25103,1782504502.6280723,60
25.09961,25.093884,0.30130935,0.4433607,413.0,50685630,661,30,63737,25099,1782504503.0205147,64
25.11061,25.10626,0.14739515,0.4435392,392.0,50798660,653,30,50773,25110,1782504503.1214275,65
25.086254,25.085045,0.13396788,0.20685089,373.0,50798660,769,31,38334,25086,1782504503.1214275,65
25.082254,25.07975,0.2878383,0.20682366,341.0,50715280,756,31,18202,25082,1782504503.527314,69
25.129253,25.128391,-0.019986633,0.20714357,393.0,50910080,766,31,51796,25129,1782504503.527314,69
25.129612,25.12569,-0.0066616144,0.4438476,410.0,50877350,673,30,62399,25129,1782504503.7206426,71
25.09161,25.085886,0.30121323,0.44323084,386.0,50690880,648,30,46653,25091,1782504503.8218799,72
25.108253,25.107391,-0.019970484,0.20700063,351.0,50892400,829,31,25174,25108,1782504503.9240396,73
25.09761,25.093262,0.14731872,0.4433282,387.0,50799030,660,30,47319,25097,1782504504.0219579,74
25.109253,25.10839,-0.019971253,0.20700744,358.0,50896920,818,31,29674,25109,1782504504.0219579,74
25.100609,25.09626,0.14733635,0.4433769,390.0,50819360,673,30,49196,25100,1782504504.122199,75
25.128609,25.12469,-0.006661358,0.44383138,419.0,50917280,653,30,2640,25128,1782504504.122199,75
25.09861,25.094261,0.14732459,0.44334444,414.0,50826510,642,30,64455,25098,1782504504.223805,76
25.085255,25.082748,0.2878728,0.20684408,353.0,50710250,792,31,25608,25085,1782504504.7256773,81
25.119255,25.118391,-0.019978944,0.2070755,354.0,50919130,755,31,27040,25119,1782504504.819471,82
25.08661,25.080887,0.30115315,0.4431497,368.0,50701300,697,30,35585,25086,1782504505.0218918,84
25.119608,25.115257,0.14744805,0.4436853,448.0,50777580,712,30,21057,25119,1782504505.2213523,86
25.134611,25.13069,-0.006662896,0.44392875,403.0,50880750,668,30,58113,25134,1782504505.3238678,87
25.107256,25.106043,0.13408059,0.20699382,394.0,50782930,807,31,52387,25107,1782504505.3238678,87
25.120253,25.11939,-0.019979713,0.20708232,389.0,50880750,754,31,49145,25120,1782504505.3238678,87
25.10361,25.09926,0.14735399,0.4434256,392.0,50809440,619,30,50811,25103,1782504505.4264207,88
25.12261,25.11869,-0.00665982,0.443734,400.0,50923720,659,30,56025,25122,1782504505.51947,89
25.114254,25.113392,-0.019975098,0.20704147,353.0,50893130,783,31,26176,25114,1782504506.120915,95
25.097256,25.096045,0.13402691,0.20692575,398.0,50801470,747,31,54412,25097,1782504506.2223523,96
25.093609,25.087885,0.30123726,0.4432633,374.0,50688520,649,30,39121,25093,1782504506.4220688,98
25.10861,25.10426,0.14738339,0.44350675,416.0,50789760,667,30,246,25108,1782504506.6192985,100
25.091253,25.088749,0.2879418,0.20688492,372.0,50745900,793,31,37671,25091,1782504507.0232322,104
25.10161,25.097261,0.14734223,0.44339314,375.0,50822920,677,30,39752,25101,1782504507.126097,105
25.10261,25.096884,0.30134538,0.44340938,398.0,50694870,619,30,54577,25102,1782504507.3205364,107
25.079254,25.07675,0.2878038,0.20680323,398.0,50694870,750,31,54035,25079,1782504507.3205364,107
25.098255,25.097044,0.13403228,0.20693256,369.0,50791680,768,31,36044,25098,1782504507.3205364,107
25.094608,25.090261,0.14730108,0.44327953,403.0,50761080,674,30,57275,25094,1782504507.6204607,110
25.080254,25.07775,0.2878153,0.20681004,359.0,50664270,763,31,29448,25080,1782504507.6204607,110
25.079256,25.078045,0.13393031,0.20680323,349.0,50761080,748,31,23226,25079,1782504507.6204607,110
25.106255,25.105043,0.13407521,0.20698702,367.0,50825600,737,31,35106,25106,1782504507.8210416,112
25.09661,25.090885,0.3012733,0.443312,404.0,50756060,676,30,57924,25096,1782504507.9218118,113
25.088253,25.087044,0.13397862,0.20686449,369.0,50863180,781,31,35792,25088,1782504508.1212056,115
25.082256,25.081045,0.13394642,0.20682366,359.0,50816190,735,31,29641,25082,1782504508.42608,118
25.12661,25.12269,-0.0066608456,0.4437989,389.0,50887280,703,30,49546,25126,1782504508.7207246,121
25.078255,25.07575,0.2877923,0.20679642,369.0,50692690,728,31,35887,25078,1782504508.821574,122
25.13561,25.13169,-0.006663152,0.443945,406.0,50895960,672,30,60001,25135,1782504508.918684,123
25.084253,25.081749,0.28786132,0.20683727,342.0,50712630,792,31,18660,25084,1782504509.3191369,127
25.078257,25.077045,0.13392495,0.20679642,366.0,50809490,745,31,33908,25078,1782504509.3191369,127
25.09261,25.086885,0.30122524,0.44324705,387.0,50714820,643,30,47324,25092,1782504509.4254155,128
25.084608,25.078886,0.30112913,0.4431172,390.0,50715210,636,30,49090,25084,1782504509.5228167,129
25.08761,25.083263,0.14725994,0.4431659,396.0,50812070,679,30,52690,25087,1782504509.5228167,129
25.081253,25.078749,0.2878268,0.20681685,371.0,50750330,782,31,36920,25081,1782504509.9216921,133
25.11061,25.106691,-0.0066567445,0.4435392,421.0,50916200,685,30,3347,25110,1782504510.2216733,136
25.124609,25.12069,-0.006660333,0.44376644,427.0,50875090,703,30,7969,25124,1782504510.4235113,138
25.114609,25.110258,0.14741866,0.44360414,412.0,50761710,680,30,63313,25114,1782504510.8240924,142
25.125254,25.124392,-0.019983558,0.20711635,366.0,50859550,773,31,34624,25125,1782504510.8240924,142
25.077253,25.074749,0.2877808,0.20678963,373.0,50718400,754,31,38247,25077,1782504511.1209743,145
25.081255,25.080044,0.13394105,0.20681685,377.0,50815320,743,31,40908,25081,1782504511.1209743,145
25.074253,25.07175,0.28774628,0.2067692,369.0,50692360,787,31,35496,25074,1782504511.7272248,151
25.11761,25.113691,-0.0066585387,0.44365284,396.0,50880000,695,30,53830,25117,1782504511.82432,152
25.12261,25.118258,0.14746569,0.443734,391.0,50797380,629,30,50509,25122,1782504512.021183,154
25.13361,25.129688,-0.00666264,0.44391254,420.0,50938550,674,30,3252,25133,1782504512.1222236,155
25.086252,25.083748,0.2878843,0.20685089,374.0,50744890,858,31,39106,25086,1782504512.6200743,160
25.069252,25.06675,0.28768876,0.20673516,363.0,50708320,718,31,32018,25069,1782504513.1210463,165
25.077255,25.076044,0.13391958,0.20678963,360.0,50805180,757,31,30055,25077,1782504513.1210463,165
25.137611,25.133688,-0.0066636647,0.44397745,433.0,50912550,679,30,11534,25137,1782504514.020934,174
25.13661,25.132689,-0.0066634086,0.4439612,410.0,50898170,665,30,62598,25136,1782504514.4257119,178
25.127253,25.12639,-0.019985097,0.20712996,385.0,50913980,746,31,46810,25127,1782504514.7211268,181
25.139612,25.135689,-0.0066641774,0.4440099,435.0,50896480,654,30,12968,25139,1782504514.8244648,182
25.116251,25.11539,-0.019976636,0.20705508,384.0,50896480,768,31,45840,25116,1782504514.8244648,182
25.089607,25.083885,0.30118918,0.44319835,399.0,50709790,703,30,55122,25089,1782504515.4288793,188
25.083256,25.082045,0.13395178,0.20683046,347.0,50815350,810,31,22324,25083,1782504515.6216688,190
25.087608,25.081886,0.30116516,0.4431659,384.0,50681210,657,30,45258,25087,1782504516.6197238,200
25.124254,25.123392,-0.019982789,0.20710954,395.0,50877490,758,31,52998,25124,1782504516.9193132,203
25.08961,25.085262,0.1472717,0.44319835,391.0,50787290,634,30,49833,25089,1782504518.3226056,217
25.070253,25.06775,0.28770027,0.20674197,376.0,50687960,794,31,39788,25070,1782504519.1246367,225
25.089252,25.086748,0.2879188,0.2068713,358.0,50723420,778,31,28898,25089,1782504520.4255507,238
