calculated_range,x,y,z,intensity,timestamp,cloud_index
25.016142,25.007109,-0.46652627,0.48391113,61.0,1782506863.7187,0
25.02114,25.010324,-0.5539253,0.48400798,30.0,1782506863.7187,0
25.011126,24.989927,-0.6058401,0.8324071,3.0,1782506863.7187,0
25.01114,24.998245,-0.6409678,0.4838143,38.0,1782506863.7187,0
25.01614,25.00085,-0.7283697,0.48391113,37.0,1782506863.7187,0
25.04114,25.034813,-0.35011098,0.44076094,33.0,1782506863.7187,0
25.026127,25.01117,-0.35414696,0.78931427,40.0,1782506863.7187,0
25.02114,25.013443,-0.43714762,0.4404084,30.0,1782506863.7187,0
25.021126,25.004784,-0.441362,0.7891563,71.0,1782506863.7187,0
25.031137,25.02176,-0.52466756,0.4405847,30.0,1782506863.7187,0
25.016127,24.998095,-0.52853674,0.7889984,31.0,1782506863.7187,0
25.02114,25.00978,-0.61176234,0.4404084,37.0,1782506863.7187,0
25.016125,24.996096,-0.61579317,0.7889984,33.0,1782506863.7187,0
25.021143,25.007496,-0.69905907,0.4404084,30.0,1782506863.7187,0
25.031126,25.008781,-0.7034633,0.78947216,33.0,1782506863.7187,0
25.041096,25.027391,-0.3598175,0.7461667,41.0,1782506863.7187,0
25.0161,25.001,-0.44673243,0.7454207,36.0,1782506863.7187,0
25.0261,25.009281,-0.5342123,0.7457191,29.0,1782506863.7187,0
25.0161,24.997272,-0.6212599,0.7454207,36.0,1782506863.7187,0
25.02604,25.013329,-0.37815335,0.7021216,41.0,1782506863.7187,0
25.021036,25.006857,-0.46537137,0.7019811,67.0,1782506863.7187,0
25.021034,25.00508,-0.55265874,0.7019811,28.0,1782506863.7187,0
25.016037,24.998003,-0.63981205,0.70184064,36.0,1782506863.7187,0
25.036036,25.0156,-0.7276467,0.7024026,35.0,1782506863.7187,0
25.02094,25.009336,-0.38352785,0.6583902,39.0,1782506863.7187,0
25.015942,25.00285,-0.47073108,0.65825844,35.0,1782506863.7187,0
25.015942,25.001055,-0.5580044,0.65825844,30.0,1782506863.7187,0
25.010944,24.99396,-0.6451428,0.6581267,36.0,1782506863.7187,0
25.025946,25.015942,-0.3499304,0.6149204,40.0,1782506863.7187,0
25.020945,25.00957,-0.4371621,0.6147973,36.0,1782506863.7187,0
25.025944,25.012888,-0.5245647,0.6149204,30.0,1782506863.7187,0
25.015945,25.000912,-0.61162674,0.6146743,36.0,1782506863.7187,0
25.025946,25.008617,-0.6991734,0.6149204,36.0,1782506863.7187,0
25.026043,25.016996,-0.3553809,0.5713169,40.0,1782506863.7187,0
25.026043,25.015604,-0.44270435,0.5713169,63.0,1782506863.7187,0
25.026043,25.013906,-0.5300224,0.5713169,31.0,1782506863.7187,0
25.016043,25.001907,-0.61708623,0.5710883,38.0,1782506863.7187,0
25.026041,25.009594,-0.704638,0.5713169,30.0,1782506863.7187,0
25.026108,25.017748,-0.37393185,0.5277117,41.0,1782506863.7187,0
25.021105,25.011292,-0.46116528,0.52760607,38.0,1782506863.7187,0
25.021105,25.009527,-0.5484682,0.52760607,31.0,1782506863.7187,0
25.011106,24.997469,-0.6355097,0.52739495,37.0,1782506863.7187,0
25.021107,25.00509,-0.7230528,0.52760607,31.0,1782506863.7187,0
25.041138,25.033575,-0.3796118,0.48439544,42.0,1782506863.7187,0
25.01114,25.00033,-0.5537037,0.4838143,30.0,1782506863.809583,1
25.006142,24.993248,-0.6408395,0.4837174,38.0,1782506863.809583,1
25.02114,25.005846,-0.7285153,0.48400798,33.0,1782506863.809583,1
25.026127,25.00978,-0.44145012,0.78931427,71.0,1782506863.809583,1
25.011137,25.001768,-0.5242488,0.44023216,31.0,1782506863.809583,1
25.02613,25.00809,-0.52874786,0.78931427,31.0,1782506863.809583,1
25.00614,24.99479,-0.61139596,0.440144,37.0,1782506863.809583,1
25.016129,24.993797,-0.7030421,0.7889984,33.0,1782506863.809583,1
25.0511,25.037388,-0.35996056,0.7464651,41.0,1782506863.809583,1
25.036097,25.020987,-0.44708827,0.7460175,71.0,1782506863.809583,1
25.036097,25.019274,-0.5344251,0.7460175,31.0,1782506863.809583,1
25.0311,25.01226,-0.62163144,0.74586827,34.0,1782506863.809583,1
25.036097,25.014933,-0.70907813,0.7460175,35.0,1782506863.809583,1
25.031036,25.018324,-0.37822837,0.7022621,41.0,1782506863.809583,1
25.031036,25.016851,-0.4655563,0.7022621,71.0,1782506863.809583,1
25.031034,25.015072,-0.5528785,0.7022621,28.0,1782506863.809583,1
25.021036,25.002998,-0.6399394,0.7019811,36.0,1782506863.809583,1
25.026037,25.00561,-0.7273571,0.7021216,35.0,1782506863.809583,1
25.030943,25.019333,-0.38367963,0.65865374,39.0,1782506863.809583,1
25.025944,25.012846,-0.47091773,0.658522,61.0,1782506863.809583,1
25.025946,25.01105,-0.558226,0.658522,31.0,1782506863.809583,1
25.015944,24.998955,-0.645271,0.65825844,36.0,1782506863.809583,1
25.025946,25.014568,-0.43725023,0.6149204,36.0,1782506863.809583,1
25.02104,25.011995,-0.3553093,0.5712026,40.0,1782506863.809583,1
25.031038,25.01459,-0.7047793,0.5714312,31.0,1782506863.809583,1
25.016108,25.007751,-0.3737818,0.5275005,41.0,1782506863.809583,1
25.03114,25.023579,-0.37945998,0.4842017,11.0,1782506863.809583,1
25.02114,25.012106,-0.46661958,0.48400798,60.0,1782506863.9046195,2
25.016125,24.994923,-0.6059613,0.8325737,3.0,1782506863.9046195,2
25.03614,25.029814,-0.35004118,0.44067284,27.0,1782506863.9046195,2
25.016142,25.008446,-0.4370604,0.44032028,27.0,1782506863.9046195,2
25.011139,24.999786,-0.6115181,0.44023216,37.0,1782506863.9046195,2
25.036127,25.01608,-0.6162851,0.7896301,29.0,1782506863.9046195,2
25.0311,25.01599,-0.44699928,0.74586827,71.0,1782506863.9046195,2
25.0311,25.014277,-0.5343186,0.74586827,30.0,1782506863.9046195,2
25.0261,25.007265,-0.62150764,0.7457191,35.0,1782506863.9046195,2
25.03604,25.02185,-0.46564877,0.7024026,67.0,1782506863.9046195,2
25.041037,25.025066,-0.5530983,0.7025431,28.0,1782506863.9046195,2
25.030943,25.017841,-0.47101107,0.65865374,63.0,1782506863.9046195,2
25.030943,25.016045,-0.55833673,0.65865374,31.0,1782506863.9046195,2
25.020943,25.010942,-0.3498597,0.6147973,40.0,1782506863.9046195,2
25.030945,25.017885,-0.52467024,0.6150434,30.0,1782506863.9046195,2
25.020947,25.005909,-0.61174977,0.6147973,37.0,1782506863.9046195,2
25.03104,25.0206,-0.4427933,0.5714312,65.0,1782506863.9046195,2
25.031042,25.018902,-0.5301288,0.5714312,31.0,1782506863.9046195,2
25.021038,25.006903,-0.61721003,0.5712026,38.0,1782506863.9046195,2
25.031105,25.021288,-0.46135023,0.52781725,38.0,1782506863.9046195,2
25.026106,25.014526,-0.54857814,0.5277117,31.0,1782506863.9046195,2
25.016108,25.002466,-0.6356371,0.5275005,37.0,1782506863.9046195,2
25.021126,25.001883,-0.51881284,0.83274037,3.0,1782506864.0037916,3
25.016142,25.00533,-0.5538145,0.48391113,30.0,1782506864.0037916,3
25.016142,25.003242,-0.64109606,0.48391113,38.0,1782506864.0037916,3
25.031126,25.016165,-0.3542176,0.78947216,40.0,1782506864.0037916,3
25.026138,25.018442,-0.43723488,0.44049656,27.0,1782506864.0037916,3
25.031126,25.014776,-0.44153818,0.78947216,71.0,1782506864.0037916,3
25.016142,25.006767,-0.52435344,0.44032028,14.0,1782506864.0037916,3
25.036129,25.018082,-0.52895886,0.7896301,31.0,1782506864.0037916,3
25.016138,25.004784,-0.6116402,0.44032028,18.0,1782506864.0037916,3
25.041126,25.021076,-0.61640805,0.789788,30.0,1782506864.0037916,3
25.016142,25.002499,-0.6989195,0.44032028,37.0,1782506864.0037916,3
25.0461,25.03239,-0.35988903,0.7463159,41.0,1782506864.0037916,3
25.036036,25.020071,-0.55298847,0.7024026,28.0,1782506864.0037916,3
