calculated_range,x,y,z,intensity,timestamp,cloud_index
25.01614,25.012114,0.08677282,0.44032028,42.0,1782509114.7038057,0
25.02114,25.017263,-0.0005362764,0.4404084,53.0,1782509114.7038057,0
25.02614,25.022108,-0.08788027,0.44049656,33.0,1782509114.7038057,0
25.011127,24.998516,-0.09216104,0.78884053,35.0,1782509114.7038057,0
25.01614,25.01165,-0.17515339,0.44032028,32.0,1782509114.7038057,0
25.011127,24.998041,-0.17942159,0.78884053,34.0,1782509114.7038057,0
25.016142,25.010887,-0.26245928,0.44032028,37.0,1782509114.7038057,0
25.016127,25.002258,-0.2667331,0.7889984,34.0,1782509114.7038057,0
25.036097,25.024862,0.07700982,0.7460175,41.0,1782509114.7038057,0
25.031097,25.01998,-0.010341978,0.74586827,40.0,1782509114.7038057,0
25.0461,25.034786,-0.09773552,0.7463159,32.0,1782509114.7038057,0
25.041098,25.029295,-0.185086,0.7461667,36.0,1782509114.7038057,0
25.036098,25.023499,-0.27239934,0.7460175,37.0,1782509114.7038057,0
25.021036,25.011118,0.05843478,0.7019811,39.0,1782509114.7038057,0
25.026037,25.016169,-0.028875904,0.7021216,39.0,1782509114.7038057,0
25.036036,25.025911,-0.11624381,0.7024026,31.0,1782509114.7038057,0
25.031036,25.020355,-0.20355971,0.7022621,30.0,1782509114.7038057,0
25.031034,25.019491,-0.2908958,0.7022621,39.0,1782509114.7038057,0
25.025942,25.01722,0.05301503,0.658522,35.0,1782509114.7038057,0
25.030941,25.02225,-0.03431779,0.65865374,32.0,1782509114.7038057,0
25.030943,25.021978,-0.12166154,0.65865374,37.0,1782509114.7038057,0
25.025942,25.016405,-0.20896281,0.658522,37.0,1782509114.7038057,0
25.025944,25.015524,-0.2962851,0.658522,34.0,1782509114.7038057,0
25.020943,25.013239,0.086694695,0.6147973,39.0,1782509114.7038057,0
25.020945,25.01339,-0.00061833137,0.6147973,38.0,1782509114.7038057,0
25.020945,25.013235,-0.08793135,0.6147973,35.0,1782509114.7038057,0
25.020943,25.012774,-0.1752433,0.6147973,37.0,1782509114.7038057,0
25.015944,25.007013,-0.26249987,0.6146743,38.0,1782509114.7038057,0
25.021038,25.014385,0.08126431,0.5712026,38.0,1782509114.7038057,0
25.03104,25.024515,-0.006056182,0.5714312,37.0,1782509114.7038057,0
25.031038,25.024342,-0.093408,0.5714312,35.0,1782509114.7038057,0
25.03104,25.023865,-0.18075868,0.5714312,34.0,1782509114.7038057,0
25.02104,25.013083,-0.267999,0.5712026,37.0,1782509114.7038057,0
25.031105,25.025461,0.06275722,0.52781725,25.0,1782509114.7038057,0
25.031105,25.025528,-0.024598323,0.52781725,54.0,1782509114.7038057,0
25.026108,25.020292,-0.11193089,0.5277117,35.0,1782509114.7038057,0
25.026108,25.019749,-0.19926733,0.5277117,33.0,1782509114.7038057,0
25.021105,25.0139,-0.28654373,0.52760607,34.0,1782509114.7038057,0
25.041138,25.036386,0.057342134,0.48439544,38.0,1782509114.7038057,0
25.021137,25.016438,-0.030027084,0.48400798,33.0,1782509114.7038057,0
25.02114,25.016182,-0.11735057,0.48400798,34.0,1782509114.7038057,0
25.016142,25.010624,-0.20463161,0.48391113,38.0,1782509114.7038057,0
25.016142,25.009756,-0.29193375,0.48391113,38.0,1782509114.7038057,0
25.04114,25.03711,0.086860076,0.44076094,42.0,1782509114.8048732,1
25.016127,25.003681,-0.004900242,0.7889984,33.0,1782509114.8048732,1
25.016127,25.003511,-0.09217934,0.7889984,35.0,1782509114.8048732,1
25.026098,25.014868,0.07697842,0.7457191,41.0,1782509114.8048732,1
25.021097,25.009985,-0.010338489,0.7455699,42.0,1782509114.8048732,1
25.031096,25.01979,-0.09767794,0.74586827,32.0,1782509114.8048732,1
25.031097,25.019299,-0.18501271,0.74586827,35.0,1782509114.8048732,1
25.031096,25.0185,-0.27234524,0.74586827,37.0,1782509114.8048732,1
25.026035,25.015915,-0.11619845,0.7021216,31.0,1782509114.8048732,1
25.026035,25.014494,-0.29083824,0.7021216,40.0,1782509114.8048732,1
25.025942,25.017252,-0.034311686,0.658522,37.0,1782509114.8048732,1
25.02094,25.011982,-0.12161443,0.6583902,36.0,1782509114.8048732,1
25.020943,25.010525,-0.29622665,0.6583902,33.0,1782509114.8048732,1
25.015942,25.00824,0.08667812,0.6146743,38.0,1782509114.8048732,1
25.025946,25.018389,-0.000619204,0.6149204,38.0,1782509114.8048732,1
25.01104,25.00439,0.081232905,0.570974,38.0,1782509114.8048732,1
25.026043,25.018867,-0.18072206,0.5713169,34.0,1782509114.8048732,1
25.021105,25.015463,0.062732786,0.52760607,38.0,1782509114.8048732,1
25.026108,25.02053,-0.02459309,0.5277117,40.0,1782509114.8048732,1
25.021105,25.015291,-0.1119082,0.52760607,33.0,1782509114.8048732,1
25.021105,25.014748,-0.19922717,0.52760607,38.0,1782509114.8048732,1
25.016108,25.008904,-0.28648618,0.5275005,37.0,1782509114.8048732,1
25.02614,25.02139,0.05730811,0.48410487,38.0,1782509114.8048732,1
25.031137,25.026436,-0.0300393,0.4842017,34.0,1782509114.8048732,1
25.01114,25.004757,-0.29187527,0.4838143,38.0,1782509114.8048732,1
25.02114,25.017113,0.08679027,0.4404084,42.0,1782509114.9103837,2
25.03114,25.027262,-0.0005362764,0.4405847,51.0,1782509114.9103837,2
25.021141,25.016651,-0.17518829,0.4404084,32.0,1782509114.9103837,2
25.016125,25.003035,-0.17945734,0.7889984,34.0,1782509114.9103837,2
25.011139,25.005888,-0.26240692,0.44023216,37.0,1782509114.9103837,2
25.011127,24.997263,-0.26667994,0.78884053,34.0,1782509114.9103837,2
25.031096,25.019863,0.07699411,0.74586827,41.0,1782509114.9103837,2
25.0261,25.014303,-0.1849761,0.7457191,36.0,1782509114.9103837,2
25.016037,25.00612,0.05842257,0.70184064,36.0,1782509114.9103837,2
25.026037,25.015358,-0.20351958,0.7021216,39.0,1782509114.9103837,2
25.020939,25.01222,0.053003687,0.6583902,34.0,1782509114.9103837,2
25.020943,25.011406,-0.2089218,0.6583902,38.0,1782509114.9103837,2
25.050943,25.04323,0.08679415,0.61553556,47.0,1782509114.9103837,2
25.025942,25.017773,-0.17527908,0.6149204,38.0,1782509114.9103837,2
25.020945,25.012012,-0.2625531,0.6147973,38.0,1782509114.9103837,2
25.031038,25.024384,0.081295714,0.5714312,44.0,1782509114.9103837,2
25.026041,25.019518,-0.0060544377,0.5713169,37.0,1782509114.9103837,2
25.026041,25.019344,-0.09338882,0.5713169,35.0,1782509114.9103837,2
25.031137,25.026388,0.057319447,0.4842017,44.0,1782509114.9103837,2
25.016142,25.011185,-0.11732702,0.48391113,34.0,1782509114.9103837,2
25.02114,25.015621,-0.2046726,0.48400798,38.0,1782509114.9103837,2
25.016127,25.003546,0.082378924,0.7889984,37.0,1782509115.021576,3
25.02614,25.022263,-0.0005362764,0.44049656,57.0,1782509115.021576,3
25.021126,25.008678,-0.004901114,0.7891563,33.0,1782509115.021576,3
25.02114,25.017109,-0.08786282,0.4404084,33.0,1782509115.021576,3
25.021126,25.008509,-0.092197664,0.7891563,33.0,1782509115.021576,3
25.021124,25.008032,-0.17949308,0.7891563,34.0,1782509115.021576,3
