calculated_range,x,y,z,intensity,timestamp,cloud_index
25.03114,25.027107,-0.08789772,0.4405847,96.0,1782501731.3341267,0
25.026138,25.021648,-0.17522319,0.44049656,38.0,1782501731.3341267,0
25.02614,25.020885,-0.26256397,0.44049656,41.0,1782501731.3341267,0
25.021141,25.014818,-0.34983176,0.4404084,41.0,1782501731.3341267,0
25.031109,25.027786,-0.093340404,0.3969663,95.0,1782501731.3341267,0
25.031109,25.027308,-0.18070312,0.3969663,31.0,1782501731.3341267,0
25.031107,25.026524,-0.26806363,0.3969663,37.0,1782501731.3341267,0
25.021109,25.015438,-0.35527954,0.39680746,40.0,1782501731.3341267,0
25.036045,25.033302,-0.11190812,0.3534174,53.0,1782501731.3341267,0
25.026035,25.015915,-0.11619845,0.7021216,3.0,1782501731.3341267,0
25.026045,25.022758,-0.19921145,0.35327604,39.0,1782501731.3341267,0
25.026047,25.021912,-0.28655595,0.35327604,38.0,1782501731.3341267,0
25.021048,25.01576,-0.3738228,0.35320532,40.0,1782501731.3341267,0
25.045942,25.037247,-0.034336116,0.65904903,32.0,1782501731.3341267,0
25.050943,25.041973,-0.12175576,0.65918076,29.0,1782501731.3341267,0
25.025951,25.023235,-0.20028351,0.3096641,28.0,1782501731.3341267,0
25.020943,25.011406,-0.2089218,0.6583902,30.0,1782501731.3341267,0
25.02095,25.017382,-0.28757295,0.30960214,21.0,1782501731.3341267,0
25.020952,25.016228,-0.37489814,0.30960214,40.0,1782501731.3341267,0
25.030945,25.023232,-0.08796799,0.6150434,39.0,1782501731.3341267,0
25.020943,25.012774,-0.1752433,0.6147973,96.0,1782501731.3341267,0
25.020945,25.012012,-0.2625531,0.6147973,58.0,1782501731.3341267,0
25.020943,25.010942,-0.3498597,0.6147973,52.0,1782501731.3341267,0
25.03604,25.02934,-0.0934272,0.57154554,44.0,1782501731.3341267,0
25.03104,25.023865,-0.18075868,0.5714312,31.0,1782501731.3341267,0
25.02104,25.013083,-0.267999,0.5712026,33.0,1782501731.3341267,0
25.02104,25.011995,-0.3553093,0.5712026,42.0,1782501731.3341267,0
25.026108,25.020292,-0.11193089,0.5277117,95.0,1782501731.3341267,0
25.026108,25.019749,-0.19926733,0.5277117,42.0,1782501731.3341267,0
25.026108,25.018902,-0.28660133,0.5277117,40.0,1782501731.3341267,0
25.026108,25.017748,-0.37393185,0.5277117,40.0,1782501731.3341267,0
25.02614,25.021183,-0.11737414,0.48410487,49.0,1782501731.3341267,0
25.02114,25.015621,-0.2046726,0.48400798,39.0,1782501731.3341267,0
25.02114,25.014753,-0.29199216,0.48400798,41.0,1782501731.3341267,0
25.021137,25.01358,-0.37930816,0.48400798,44.0,1782501731.3341267,0
25.03614,25.03226,-0.0005362764,0.44067284,40.0,1782501731.4303248,1
25.03114,25.02665,-0.1752581,0.4405847,42.0,1782501731.4303248,1
25.026138,25.019815,-0.34990156,0.44049656,40.0,1782501731.4303248,1
25.02611,25.022789,-0.09332209,0.39688691,88.0,1782501731.4303248,1
25.03611,25.032309,-0.18073891,0.39704573,14.0,1782501731.4303248,1
25.031107,25.025434,-0.3554209,0.3969663,40.0,1782501731.4303248,1
25.031046,25.02854,-0.024520548,0.3533467,39.0,1782501731.4303248,1
25.041037,25.031162,-0.028891606,0.7025431,3.0,1782501731.4303248,1
25.031046,25.028301,-0.1118863,0.3533467,95.0,1782501731.4303248,1
25.021034,25.010916,-0.11617576,0.7019811,3.0,1782501731.4303248,1
25.026047,25.02076,-0.37389696,0.35327604,40.0,1782501731.4303248,1
25.040941,25.032248,-0.034330007,0.65891725,31.0,1782501731.4303248,1
25.035944,25.026978,-0.121685095,0.6587855,29.0,1782501731.4303248,1
25.035944,25.026402,-0.2090448,0.6587855,30.0,1782501731.4303248,1
25.025951,25.022383,-0.28762966,0.3096641,30.0,1782501731.4303248,1
25.025955,25.021229,-0.37497234,0.3096641,40.0,1782501731.4303248,1
25.035944,25.02823,-0.08798631,0.6151664,39.0,1782501731.4303248,1
25.030943,25.02277,-0.17531484,0.6150434,96.0,1782501731.4303248,1
25.015942,25.005943,-0.34978905,0.6146743,50.0,1782501731.4303248,1
25.021105,25.01553,-0.024587853,0.52760607,40.0,1782501731.4303248,1
25.031105,25.024746,-0.19930744,0.52781725,43.0,1782501731.4303248,1
25.021105,25.012749,-0.3738568,0.52760607,40.0,1782501731.4303248,1
25.03114,25.02618,-0.11739769,0.4842017,49.0,1782501731.4303248,1
25.026144,25.020622,-0.20471363,0.48410487,40.0,1782501731.4303248,1
25.016142,25.008585,-0.3792323,0.48391113,43.0,1782501731.4303248,1
25.03114,25.027262,-0.0005362764,0.4405847,40.0,1782501731.5191886,2
25.02611,25.02044,-0.35535023,0.39688691,40.0,1782501731.5191886,2
25.036047,25.03354,-0.024524912,0.3534174,40.0,1782501731.5191886,2
25.031036,25.021166,-0.028881136,0.7022621,3.0,1782501731.5191886,2
25.041046,25.038301,-0.11192993,0.3534881,53.0,1782501731.5191886,2
25.031034,25.020912,-0.11622112,0.7022621,3.0,1782501731.5191886,2
25.031046,25.027758,-0.19925071,0.3533467,38.0,1782501731.5191886,2
25.016047,25.010761,-0.37374863,0.35313466,40.0,1782501731.5191886,2
25.030952,25.028234,-0.20032278,0.30972606,27.0,1782501731.5191886,2
25.025942,25.016405,-0.20896281,0.658522,30.0,1782501731.5191886,2
25.015955,25.01123,-0.37482402,0.30954018,40.0,1782501731.5191886,2
25.000944,24.98935,-0.3832243,0.6578632,28.0,1782501731.5191886,2
25.035942,25.02777,-0.17535062,0.6151664,96.0,1782501731.5191886,2
25.036041,25.028864,-0.18079534,0.57154554,32.0,1782501731.5191886,2
25.036106,25.030289,-0.11197625,0.52792287,95.0,1782501731.5191886,2
25.036102,25.029743,-0.19934757,0.52792287,42.0,1782501731.5191886,2
25.02614,25.022108,-0.08788027,0.44049656,96.0,1782501731.623554,3
25.036037,25.026165,-0.028886372,0.7024026,3.0,1782501731.623554,3
25.026047,25.023302,-0.111864485,0.35327604,53.0,1782501731.623554,3
25.021046,25.016912,-0.28649923,0.35320532,39.0,1782501731.623554,3
25.045944,25.036976,-0.12173221,0.65904903,30.0,1782501731.623554,3
25.02095,25.018234,-0.20024423,0.30960214,39.0,1782501731.623554,3
25.040941,25.031399,-0.2090858,0.65891725,30.0,1782501731.623554,3
25.015951,25.012384,-0.28751627,0.30954018,39.0,1782501731.623554,3
25.010954,25.006231,-0.37474984,0.30947822,40.0,1782501731.623554,3
25.025942,25.017773,-0.17527908,0.6149204,96.0,1782501731.623554,3
25.025946,25.015942,-0.3499304,0.6149204,48.0,1782501731.623554,3
25.026041,25.019344,-0.09338882,0.5713169,44.0,1782501731.623554,3
25.041107,25.035288,-0.11199894,0.5280284,95.0,1782501731.623554,3
25.031105,25.022745,-0.37400687,0.52781725,40.0,1782501731.623554,3
25.02614,25.019753,-0.29205066,0.48410487,40.0,1782501731.623554,3
25.02614,25.018581,-0.3793841,0.48410487,43.0,1782501731.623554,3
25.03614,25.032106,-0.087915175,0.44067284,96.0,1782501731.7186744,4
25.03114,25.025885,-0.26261634,0.4405847,40.0,1782501731.7186744,4
25.03114,25.024815,-0.34997135,0.4405847,40.0,1782501731.7186744,4
25.03611,25.031525,-0.26811686,0.39704573,24.0,1782501731.7186744,4
25.03611,25.030436,-0.35549158,0.39704573,40.0,1782501731.7186744,4
25.026047,25.02354,-0.024516186,0.35327604,39.0,1782501731.7186744,4
25.021036,25.01117,-0.028870668,0.7019811,3.0,1782501731.7186744,4
25.031046,25.025757,-0.37397113,0.3533467,40.0,1782501731.7186744,4
25.030941,25.02225,-0.03431779,0.65865374,32.0,1782501731.7186744,4
25.030943,25.021978,-0.12166154,0.65865374,28.0,1782501731.7186744,4
25.030943,25.021402,-0.2090038,0.65865374,28.0,1782501731.7186744,4
25.030954,25.026226,-0.3750465,0.30972606,40.0,1782501731.7186744,4
25.040943,25.033228,-0.08800463,0.61528945,56.0,1782501731.7186744,4
25.026043,25.018867,-0.18072206,0.5713169,31.0,1782501731.7186744,4
25.016043,25.006998,-0.3552378,0.5710883,42.0,1782501731.7186744,4
25.031105,25.025528,-0.024598323,0.52781725,40.0,1782501731.7186744,4
25.021046,25.018303,-0.11184268,0.35320532,95.0,1782501731.8229682,5
25.041037,25.030909,-0.11626649,0.7025431,3.0,1782501731.8229682,5
25.03594,25.027248,-0.0343239,0.6587855,24.0,1782501731.8229682,5
25.045942,25.037767,-0.17542216,0.61541253,96.0,1782501731.8229682,5
25.025946,25.017012,-0.26260632,0.6149204,58.0,1782501731.8229682,5
25.031038,25.024342,-0.093408,0.5714312,43.0,1782501731.8229682,5
25.041042,25.033863,-0.18083198,0.5716598,29.0,1782501731.8229682,5
25.031105,25.02529,-0.111953564,0.52781725,95.0,1782501731.8229682,5
25.031105,25.0239,-0.2866589,0.52781725,40.0,1782501731.8229682,5
25.03114,25.02562,-0.20475462,0.4842017,40.0,1782501731.8229682,5
25.02614,25.022263,-0.0005362764,0.44049656,40.0,1782501731.9270244,6
25.03611,25.032787,-0.09335873,0.39704573,95.0,1782501731.9270244,6
25.041046,25.03854,-0.024529275,0.3534881,40.0,1782501731.9270244,6
25.031046,25.02691,-0.28661266,0.3533467,38.0,1782501731.9270244,6
25.025942,25.017252,-0.034311686,0.658522,22.0,1782501731.9270244,6
25.025951,25.02378,-0.1129349,0.3096641,26.0,1782501731.9270244,6
25.036139,25.031647,-0.175293,0.44067284,42.0,1782501732.0180187,7
25.046036,25.035349,-0.2036801,0.70268357,3.0,1782501732.0180187,7
25.03095,25.02878,-0.11295671,0.30972606,27.0,1782501732.0180187,7
25.015942,25.006985,-0.12159088,0.65825844,28.0,1782501732.0180187,7
25.015944,25.007013,-0.26249987,0.6146743,58.0,1782501732.0180187,7
25.021038,25.014343,-0.09336962,0.5712026,44.0,1782501732.0180187,7
25.016043,25.008087,-0.26794493,0.5710883,33.0,1782501732.0180187,7
25.021105,25.0139,-0.28654373,0.52760607,40.0,1782501732.0180187,7
25.016142,25.009756,-0.29193375,0.48391113,40.0,1782501732.0180187,7
25.026037,25.016169,-0.028875904,0.7021216,3.0,1782501732.1202004,8
25.031036,25.020355,-0.20355971,0.7022621,3.0,1782501732.1202004,8
25.025946,25.018234,-0.08794967,0.6149204,58.0,1782501732.1202004,8
25.04104,25.03434,-0.0934464,0.5716598,43.0,1782501732.1202004,8
25.015944,25.008236,-0.08791303,0.6146743,39.0,1782501732.2240179,9
25.01604,25.009346,-0.093350425,0.5710883,42.0,1782501732.2240179,9
25.021042,25.013866,-0.1806854,0.5712026,29.0,1782501732.2240179,9
25.021105,25.015291,-0.1119082,0.52760607,95.0,1782501732.2240179,9
25.02114,25.016182,-0.11735057,0.48400798,49.0,1782501732.2240179,9
25.016035,25.005919,-0.116153084,0.70184064,3.0,1782501732.330264,10
25.041037,25.03035,-0.20363997,0.7025431,3.0,1782501732.330264,10
25.041107,25.035526,-0.024608793,0.5280284,40.0,1782501732.330264,10
25.020945,25.013235,-0.08793135,0.6147973,58.0,1782501732.4358969,11
25.026041,25.018084,-0.2680531,0.5713169,33.0,1782501732.4358969,11
25.046047,25.04354,-0.024533637,0.35355878,39.0,1782501732.5301495,12
25.046047,25.0433,-0.111951746,0.35355878,50.0,1782501732.5301495,12
25.036047,25.032759,-0.19928998,0.3534174,38.0,1782501732.5301495,12
25.030943,25.022007,-0.26265952,0.6150434,58.0,1782501732.5301495,12
25.036106,25.030527,-0.024603559,0.52792287,41.0,1782501732.5301495,12
25.046139,25.04226,-0.0005362764,0.4408491,40.0,1782501732.6248944,13
25.045944,25.036398,-0.20912682,0.65904903,30.0,1782501732.6248944,13
25.030945,25.020939,-0.35000104,0.6150434,48.0,1782501732.6248944,13
25.046038,25.036161,-0.02889684,0.70268357,3.0,1782501732.8249607,15
25.036036,25.025911,-0.11624381,0.7024026,3.0,1782501732.8249607,15
25.005943,24.994345,-0.3833002,0.6579949,28.0,1782501732.8249607,15
25.050941,25.042244,-0.03434222,0.65918076,32.0,1782501733.0200865,17
25.02095,25.01878,-0.11291308,0.30960214,40.0,1782501733.0200865,17
