calculated_range,x,y,z,intensity,timestamp,cloud_index
25.02614,25.017105,-0.46671298,0.48410487,36.0,1782503256.8253853,0
25.02614,25.015324,-0.5540361,0.48410487,36.0,1782503256.8253853,0
25.02114,25.008238,-0.6412242,0.48400798,41.0,1782503256.8253853,0
25.03614,25.029814,-0.35004118,0.44067284,71.0,1782503256.8253853,0
25.026138,25.018442,-0.43723488,0.44049656,61.0,1782503256.8253853,0
25.02114,25.011765,-0.52445817,0.4404084,39.0,1782503256.8253853,0
25.02114,25.00978,-0.61176234,0.4404084,36.0,1782503256.8253853,0
25.046108,25.040432,-0.3556329,0.39720455,83.0,1782503256.8253853,0
25.02611,25.019045,-0.4426857,0.39688691,35.0,1782503256.8253853,0
25.02611,25.01735,-0.53001577,0.39688691,35.0,1782503256.8253853,0
25.01611,25.00535,-0.6170933,0.39672807,40.0,1782503256.8253853,0
25.021048,25.014303,-0.46114185,0.35320532,36.0,1782503256.8253853,0
25.06104,25.046837,-0.46611106,0.703105,3.0,1782503256.8253853,0
25.016045,25.007542,-0.54834616,0.35313466,35.0,1782503256.8253853,0
25.016047,25.005476,-0.63563544,0.35313466,38.0,1782503256.8253853,0
25.015955,25.00977,-0.46212727,0.30954018,35.0,1782503256.8253853,0
25.025944,25.012846,-0.47091773,0.658522,34.0,1782503256.8253853,0
25.010954,25.003006,-0.54931575,0.30947822,35.0,1782503256.8253853,0
25.025946,25.01105,-0.558226,0.658522,33.0,1782503256.8253853,0
25.010954,25.000937,-0.63658917,0.30947822,41.0,1782503256.8253853,0
25.025942,25.008947,-0.6455275,0.658522,37.0,1782503256.8253853,0
25.030945,25.019564,-0.4373383,0.6150434,95.0,1782503256.8253853,0
25.025944,25.012888,-0.5245647,0.6149204,26.0,1782503256.8253853,0
25.030945,25.015902,-0.6119957,0.6150434,42.0,1782503256.8253853,0
25.026043,25.015604,-0.44270435,0.5713169,34.0,1782503256.8253853,0
25.026043,25.013906,-0.5300224,0.5713169,39.0,1782503256.8253853,0
25.03104,25.0169,-0.6174578,0.5714312,37.0,1782503256.8253853,0
25.036106,25.027744,-0.3740819,0.52792287,49.0,1782503256.8253853,0
25.031105,25.021288,-0.46135023,0.52781725,35.0,1782503256.8253853,0
25.026106,25.014526,-0.54857814,0.5277117,35.0,1782503256.8253853,0
25.026108,25.01246,-0.63589185,0.5277117,36.0,1782503256.8253853,0
25.02614,25.018581,-0.3793841,0.48410487,58.0,1782503256.8253853,0
25.02114,25.012106,-0.46661958,0.48400798,36.0,1782503256.9272866,1
25.02114,25.010324,-0.5539253,0.48400798,39.0,1782503256.9272866,1
25.026138,25.019815,-0.34990156,0.44049656,49.0,1782503256.9272866,1
25.016138,25.004784,-0.6116402,0.44032028,36.0,1782503256.9272866,1
25.02611,25.02044,-0.35535023,0.39688691,38.0,1782503256.9272866,1
25.021109,25.014046,-0.44259754,0.39680746,40.0,1782503256.9272866,1
25.021109,25.010347,-0.61721635,0.39680746,39.0,1782503256.9272866,1
25.026047,25.02076,-0.37389696,0.35327604,89.0,1782503256.9272866,1
25.036037,25.023323,-0.3783034,0.7024026,3.0,1782503256.9272866,1
25.041037,25.026846,-0.46574122,0.7025431,3.0,1782503256.9272866,1
25.036036,25.020071,-0.55298847,0.7024026,3.0,1782503256.9272866,1
25.011045,25.000479,-0.63550895,0.353064,38.0,1782503256.9272866,1
25.025955,25.021229,-0.37497234,0.3096641,37.0,1782503256.9272866,1
25.035944,25.02284,-0.4711044,0.6587855,19.0,1782503256.9272866,1
25.015953,25.008003,-0.54942477,0.30954018,35.0,1782503256.9272866,1
25.030943,25.016045,-0.55833673,0.65865374,19.0,1782503256.9272866,1
25.005953,24.995935,-0.6364626,0.30941626,40.0,1782503256.9272866,1
25.035944,25.01894,-0.6457839,0.6587855,38.0,1782503256.9272866,1
25.050943,25.04093,-0.35028368,0.61553556,32.0,1782503256.9272866,1
25.030945,25.017885,-0.52467024,0.6150434,46.0,1782503256.9272866,1
25.020947,25.005909,-0.61174977,0.6147973,42.0,1782503256.9272866,1
25.03104,25.0206,-0.4427933,0.5714312,34.0,1782503256.9272866,1
25.021038,25.006903,-0.61721003,0.5712026,37.0,1782503256.9272866,1
25.051138,25.043571,-0.3797636,0.48458916,59.0,1782503256.9272866,1
25.03114,25.024815,-0.34997135,0.4405847,71.0,1782503257.029132,2
25.031107,25.025434,-0.3554209,0.3969663,20.0,1782503257.029132,2
25.021109,25.012348,-0.52991015,0.39680746,35.0,1782503257.029132,2
25.046038,25.033318,-0.37845343,0.70268357,3.0,1782503257.029132,2
25.046038,25.031845,-0.4658337,0.70268357,3.0,1782503257.029132,2
25.046036,25.030064,-0.5532083,0.70268357,3.0,1782503257.029132,2
25.046038,25.027983,-0.6405762,0.70268357,3.0,1782503257.029132,2
25.040943,25.02933,-0.38383144,0.65891725,34.0,1782503257.029132,2
25.02095,25.014767,-0.46221882,0.30960214,35.0,1782503257.029132,2
25.020943,25.007847,-0.4708244,0.6583902,34.0,1782503257.029132,2
