cloud_index,point_count
0,39
1,33
2,20
3,14
4,15
5,13
6,11
7,12
8,1
9,9
10,3
11,9
12,7
13,4
14,5
15,2
16,4
17,3
18,3
19,5
20,1
21,4
23,1
24,1
25,3
28,1
33,1
34,1
38,1
39,1
40,2
41,1
42,3
45,1
51,1
57,1
59,1
60,2
65,1
70,1
75,1
79,2
80,2
82,1
84,1
85,1
105,1
106,1
109,1
130,1
131,1
158,1
159,1
167,1
171,1
173,1
195,1
242,1
243,1
256,1
261,1
282,1
287,1
293,1
