cloud_index,point_count
0,36
1,30
2,15
3,12
4,8
5,10
6,6
7,5
8,2
9,5
10,6
11,3
12,4
13,6
14,4
15,3
16,1
19,1
20,3
21,3
22,1
24,2
25,3
26,2
27,1
28,3
30,1
31,2
34,1
35,6
36,2
37,1
38,2
40,2
41,2
44,1
45,2
48,1
50,2
51,1
54,1
55,2
57,1
59,1
61,1
69,1
75,2
78,1
79,1
81,1
86,1
91,1
94,2
96,1
102,1
106,2
108,1
109,2
113,1
115,1
123,1
129,1
132,1
136,1
141,1
150,1
151,1
159,1
160,1
162,1
169,1
207,1
208,1
224,1
228,1
230,1
258,1
267,1
