cloud_index,point_count
0,43
1,25
2,21
3,21
4,8
5,15
6,10
7,6
8,1
9,12
10,4
11,4
12,2
13,5
14,6
15,1
16,5
17,7
18,2
20,5
21,1
22,1
23,2
25,1
27,1
30,2
31,3
32,2
35,1
36,2
38,1
40,2
43,1
50,2
51,1
53,3
60,4
62,1
63,2
66,2
67,1
68,1
69,1
70,1
72,1
77,3
83,2
85,2
87,1
94,1
96,1
102,3
107,1
109,1
115,1
120,1
122,1
127,1
147,1
149,1
156,1
157,1
158,1
163,4
165,2
173,1
187,2
188,3
192,1
196,1
215,2
221,1
240,1
278,1
284,1
