calculated_range,x,y,z,intensity,timestamp,cloud_index
25.005943,24.99824,-0.08787639,0.6144282,85.0,1782500184.7254546,0
25.005943,24.99778,-0.175136,0.6144282,34.0,1782500184.7254546,0
25.01104,25.00439,0.081232905,0.570974,45.0,1782500184.7254546,0
25.011042,25.004522,-0.0060492028,0.570974,58.0,1782500184.7254546,0
25.011042,25.004349,-0.09333124,0.570974,46.0,1782500184.7254546,0
25.006039,24.99887,-0.18057548,0.5708597,43.0,1782500184.7254546,0
25.006107,25.000097,0.14996369,0.52728933,42.0,1782500184.7254546,0
25.006105,25.000467,0.062696144,0.52728933,97.0,1782500184.7254546,0
25.006107,25.000534,-0.02457215,0.52728933,61.0,1782500184.7254546,0
25.011106,25.005295,-0.11186283,0.52739495,52.0,1782500184.7254546,0
25.011106,25.004751,-0.19914691,0.52739495,51.0,1782500184.7254546,0
25.00114,24.996044,0.14450476,0.48362058,42.0,1782500184.7254546,0
25.00614,25.001394,0.057262737,0.4837174,70.0,1782500184.7254546,0
25.00614,25.001442,-0.030008763,0.4837174,58.0,1782500184.7254546,0
25.01114,25.006186,-0.11730346,0.4838143,52.0,1782500184.7254546,0
25.01114,25.005625,-0.2045906,0.4838143,45.0,1782500184.7254546,0
25.00614,25.002115,0.08673792,0.440144,48.0,1782500184.828524,1
25.00614,25.002266,-0.0005362764,0.440144,58.0,1782500184.828524,1
25.011139,25.00711,-0.08782792,0.44023216,52.0,1782500184.828524,1
25.006138,25.001652,-0.17508359,0.440144,52.0,1782500184.828524,1
24.99611,24.9924,0.16851209,0.39641044,42.0,1782500184.828524,1
25.00611,25.002832,0.08130447,0.39656925,96.0,1782500184.828524,1
25.00611,25.002964,-0.0059721973,0.39656925,52.0,1782500184.828524,1
25.00611,25.002314,-0.18052426,0.39656925,49.0,1782500184.828524,1
25.006039,24.99577,0.14565055,0.7015597,33.0,1782500184.828524,1
25.01105,25.008478,0.06279315,0.353064,43.0,1782500184.828524,1
25.016037,25.00612,0.05842257,0.70184064,36.0,1782500184.828524,1
24.991035,24.980371,-0.2032387,0.70113826,17.0,1782500184.828524,1
25.010954,25.008965,0.061726123,0.30947822,47.0,1782500184.828524,1
25.015942,25.007223,0.05299235,0.65825844,46.0,1782500184.828524,1
25.015942,25.007256,-0.034299474,0.65825844,46.0,1782500184.828524,1
25.015942,25.006985,-0.12159088,0.65825844,46.0,1782500184.828524,1
25.015944,25.006409,-0.20888081,0.65825844,46.0,1782500184.828524,1
25.010944,25.003239,-0.087894715,0.6145513,85.0,1782500184.828524,1
25.010944,25.002779,-0.17517178,0.6145513,35.0,1782500184.828524,1
25.016043,25.00887,-0.18064877,0.5710883,44.0,1782500184.828524,1
25.011106,25.005096,0.14999336,0.52739495,42.0,1782500184.828524,1
25.011036,25.001123,0.05841036,0.7017002,30.0,1782500184.9276857,2
24.991035,24.981182,-0.028839266,0.70113826,23.0,1782500184.9276857,2
24.991035,24.980928,-0.116039686,0.70113826,20.0,1782500184.9276857,2
25.011045,25.007763,-0.19909365,0.353064,53.0,1782500184.9276857,2
25.010954,25.00824,-0.20016573,0.30947822,48.0,1782500184.9276857,2
25.010944,25.003393,-0.00061658653,0.6145513,98.0,1782500184.9276857,2
25.01604,25.00952,-0.006050947,0.5710883,59.0,1782500184.9276857,2
25.011042,25.003872,-0.18061213,0.570974,42.0,1782500184.9276857,2
25.011106,25.005466,0.06270836,0.52739495,97.0,1782500184.9276857,2
25.011106,25.005533,-0.024577385,0.52739495,58.0,1782500184.9276857,2
25.011139,25.006393,0.05727408,0.4838143,70.0,1782500184.9276857,2
25.011139,25.006441,-0.03001487,0.4838143,58.0,1782500184.9276857,2
25.00111,24.997398,0.16854613,0.39648986,42.0,1782500185.0346053,3
25.011112,25.007792,-0.09326712,0.39664868,48.0,1782500185.0346053,3
25.001038,24.990772,0.1456209,0.70141923,33.0,1782500185.0346053,3
25.001038,24.991127,0.058385935,0.70141923,31.0,1782500185.0346053,3
25.006046,25.003304,-0.11177722,0.3529933,48.0,1782500185.0346053,3
25.020939,25.01222,0.053003687,0.6583902,97.0,1782500185.0346053,3
25.020943,25.011406,-0.2089218,0.6583902,46.0,1782500185.0346053,3
25.01604,25.009346,-0.093350425,0.5710883,46.0,1782500185.0346053,3
25.016106,25.00975,-0.19918706,0.5275005,51.0,1782500185.0346053,3
25.00614,25.001043,0.14453354,0.4837174,42.0,1782500185.0346053,3
25.01614,25.011393,0.057285424,0.48391113,70.0,1782500185.0346053,3
25.01611,25.01283,0.08133763,0.39672807,97.0,1782500185.135069,4
25.01605,25.013477,0.062806234,0.35313466,51.0,1782500185.135069,4
25.006046,25.003542,-0.024498733,0.3529933,49.0,1782500185.135069,4
25.005953,25.004025,-0.025567463,0.30941626,41.0,1782500185.135069,4
25.000952,24.998783,-0.112825826,0.3093543,41.0,1782500185.135069,4
25.016039,25.009388,0.081248604,0.5710883,45.0,1782500185.135069,4
25.021046,25.018103,0.15014973,0.35320532,44.0,1782500185.2363088,5
25.015953,25.014025,-0.02557619,0.30954018,40.0,1782500185.2363088,5
25.010954,25.008783,-0.112869464,0.30947822,40.0,1782500185.2363088,5
25.01111,25.007397,0.1686142,0.39664868,42.0,1782500185.3278456,6
25.005955,25.003963,0.061713025,0.30941626,46.0,1782500185.3278456,6
25.001106,24.995098,0.14993402,0.5271838,42.0,1782500185.3278456,6
25.005943,24.998243,0.08664497,0.6144282,42.0,1782500185.4277112,7
24.991035,24.98113,0.058361508,0.70113826,29.0,1782500185.525811,8
25.000954,24.998964,0.06169994,0.3093543,47.0,1782500185.525811,8
25.006039,24.999348,-0.09331204,0.5708597,47.0,1782500185.525811,8
25.006105,25.000296,-0.111840144,0.52728933,52.0,1782500185.525811,8
25.00614,25.001186,-0.11727991,0.4837174,52.0,1782500185.525811,8
25.02095,25.018959,0.06175229,0.30960214,46.0,1782500185.6229634,9
25.02094,25.011982,-0.12161443,0.6583902,46.0,1782500185.6229634,9
25.006039,24.99939,0.0812172,0.5708597,42.0,1782500185.6229634,9
25.00114,24.997116,0.086720474,0.4400559,42.0,1782500185.7264657,10
25.00111,24.997833,0.08128789,0.39648986,96.0,1782500185.7264657,10
25.00105,24.99848,0.06276698,0.35292262,43.0,1782500185.7264657,10
24.995953,24.993963,0.061686844,0.30929235,47.0,1782500185.7264657,10
25.006039,24.999521,-0.0060474575,0.5708597,59.0,1782500185.7264657,10
25.010942,25.002226,0.05298101,0.6581267,97.0,1782500185.8245118,11
25.005941,24.99726,-0.03428726,0.6579949,46.0,1782500185.8245118,11
25.016108,25.010532,-0.02458262,0.5275005,61.0,1782500185.8245118,11
25.006105,24.999752,-0.19910678,0.52728933,51.0,1782500185.8245118,11
25.01614,25.01144,-0.030020978,0.48391113,58.0,1782500185.8245118,11
25.016142,25.011185,-0.11732702,0.48391113,52.0,1782500185.8245118,11
25.020939,25.012253,-0.03430558,0.6583902,48.0,1782500186.022107,13
25.005943,24.996988,-0.12154377,0.6579949,48.0,1782500186.1257792,14
25.015944,25.00839,-0.0006174587,0.6146743,98.0,1782500186.236341,15
25.015944,25.008236,-0.08791303,0.6146743,85.0,1782500186.236341,15
25.015942,25.007774,-0.17520754,0.6146743,34.0,1782500186.236341,15
24.99614,24.991045,0.14447597,0.4835237,42.0,1782500186.236341,15
25.01614,25.012114,0.08677282,0.44032028,54.0,1782500186.329137,16
25.006144,25.000626,-0.2045496,0.4837174,51.0,1782500186.7243571,20
25.006035,24.996124,0.058398146,0.7015597,36.0,1782500187.024061,23
25.01611,25.012394,0.1686482,0.39672807,42.0,1782500187.2233722,25
25.001038,24.991179,-0.028849734,0.70141923,20.0,1782500187.2233722,25
25.001036,24.990925,-0.116085045,0.70141923,17.0,1782500187.2233722,25
25.000954,24.99824,-0.20008719,0.3093543,48.0,1782500187.433256,27
25.015942,25.00824,0.08667812,0.6146743,42.0,1782500187.6390421,29
25.016106,25.010466,0.062720574,0.5275005,97.0,1782500187.6390421,29
25.001036,24.990368,-0.20331895,0.70141923,17.0,1782500187.9294221,32
25.01094,25.002258,-0.03429337,0.6581267,48.0,1782500188.122984,34
25.010942,25.001987,-0.12156733,0.6581267,48.0,1782500188.122984,34
25.016108,25.010096,0.15002301,0.5275005,42.0,1782500188.2237315,35
25.016142,25.010624,-0.20463161,0.48391113,51.0,1782500188.3238013,36
25.000944,24.993397,-0.00061484217,0.6143052,98.0,1782500188.6245415,39
25.000944,24.993242,-0.08785807,0.6143052,36.0,1782500188.6245415,39
25.010944,25.001411,-0.20883982,0.6581267,46.0,1782500188.7224634,40
25.01614,25.01165,-0.17515339,0.44032028,51.0,1782500188.928815,42
25.006035,24.995365,-0.20335908,0.7015597,17.0,1782500189.445886,47
25.011045,25.008104,0.15008865,0.353064,45.0,1782500189.7223916,50
25.016108,25.010294,-0.11188552,0.5275005,54.0,1782500191.1238565,64
25.016047,25.013103,0.15011919,0.35313466,45.0,1782500191.2256527,65
25.005943,24.996412,-0.20879881,0.6579949,48.0,1782500192.6229246,79
25.021038,25.014385,0.08126431,0.5712026,42.0,1782500192.82513,81
25.016108,25.01231,-0.1805958,0.39672807,49.0,1782500193.2253742,85
24.996107,24.990099,0.14990436,0.52707815,42.0,1782500193.9263165,92
24.991112,24.9874,0.16847807,0.39633104,42.0,1782500194.02656,93
25.006035,24.996176,-0.028854968,0.7015597,23.0,1782500194.9285212,102
25.025953,25.02396,0.06176538,0.3096641,47.0,1782500196.3234985,116
25.000954,24.999025,-0.0255631,0.3093543,40.0,1782500196.3234985,116
25.000944,24.992783,-0.17510024,0.6143052,38.0,1782500196.3234985,116
25.021036,25.01117,-0.028870668,0.7019811,25.0,1782500196.4220488,117
25.016037,25.006172,-0.028865436,0.70184064,20.0,1782500196.7350507,120
25.011036,25.000921,-0.11613041,0.7017002,30.0,1782500196.7350507,120
25.006035,24.995922,-0.116107725,0.7015597,31.0,1782500197.926159,132
25.011036,25.000364,-0.20339921,0.7017002,30.0,1782500198.0349238,133
25.000942,24.99223,0.052958332,0.6578632,97.0,1782500198.1300786,134
24.995941,24.987263,-0.034275047,0.6577314,50.0,1782500198.1300786,134
24.991108,24.985102,0.1498747,0.5269726,42.0,1782500198.625698,139
25.005941,24.997227,0.052969668,0.6579949,97.0,1782500199.3259115,146
25.021109,25.017393,0.16868223,0.39680746,42.0,1782500199.5266778,148
25.016037,25.005362,-0.20343933,0.70184064,30.0,1782500200.2249706,155
25.016047,25.01276,-0.19913292,0.35313466,52.0,1782500202.2263696,175
25.020943,25.012774,-0.1752433,0.6147973,39.0,1782500203.4304347,187
25.021036,25.010359,-0.20347945,0.7019811,31.0,1782500203.533906,188
25.011038,25.001175,-0.028860202,0.7017002,28.0,1782500203.8254583,191
25.00114,24.997267,-0.0005362764,0.4400559,78.0,1782500203.9232917,192
25.02611,25.022394,0.16871627,0.39688691,42.0,1782500205.0233881,203
24.99114,24.986046,0.14444718,0.48342684,42.0,1782500207.122182,224
25.01104,25.000769,0.1456802,0.7017002,34.0,1782500209.2245243,245
25.00111,24.997791,-0.09323046,0.39648986,48.0,1782500209.722992,250
25.001049,24.998306,-0.11175542,0.35292262,50.0,1782500209.722992,250
25.026047,25.023102,0.15018027,0.35327604,43.0,1782500209.9228961,252
25.00104,24.99435,-0.09329285,0.5707454,48.0,1782500210.635853,259
25.001104,24.995296,-0.111817464,0.5271838,52.0,1782500210.635853,259
25.000944,24.991991,-0.12152023,0.6578632,48.0,1782500210.7426443,260
25.000944,24.993246,0.0866284,0.6143052,42.0,1782500214.1282237,294
25.00104,24.994392,0.0812015,0.5707454,45.0,1782500214.1282237,294
25.001041,24.994524,-0.006045713,0.5707454,58.0,1782500214.1282237,294
25.001104,24.995468,0.06268393,0.5271838,96.0,1782500214.1282237,294
25.001106,24.995535,-0.024566915,0.5271838,58.0,1782500214.1282237,294
