calculated_range,x,y,z,reflectance,return_index,last_return_index,sensor_id,azimuth,elevation,depth,line_index,frame_index,detector_site_id,scan_checkpoint,existence_probability_percent,data_qualifier,blockage_level,timestamp,cloud_index
25.019531,25.01379,0.0045801615,0.5359609,0.697937,1,1,0,0.00018310547,0.02142334,25.019531,26,119,0,0,255,2,0,1782500347.8754897,0
25.008545,25.002794,-0.04730759,0.53419954,0.8546753,1,1,0,-0.0018920898,0.021362305,25.008545,26,119,0,0,255,2,0,1782500347.8754897,0
25.021484,25.015541,-0.10077116,0.53600276,0.73690796,1,1,0,-0.0040283203,0.02142334,25.021484,26,119,0,0,255,2,0,1782500347.8754897,0
25.01001,25.003803,-0.15261301,0.53575695,0.7628784,1,1,0,-0.0061035156,0.02142334,25.01001,26,119,0,0,255,2,0,1782500347.8754897,0
25.020996,25.01445,-0.20459051,0.5344655,0.7871399,1,1,0,-0.008178711,0.021362305,25.020996,26,119,0,0,255,2,0,1782500347.8754897,0
25.020264,25.013224,-0.2580191,0.5344499,0.72824097,1,1,0,-0.010314941,0.021362305,25.020264,26,119,0,0,255,2,0,1782500347.8754897,0
25.00586,24.998236,-0.30974743,0.5341422,0.7135315,1,1,0,-0.012390137,0.021362305,25.00586,26,119,0,0,255,2,0,1782500347.8754897,0
25.015623,25.013796,0.007633605,0.3023055,0.8503418,1,1,0,0.00030517578,0.012084961,25.015625,28,119,0,0,255,2,0,1782500347.8754897,0
25.020996,25.019127,-0.04581144,0.3023704,0.81918335,1,1,0,-0.0018310547,0.012084961,25.020996,28,119,0,0,255,2,0,1782500347.8754897,0
25.019287,25.01727,-0.0977242,0.30234975,0.717865,1,1,0,-0.00390625,0.012084961,25.019287,28,119,0,0,255,2,0,1782500347.8754897,0
25.014648,25.012384,-0.15113868,0.30076703,0.80966187,1,1,0,-0.0060424805,0.012023926,25.014648,28,119,0,0,255,2,0,1782500347.8754897,0
25.016602,25.01397,-0.20305975,0.30079052,0.82611084,1,1,0,-0.008117676,0.012023926,25.016602,28,119,0,0,255,2,0,1782500347.8754897,0
25.009275,25.00617,-0.25489348,0.30070245,0.82263184,1,1,0,-0.010192871,0.012023926,25.009277,28,119,0,0,255,2,0,1782500347.8754897,0
25.00586,25.002151,-0.30826968,0.30066136,0.9724426,1,1,0,-0.012329102,0.012023926,25.00586,28,119,0,0,255,2,0,1782500347.8754897,0
24.992676,24.988346,-0.0030503352,0.46522987,0.83169556,1,1,0,-0.00012207031,0.018615723,24.992676,29,119,1,0,255,2,0,1782500347.8754897,0
25.000977,24.996586,-0.054924224,0.46538436,0.64279175,1,1,0,-0.0021972656,0.018615723,25.000977,29,119,1,0,255,2,0,1782500347.8754897,0
24.99756,24.993,-0.10678226,0.46532077,0.6704712,1,1,0,-0.004272461,0.018615723,24.997559,29,119,1,0,255,2,0,1782500347.8754897,0
24.98706,24.982218,-0.16010553,0.46512532,0.7077637,1,1,0,-0.0064086914,0.018615723,24.98706,29,119,1,0,255,2,0,1782500347.8754897,0
