cloud_index,point_count
0,35
1,36
2,34
3,33
4,37
5,34
6,36
7,34
8,33
9,30
10,31
11,32
12,35
13,29
14,36
15,35
16,29
17,32
18,33
19,32
20,28
21,32
22,32
23,33
24,31
25,37
26,32
27,25
28,36
29,29
30,29
31,29
32,27
33,33
34,27
35,31
36,29
37,28
38,31
39,25
40,28
41,25
42,27
43,24
44,23
45,31
46,28
47,28
48,25
49,25
50,30
51,29
52,27
53,21
54,32
55,27
56,29
57,25
58,24
59,33
60,26
61,21
62,24
63,22
64,26
65,30
66,20
67,27
68,29
69,24
70,27
71,25
72,25
73,24
74,22
75,26
76,31
77,22
78,24
79,22
80,24
81,25
82,24
83,19
84,19
85,20
86,25
87,22
88,20
89,23
90,19
91,23
92,26
93,23
94,20
95,22
96,24
97,20
98,12
99,19
100,25
101,18
102,27
103,32
104,16
105,22
106,22
107,28
108,22
109,22
110,23
111,29
112,23
113,24
114,22
115,19
116,24
117,28
118,23
119,26
120,18
121,25
122,22
123,25
124,23
125,15
126,23
127,23
128,13
129,22
130,22
131,25
132,26
133,24
134,27
135,21
136,23
137,25
138,22
139,20
140,21
141,23
142,17
143,15
144,18
145,24
146,18
147,19
148,18
149,16
150,16
151,15
152,17
153,17
154,15
155,16
156,19
157,20
158,21
159,19
160,22
161,21
162,24
163,23
164,27
165,22
166,12
167,18
168,17
169,20
170,19
171,16
172,16
173,14
174,17
175,19
176,17
177,17
178,18
179,19
180,20
181,15
182,21
183,20
184,17
185,18
186,20
187,12
188,22
189,23
190,10
191,19
192,13
193,13
194,11
195,16
196,18
197,20
198,9
199,24
200,14
201,14
202,12
203,10
204,17
205,16
206,19
207,14
208,17
209,9
210,20
211,20
212,15
213,22
214,18
215,18
216,10
217,13
218,13
219,16
220,14
221,15
222,21
223,22
224,22
225,17
226,19
227,20
228,17
229,20
230,12
231,17
232,25
233,12
234,17
235,17
236,14
237,24
238,13
239,16
240,16
241,19
242,18
243,16
244,11
245,14
246,12
247,16
248,16
249,11
250,12
251,16
252,15
253,23
254,14
255,10
256,21
257,22
258,17
259,15
260,15
261,23
262,18
263,17
264,20
265,18
266,9
267,18
268,18
269,13
270,15
271,16
272,12
273,11
274,10
275,16
276,7
277,12
278,13
279,10
280,17
281,9
282,19
283,15
284,9
285,12
286,12
287,13
288,13
289,7
290,14
291,15
292,9
293,13
294,26
295,14
296,21
