cloud_index,point_count
0,41
1,41
2,42
3,39
4,42
5,41
6,39
7,37
8,42
9,37
10,39
11,35
12,40
13,35
14,35
15,37
16,36
17,30
18,28
19,34
20,41
21,34
22,27
23,29
24,31
25,29
26,36
27,34
28,31
29,31
30,30
31,31
32,35
33,31
34,22
35,29
36,29
37,21
38,28
39,31
40,33
41,29
42,29
43,25
44,25
45,29
46,28
47,27
48,26
49,22
50,25
51,25
52,29
53,20
54,24
55,23
56,22
57,29
58,23
59,25
60,20
61,31
62,29
63,21
64,27
65,32
66,15
67,22
68,25
69,25
70,22
71,20
72,19
73,26
74,23
75,14
76,21
77,17
78,23
79,21
80,18
81,18
82,27
83,18
84,21
85,23
86,23
87,21
88,19
89,25
90,19
91,15
92,18
93,22
94,22
95,17
96,13
97,20
98,16
99,20
100,25
101,15
102,16
103,11
104,14
105,12
106,16
107,14
108,17
109,19
110,19
111,25
112,17
113,17
114,12
115,16
116,19
117,13
118,13
119,17
120,11
121,16
122,24
123,16
124,12
125,13
126,13
127,13
128,16
129,21
130,19
131,21
132,22
133,14
134,15
135,8
136,6
137,15
138,16
139,6
140,9
141,24
142,22
143,18
144,20
145,14
146,18
147,15
148,11
149,12
150,20
151,14
152,18
153,16
154,22
155,14
156,11
157,12
158,16
159,15
160,13
161,16
162,13
163,8
164,17
165,17
166,15
167,11
168,16
169,18
170,22
171,10
172,14
173,7
174,15
175,18
176,19
177,12
178,22
179,8
180,11
181,15
182,26
183,12
184,11
185,8
186,10
187,12
188,10
189,11
190,11
191,9
192,14
193,22
194,16
195,13
196,14
197,13
198,12
199,16
200,17
201,16
202,7
203,16
204,14
205,20
206,13
207,15
208,12
209,20
210,3
211,18
212,11
213,3
214,11
215,12
216,12
217,16
218,12
219,16
220,8
221,13
222,4
223,8
224,15
225,15
226,8
227,18
228,19
229,10
230,14
231,11
232,4
233,17
234,17
235,14
236,12
237,23
238,8
239,24
240,11
241,12
242,15
243,12
244,6
245,10
246,12
247,9
248,21
249,18
250,12
251,14
252,10
253,15
254,21
255,28
256,13
257,11
258,8
259,12
260,11
261,16
262,12
263,17
264,20
265,6
266,14
267,9
268,6
269,17
270,8
271,6
272,3
273,15
274,11
275,7
276,12
277,5
278,12
279,5
280,13
281,10
282,11
283,14
284,13
285,6
286,13
287,7
288,6
289,26
290,12
291,14
292,9
293,7
294,8
295,12
