cloud_index,point_count
1,43
2,44
3,44
4,42
5,41
6,41
7,42
8,42
9,33
10,36
11,41
12,34
13,35
14,38
15,41
16,40
17,40
18,31
19,40
20,34
21,38
22,33
23,35
24,34
25,38
26,34
27,34
28,27
29,34
30,27
31,31
32,30
33,27
34,22
35,36
36,29
37,32
38,28
39,24
40,29
41,22
42,31
43,25
44,27
45,33
46,33
47,30
48,33
49,25
50,29
51,26
52,26
53,27
54,29
55,24
56,23
57,31
58,23
59,24
60,19
61,32
62,29
63,25
64,26
65,17
66,26
67,21
68,34
69,32
70,30
71,26
72,22
73,23
74,22
75,26
76,18
77,26
78,27
79,23
80,21
81,16
82,21
83,19
84,16
85,19
86,21
87,20
88,20
89,24
90,18
91,16
92,21
93,16
94,21
95,17
96,9
97,17
98,21
99,20
100,22
101,17
102,20
103,19
104,18
105,18
106,15
107,21
108,16
109,20
110,12
111,16
112,15
113,16
114,24
115,15
116,9
117,24
118,21
119,14
120,14
121,23
122,14
123,25
124,28
125,25
126,19
127,24
128,17
129,19
130,18
131,16
132,12
133,14
134,18
135,24
136,18
137,16
138,16
139,19
140,13
141,25
142,23
143,18
144,17
145,22
146,14
147,22
148,13
149,14
150,18
151,18
152,23
153,31
154,19
155,18
156,12
157,19
158,19
159,14
160,16
161,16
162,17
163,27
164,19
165,11
166,21
167,22
168,16
169,23
170,17
171,11
172,19
173,17
174,16
175,14
176,18
177,14
178,17
179,20
180,17
181,17
182,12
183,6
184,7
185,14
186,15
187,15
188,17
189,16
190,11
191,20
192,7
193,8
194,14
195,11
196,22
197,15
198,7
199,8
200,21
201,20
202,16
203,15
204,7
205,10
206,9
207,13
208,17
209,22
210,24
211,8
212,14
213,17
214,13
215,23
216,7
217,13
218,12
219,10
220,15
221,21
222,12
223,10
224,19
225,11
226,12
227,16
228,11
229,13
230,9
231,19
232,20
233,18
234,30
235,13
236,12
237,19
238,15
239,9
240,13
241,13
242,18
243,12
244,16
245,20
246,17
247,11
248,12
249,20
250,13
251,12
252,17
253,12
254,16
255,19
256,17
257,12
258,13
259,8
260,14
261,17
262,17
263,11
264,6
265,11
266,14
267,10
268,12
269,10
270,10
