calculated_range,x,y,z,reflectance,return_index,last_return_index,sensor_id,azimuth,elevation,depth,line_index,frame_index,detector_site_id,scan_checkpoint,existence_probability_percent,data_qualifier,blockage_level,timestamp,cloud_index
25.027098,25.021355,0.009163095,0.53612304,0.70043945,1,1,0,0.00036621094,0.02142334,25.0271,26,174,0,0,255,2,0,1782501914.9593375,0
25.020264,25.014519,-0.042749465,0.5344499,0.4109192,1,1,0,-0.0017089844,0.021362305,25.020264,26,174,0,0,255,2,0,1782501914.9593375,0
25.032227,25.026337,-0.094704606,0.5347054,0.7619934,1,1,0,-0.0037841797,0.021362305,25.032227,26,174,0,0,255,2,0,1782501914.9593375,0
25.032225,25.026043,-0.14816618,0.5362329,0.8764343,1,1,0,-0.00592041,0.02142334,25.032227,26,174,0,0,255,2,0,1782501914.9593375,0
25.031252,25.02474,-0.20009221,0.53468454,0.96484375,1,1,0,-0.0079956055,0.021362305,25.03125,26,174,0,0,255,2,0,1782501914.9593375,0
25.030031,25.023035,-0.25353795,0.53465843,0.69869995,1,1,0,-0.010131836,0.021362305,25.03003,26,174,0,0,255,2,0,1782501914.9593375,0
25.03125,25.023674,-0.30547994,0.53468454,0.7845459,1,1,0,-0.012207031,0.021362305,25.03125,26,174,0,0,255,2,0,1782501914.9593375,0
25.031004,25.029156,0.010693611,0.304019,0.7810669,1,1,0,0.0004272461,0.012145996,25.031006,28,174,0,0,255,2,0,1782501914.9593375,0
25.032227,25.030344,-0.04277651,0.30403385,0.7862549,1,1,0,-0.0017089844,0.012145996,25.032227,28,174,0,0,255,2,0,1782501914.9593375,0
25.0271,25.025074,-0.09469983,0.30397156,0.7940674,1,1,0,-0.0037841797,0.012145996,25.0271,28,174,0,0,255,2,0,1782501914.9593375,0
25.0271,25.024824,-0.14663151,0.30397156,0.8807678,1,1,0,-0.005859375,0.012145996,25.0271,28,174,0,0,255,2,0,1782501914.9593375,0
25.020752,25.018106,-0.20003918,0.3038945,1.1205139,1,1,0,-0.0079956055,0.012145996,25.020752,28,174,0,0,255,2,0,1782501914.9593375,0
25.019775,25.01666,-0.25194633,0.30388263,0.73172,1,1,0,-0.010070801,0.012145996,25.019775,28,174,0,0,255,2,0,1782501914.9593375,0
25.0271,25.023407,-0.30394915,0.30397156,0.7793274,1,1,0,-0.012145996,0.012145996,25.0271,28,174,0,0,255,2,0,1782501914.9593375,0
25.025146,25.020754,-0.0,0.46888855,1.0753784,1,1,0,-0.0,0.018737793,25.025146,29,174,1,0,255,2,0,1782501914.9593375,0
25.026367,25.021921,-0.05192545,0.46891144,0.88946533,1,1,0,-0.0020751953,0.018737793,25.026367,29,174,1,0,255,2,0,1782501914.9593375,0
25.030762,25.026152,-0.103868894,0.46899378,0.82785034,1,1,0,-0.0041503906,0.018737793,25.030762,29,174,1,0,255,2,0,1782501914.9593375,0
25.023924,25.019037,-0.15728728,0.4688657,0.6748047,1,1,0,-0.006286621,0.018737793,25.023926,29,174,1,0,255,2,0,1782501914.9593375,0
25.027344,25.022076,-0.20923488,0.46892974,0.807312,1,1,0,-0.008361816,0.018737793,25.027344,29,174,1,0,255,2,0,1782501914.9593375,0
25.025146,25.01939,-0.26113716,0.46888855,0.69226074,1,1,0,-0.010437012,0.018737793,25.025146,29,174,1,0,255,2,0,1782501914.9593375,0
25.023926,25.017584,-0.31456873,0.46733862,0.6830139,1,1,0,-0.012573242,0.018676758,25.023926,29,174,1,0,255,2,0,1782501914.9593375,0
25.025146,25.02411,-0.0015273505,0.2275815,0.86483765,1,1,0,-6.1035156e-05,0.009094238,25.025146,31,174,1,0,255,2,0,1782501914.9593375,0
25.03174,25.030643,-0.054999057,0.22764145,1.1616516,1,1,0,-0.0021972656,0.009094238,25.031738,31,174,1,0,255,2,0,1782501914.9593375,0
25.01831,25.017061,-0.10688507,0.22599241,0.63168335,1,1,0,-0.004272461,0.009033203,25.01831,31,174,1,0,255,2,0,1782501914.9593375,0
25.03467,25.033144,-0.15890391,0.22614016,1.0250549,1,1,0,-0.0063476562,0.009033203,25.034668,31,174,1,0,255,2,0,1782501914.9593375,0
25.025146,25.023226,-0.21229932,0.22605416,0.7425842,1,1,0,-0.008483887,0.009033203,25.025146,31,174,1,0,255,2,0,1782501914.9593375,0
25.019531,25.017117,-0.26416758,0.22600344,0.70666504,1,1,0,-0.010559082,0.009033203,25.019531,31,174,1,0,255,2,0,1782501914.9593375,0
25.027344,25.024326,-0.3161811,0.22607401,0.6645508,1,1,0,-0.012634277,0.009033203,25.027344,31,174,1,0,255,2,0,1782501914.9593375,0
25.031248,25.028332,0.010693259,0.38193175,0.85562134,1,1,0,0.0004272461,0.015258789,25.03125,60,174,0,0,255,2,0,1782501914.9593375,0
25.03003,25.027035,-0.041243322,0.3849682,0.8807678,1,1,0,-0.0016479492,0.015380859,25.03003,60,174,0,0,255,2,0,1782501914.9593375,0
25.031006,25.027796,-0.09471013,0.38956597,0.83047485,1,1,0,-0.0037841797,0.015563965,25.031006,60,174,0,0,255,2,0,1782501914.9593375,0
25.028076,25.024569,-0.14663,0.3925752,0.72299194,1,1,0,-0.005859375,0.015686035,25.028076,60,174,0,0,255,2,0,1782501914.9593375,0
25.031252,25.027311,-0.19858514,0.39720774,0.7472534,1,1,0,-0.00793457,0.01586914,25.03125,60,174,0,0,255,2,0,1782501914.9593375,0
25.025148,25.02068,-0.2519868,0.40016535,0.6718445,1,1,0,-0.010070801,0.015991211,25.025146,60,174,0,0,255,2,0,1782501914.9593375,0
25.018309,25.013191,-0.30382508,0.4046364,0.8295593,1,1,0,-0.012145996,0.016174316,25.01831,60,174,0,0,255,2,0,1782501914.9593375,0
25.035643,25.028515,0.0015276193,0.5974126,0.68573,1,1,0,6.1035156e-05,0.023864746,25.035645,61,174,1,0,255,2,0,1782501914.9593375,0
25.025146,25.017857,-0.051917013,0.60174304,0.8196411,1,1,0,-0.0020751953,0.024047852,25.025146,61,174,1,0,255,2,0,1782501914.9593375,0
25.031738,25.02432,-0.103861295,0.6003741,1.020935,1,1,0,-0.0041503906,0.023986816,25.031738,61,174,1,0,255,2,0,1782501914.9593375,0
25.035154,25.027384,-0.15733977,0.6035113,0.93878174,1,1,0,-0.006286621,0.024108887,25.035156,61,174,1,0,255,2,0,1782501914.9593375,0
25.025146,25.016888,-0.2091915,0.60785085,0.71588135,1,1,0,-0.008361816,0.024291992,25.025146,61,174,1,0,255,2,0,1782501914.9593375,0
25.015867,25.007051,-0.26100838,0.6106783,0.8373413,1,1,0,-0.010437012,0.024414062,25.01587,61,174,1,0,255,2,0,1782501914.9593375,0
25.030762,25.021212,-0.31461433,0.6156238,0.8812561,1,1,0,-0.012573242,0.024597168,25.030762,61,174,1,0,255,2,0,1782501914.9593375,0
25.032715,25.027,0.009165162,0.53471583,1.0376587,1,1,0,0.00036621094,0.021362305,25.032715,26,175,0,0,255,2,0,1782501915.058023,1
25.032469,25.026722,-0.04277032,0.5347106,0.7550659,1,1,0,-0.0017089844,0.021362305,25.03247,26,175,0,0,255,2,0,1782501915.058023,1
25.0271,25.021204,-0.09621238,0.5345959,0.6571045,1,1,0,-0.0038452148,0.021362305,25.0271,26,175,0,0,255,2,0,1782501915.058023,1
25.031494,25.025345,-0.14816204,0.5346897,0.70132446,1,1,0,-0.00592041,0.021362305,25.031494,26,175,0,0,255,2,0,1782501915.058023,1
25.032715,25.025719,-0.25356513,0.53471583,1.0567322,1,1,0,-0.010131836,0.021362305,25.032715,26,175,0,0,255,2,0,1782501915.058023,1
25.032227,25.02465,-0.30549186,0.5347054,1.1833191,1,1,0,-0.012207031,0.021362305,25.032227,26,175,0,0,255,2,0,1782501915.058023,1
25.022215,25.020369,0.009162733,0.30391225,0.638031,1,1,0,0.00036621094,0.012145996,25.022217,28,175,0,0,255,2,0,1782501915.058023,1
25.03296,25.031076,-0.04277776,0.30404273,0.7550659,1,1,0,-0.0017089844,0.012145996,25.032959,28,175,0,0,255,2,0,1782501915.058023,1
25.03003,25.027998,-0.0962385,0.30400714,1.0047302,1,1,0,-0.0038452148,0.012145996,25.03003,28,175,0,0,255,2,0,1782501915.058023,1
25.0271,25.024815,-0.14815891,0.30397156,0.99606323,1,1,0,-0.00592041,0.012145996,25.0271,28,175,0,0,255,2,0,1782501915.058023,1
25.019287,25.016642,-0.20002747,0.3038767,1.096283,1,1,0,-0.0079956055,0.012145996,25.019287,28,175,0,0,255,2,0,1782501915.058023,1
25.031008,25.027876,-0.253587,0.304019,0.86343384,1,1,0,-0.010131836,0.012145996,25.031006,28,175,0,0,255,2,0,1782501915.058023,1
25.019531,25.01584,-0.3053843,0.3023527,1.0053406,1,1,0,-0.012207031,0.012084961,25.019531,28,175,0,0,255,2,0,1782501915.058023,1
25.019531,25.015139,-0.0,0.46878335,0.6737976,1,1,0,-0.0,0.018737793,25.019531,29,175,1,0,255,2,0,1782501915.058023,1
25.030762,25.02631,-0.053462047,0.46899378,0.7693176,1,1,0,-0.0021362305,0.018737793,25.030762,29,175,1,0,255,2,0,1782501915.058023,1
25.032957,25.028341,-0.10540563,0.46903494,0.94595337,1,1,0,-0.004211426,0.018737793,25.032959,29,175,1,0,255,2,0,1782501915.058023,1
25.018312,25.013416,-0.1587787,0.4687605,0.67684937,1,1,0,-0.0063476562,0.018737793,25.01831,29,175,1,0,255,2,0,1782501915.058023,1
25.023928,25.018646,-0.21073332,0.4688657,0.72720337,1,1,0,-0.008422852,0.018737793,25.023926,29,175,1,0,255,2,0,1782501915.058023,1
25.036377,25.03063,-0.2627824,0.46757117,0.9829407,1,1,0,-0.010498047,0.018676758,25.036377,29,175,1,0,255,2,0,1782501915.058023,1
25.025146,25.018785,-0.3161111,0.46736142,0.7127991,1,1,0,-0.012634277,0.018676758,25.025146,29,175,1,0,255,2,0,1782501915.058023,1
25.02075,25.019716,-0.0030541646,0.22754154,0.71795654,1,1,0,-0.00012207031,0.009094238,25.020752,31,175,1,0,255,2,0,1782501915.058023,1
25.028564,25.02747,-0.054992083,0.22761258,0.93673706,1,1,0,-0.0021972656,0.009094238,25.028564,31,175,1,0,255,2,0,1782501915.058023,1
25.016846,25.015596,-0.10687881,0.22597918,0.8722229,1,1,0,-0.004272461,0.009033203,25.016846,31,175,1,0,255,2,0,1782501915.058023,1
25.02295,25.021414,-0.16035673,0.22603431,0.66967773,1,1,0,-0.0064086914,0.009033203,25.02295,31,175,1,0,255,2,0,1782501915.058023,1
25.010254,25.008333,-0.21217297,0.22591963,0.7337036,1,1,0,-0.008483887,0.009033203,25.010254,31,175,1,0,255,2,0,1782501915.058023,1
25.015871,25.013454,-0.26412892,0.22597036,0.8414612,1,1,0,-0.010559082,0.009033203,25.01587,31,175,1,0,255,2,0,1782501915.058023,1
25.025146,25.02211,-0.31768057,0.22605416,0.7107544,1,1,0,-0.0126953125,0.009033203,25.025146,31,175,1,0,255,2,0,1782501915.058023,1
25.027098,25.02416,0.009164122,0.3833958,0.7992859,1,1,0,0.00036621094,0.015319824,25.0271,60,175,0,0,255,2,0,1782501915.058023,1
25.031252,25.02823,-0.042772897,0.38651457,0.6571045,1,1,0,-0.0017089844,0.0154418945,25.03125,60,175,0,0,255,2,0,1782501915.058023,1
25.033936,25.0307,-0.09472112,0.39113933,0.87384033,1,1,0,-0.0037841797,0.015625,25.033936,60,175,0,0,255,2,0,1782501915.058023,1
25.027102,25.023558,-0.14815146,0.39408723,0.82702637,1,1,0,-0.00592041,0.01574707,25.0271,60,175,0,0,255,2,0,1782501915.058023,1
25.031008,25.02703,-0.20011054,0.39873144,0.71432495,1,1,0,-0.0079956055,0.015930176,25.031006,60,175,0,0,255,2,0,1782501915.058023,1
25.03247,25.027962,-0.25358787,0.40181014,0.7325134,1,1,0,-0.010131836,0.016052246,25.03247,60,175,0,0,255,2,0,1782501915.058023,1
25.019775,25.014614,-0.30536932,0.406187,1.026123,1,1,0,-0.012207031,0.016235352,25.019775,60,175,0,0,255,2,0,1782501915.058023,1
25.031006,25.023842,-0.0,0.5988292,0.67337036,1,1,0,-0.0,0.023925781,25.031006,61,175,1,0,255,2,0,1782501915.058023,1
