cloud_index,point_count
0,41
1,44
2,42
3,43
4,42
5,43
6,37
7,42
8,36
9,38
10,38
11,39
12,36
13,38
14,41
15,40
16,31
17,36
18,39
19,35
20,34
21,33
22,36
23,35
24,29
25,35
26,35
27,33
28,39
29,37
30,40
31,33
32,33
33,34
34,36
35,29
36,39
37,33
38,32
39,33
40,31
41,30
42,38
43,32
44,23
45,41
46,33
47,36
48,35
49,36
50,39
51,34
52,33
53,30
54,29
55,26
56,32
57,30
58,35
59,29
60,27
61,27
62,30
63,27
64,26
65,25
66,26
67,21
68,29
69,27
70,25
71,27
72,29
73,25
74,26
75,25
76,28
77,27
78,21
79,23
80,26
81,31
82,30
83,22
84,35
85,22
86,22
87,26
88,32
89,20
90,18
91,22
92,21
93,29
94,24
95,32
96,30
97,24
98,31
99,19
100,23
101,23
102,29
103,31
104,22
105,23
106,23
107,26
108,18
109,18
110,23
111,26
112,26
113,26
114,23
115,29
116,26
117,24
118,27
119,19
120,27
121,26
122,25
123,22
124,18
125,28
126,21
127,27
128,21
129,19
130,27
131,19
132,17
133,24
134,23
135,24
136,31
137,28
138,24
139,26
140,26
141,31
142,22
143,26
144,19
145,18
146,33
147,27
148,14
149,31
150,23
151,25
152,29
153,24
154,18
155,22
156,16
157,22
158,22
159,17
160,26
161,25
162,21
163,21
164,18
165,16
166,17
167,15
168,19
169,21
170,17
171,14
172,15
173,15
174,22
175,9
176,24
177,33
178,17
179,30
180,14
181,24
182,21
183,17
184,19
185,15
186,14
187,21
188,23
189,18
190,20
191,18
192,16
193,16
194,23
195,16
196,19
197,23
198,23
199,21
200,18
201,28
202,11
203,16
204,8
205,16
206,11
207,12
208,23
209,18
210,18
211,14
212,18
213,19
214,16
215,16
216,13
217,25
218,15
219,20
220,8
221,16
222,16
223,15
224,19
225,22
226,21
227,19
228,22
229,20
230,20
231,9
232,14
233,19
234,14
235,27
236,11
237,20
238,16
239,22
240,19
241,14
242,23
243,18
244,11
245,15
246,14
247,12
248,16
249,10
250,12
251,12
252,14
253,15
254,17
255,11
256,17
257,19
258,27
259,14
260,18
261,8
262,8
263,12
264,15
265,18
266,15
267,22
268,14
269,14
270,11
271,15
272,16
273,10
274,17
275,17
276,20
277,15
278,21
279,12
280,17
281,12
282,23
283,27
284,20
285,17
286,15
287,12
288,22
289,28
290,19
291,22
292,25
293,16
294,21
295,16
296,21
297,21
