cloud_index,point_count
0,41
1,45
2,42
3,40
4,42
5,42
6,41
7,38
8,39
9,38
10,42
11,42
12,37
13,37
14,37
15,34
16,38
17,35
18,28
19,40
20,40
21,32
22,39
23,33
24,32
25,37
26,35
27,27
28,36
29,37
30,37
31,28
32,34
33,34
34,34
35,24
36,25
37,36
38,36
39,37
40,32
41,33
42,32
43,28
44,28
45,25
46,29
47,27
48,30
49,23
50,30
51,25
52,30
53,30
54,36
55,23
56,28
57,28
58,20
59,28
60,27
61,27
62,34
63,27
64,31
65,27
66,27
67,26
68,29
69,25
70,27
71,36
72,21
73,21
74,29
75,20
76,22
77,37
78,19
79,29
80,22
81,31
82,26
83,28
84,19
85,23
86,21
87,22
88,24
89,25
90,19
91,27
92,23
93,28
94,25
95,21
96,28
97,24
98,27
99,24
100,21
101,27
102,21
103,22
104,25
105,13
106,32
107,24
108,23
109,17
110,19
111,29
112,32
113,25
114,23
115,28
116,31
117,21
118,24
119,20
120,23
121,38
122,18
123,24
124,29
125,21
126,24
127,22
128,21
129,20
130,21
131,20
132,23
133,26
134,24
135,28
136,26
137,21
138,22
139,19
140,24
141,23
142,14
143,22
144,18
145,17
146,21
147,24
148,24
149,20
150,21
151,15
152,15
153,24
154,26
155,12
156,26
157,13
158,17
159,21
160,21
161,27
162,17
163,17
164,22
165,18
166,19
167,21
168,13
169,18
170,15
171,12
172,21
173,28
174,15
175,27
176,18
177,20
178,17
179,31
180,21
181,19
182,11
183,17
184,17
185,30
186,18
187,20
188,25
189,19
190,17
191,22
192,17
193,23
194,20
195,19
196,18
197,15
198,12
199,14
200,16
201,20
202,15
203,14
204,17
205,16
206,19
207,13
208,16
209,19
210,22
211,17
212,22
213,18
214,15
215,11
216,17
217,15
218,25
219,17
220,25
221,20
222,23
223,14
224,16
225,13
226,13
227,15
228,10
229,19
230,22
231,16
232,22
233,14
234,18
235,12
236,11
237,16
238,19
239,22
240,24
241,14
242,28
243,17
244,12
245,22
246,19
247,16
248,15
249,15
250,11
251,25
252,14
253,13
254,23
255,22
256,23
257,16
258,15
259,17
260,12
261,11
262,19
263,23
264,17
265,20
266,11
267,21
268,17
269,13
270,18
271,14
272,14
273,18
274,9
275,14
276,17
277,18
278,18
279,19
280,19
281,17
282,9
283,14
284,8
285,8
286,17
287,13
288,7
289,12
290,12
291,10
292,20
293,17
294,15
295,16
296,8
